# exported by fityk 0.8.7
#1-Zn:x	1-Zn:y	1-Zn:s	1-Zn:F(x)	1-Zn:%_1(x)	1-Zn:%_2(x)	1-Zn:%_3(x)	1-Zn:a
5.76	46	6.78233	42.0662	5.90058e-029	7.69865e-061	42.0662	1
5.78	65	8.06226	49.2236	1.66285e-028	3.57062e-060	49.2236	1
5.79	54	7.34847	53.144	2.78378e-028	7.66621e-060	53.144	1
5.81	59	7.68115	61.7078	7.75896e-028	3.51235e-059	61.7078	1
5.82	52	7.2111	66.3658	1.29178e-027	7.49511e-059	66.3658	1
5.84	83	9.11043	76.4672	3.56097e-027	3.39221e-058	76.4672	1
5.85	61	7.81025	81.9223	5.89603e-027	7.19461e-058	81.9223	1
5.87	62	7.87401	93.6654	1.60749e-026	3.21662e-057	93.6654	1
5.89	84	9.16515	106.542	4.35054e-026	1.42643e-056	106.542	1
5.9	89	9.43398	113.41	7.13745e-026	2.99466e-056	113.41	1
5.92	111	10.5357	128.008	1.9105e-025	1.31186e-055	128.008	1
5.93	114	10.6771	135.735	3.11711e-025	2.73734e-055	135.735	1
5.95	128	11.3137	152.028	8.25215e-025	1.18455e-054	152.028	1
5.97	123	11.0905	169.403	2.16864e-024	5.0844e-054	169.403	1
5.98	164	12.8062	178.476	3.50591e-024	1.05016e-053	178.476	1
6	163	12.7671	197.343	9.11238e-024	4.45273e-053	197.343	1
6.01	161	12.6886	207.112	1.46504e-023	9.14081e-053	207.112	1
6.03	191	13.8203	227.244	3.76609e-023	3.82864e-052	227.244	1
6.04	254	15.9374	237.573	6.02163e-023	7.81173e-052	237.573	1
6.06	241	15.5242	258.661	1.53096e-022	3.23218e-051	258.661	1
6.08	220	14.8324	280.174	3.86386e-022	1.32648e-050	280.174	1
6.09	312	17.6635	291.03	6.12143e-022	2.67903e-050	291.03	1
6.11	261	16.1555	312.81	1.52799e-021	1.0861e-049	312.81	1
6.12	336	18.3303	323.678	2.40744e-021	2.18017e-049	323.678	1
6.14	358	18.9209	345.225	5.94338e-021	8.73116e-049	345.225	1
6.16	362	19.0263	366.315	1.45652e-020	3.46827e-048	366.315	1
6.17	438	20.9284	376.61	2.27385e-020	6.89135e-048	376.61	1
6.19	409	20.2237	396.543	5.51131e-020	2.70416e-047	396.543	1
6.2	417	20.4206	406.116	8.55666e-020	5.34034e-047	406.116	1
6.22	445	21.095	424.321	2.0512e-019	2.07007e-046	424.321	1
6.23	420	20.4939	432.89	3.1671e-019	4.06316e-046	432.89	1
6.25	509	22.561	448.815	7.50888e-019	1.55585e-045	448.815	1
6.27	456	21.3542	462.936	1.76724e-018	5.90922e-045	462.936	1
6.28	558	23.622	469.255	2.70369e-018	1.14811e-044	469.255	1
6.3	519	22.7816	480.295	6.29343e-018	4.30757e-044	480.295	1
6.31	551	23.4734	484.975	9.57535e-018	8.3182e-044	484.975	1
6.33	538	23.1948	492.566	2.20442e-017	3.08295e-043	492.566	1
6.35	591	24.3105	497.706	5.0378e-017	1.13335e-042	497.706	1
6.36	537	23.1733	499.331	7.5948e-017	2.16637e-042	499.331	1
6.38	580	24.0832	500.661	1.71661e-016	7.86713e-042	500.661	1
6.39	578	24.0416	500.359	2.57367e-016	1.49462e-041	500.359	1
6.41	562	23.7065	497.831	5.75332e-016	5.36169e-041	497.831	1
6.42	523	22.8692	495.614	8.57836e-016	1.01242e-040	495.614	1
6.44	487	22.0681	489.317	1.89662e-015	3.58772e-040	489.317	1
6.46	547	23.388	480.618	4.16258e-015	1.26106e-039	480.618	1
6.47	505	22.4722	475.408	6.14974e-015	2.35704e-039	475.408	1
6.49	475	21.7945	463.363	1.3349e-014	8.18412e-039	463.363	1
6.5	508	22.5389	456.574	1.96132e-014	1.52036e-038	456.574	1
6.52	430	20.7364	441.583	4.21065e-014	5.21482e-038	441.583	1
6.54	478	21.8632	424.891	8.97343e-014	1.77415e-037	424.891	1
6.55	399	19.975	415.979	1.30637e-013	3.26241e-037	415.979	1
6.57	443	21.0476	397.175	2.75349e-013	1.09642e-036	397.175	1
6.58	375	19.3649	387.346	3.98654e-013	2.00387e-036	387.346	1
6.6	387	19.6723	366.991	8.31045e-013	6.65268e-036	366.991	1
6.61	346	18.6011	356.53	1.19658e-012	1.20846e-035	356.53	1
6.63	288	16.9706	335.195	2.46706e-012	3.9632e-035	335.195	1
6.65	327	18.0831	313.519	5.04922e-012	1.2892e-034	313.519	1
6.66	288	16.9706	302.628	7.2036e-012	2.31808e-034	302.628	1
6.68	229	15.1327	280.88	1.45816e-011	7.44884e-034	280.88	1
6.69	233	15.2643	270.077	2.06888e-011	1.33119e-033	270.077	1
6.71	213	14.5945	248.74	4.1419e-011	4.22561e-033	248.74	1
6.73	187	13.6748	227.912	8.23134e-011	1.33044e-032	227.912	1
6.74	162	12.7279	217.741	1.1572e-010	2.35354e-032	217.741	1
6.76	170	13.0384	197.973	2.27452e-010	7.3201e-032	197.973	1
6.77	144	12	188.409	3.18004e-010	1.28702e-031	188.409	1
6.79	157	12.53	169.987	6.18193e-010	3.95429e-031	169.987	1
6.8	128	11.3137	161.151	8.59552e-010	6.91006e-031	161.151	1
6.82	132	11.4891	144.275	1.65262e-009	2.09726e-030	144.275	1
6.84	99	9.94987	128.503	3.15414e-009	6.31365e-030	128.503	1
6.85	91	9.53939	121.042	4.34547e-009	1.09211e-029	121.042	1
6.87	82	9.05539	106.981	8.20266e-009	3.24776e-029	106.981	1
6.88	90	9.48683	100.381	1.12387e-008	5.58359e-029	100.381	1
6.9	60	7.74597	88.0369	2.09818e-008	1.64028e-028	88.0369	1
6.91	80	8.94427	82.2873	2.85897e-008	2.8028e-028	82.2873	1
6.93	82	9.05539	71.6132	5.27894e-008	8.13361e-028	71.6132	1
6.95	55	7.4162	62.0035	9.67588e-008	2.34117e-027	62.0035	1
6.96	78	8.83176	57.5824	1.30637e-007	3.95987e-027	57.5824	1
6.98	49	7	49.472	2.3682e-007	1.12595e-026	49.472	1
6.99	63	7.93725	45.7673	3.17978e-007	1.89282e-026	45.7673	1
7.01	64	8	39.0185	5.70113e-007	5.31662e-026	39.0185	1
7.03	67	8.18535	33.094	1.01469e-006	1.48122e-025	33.094	1
7.04	51	7.14143	30.4194	1.34995e-006	2.46481e-025	30.4194	1
7.06	53	7.28011	25.6021	2.37629e-006	6.78352e-025	25.6021	1
7.07	55	7.4162	23.4422	3.14407e-006	1.12192e-024	23.4422	1
7.09	57	7.54983	19.578	5.47371e-006	3.05016e-024	19.578	1
7.1	61	7.81025	17.8573	7.20243e-006	5.01389e-024	17.8573	1
7.12	47	6.85565	14.799	1.24016e-005	1.34655e-023	14.799	1
7.14	40	6.32456	12.2015	2.11975e-005	3.58697e-023	12.2015	1
7.15	39	6.245	11.0577	2.7637e-005	5.8365e-023	11.0577	1
7.17	49	7	9.04672	4.67204e-005	1.53584e-022	9.04668	1
7.18	52	7.2111	8.16708	6.05784e-005	2.48379e-022	8.16701	1
7.2	50	7.07107	6.63043	0.000101285	6.45648e-022	6.63032	1
7.22	33	5.74456	5.3553	0.000168103	1.6647e-021	5.35513	1
7.23	54	7.34847	4.80362	0.000215971	2.66488e-021	4.8034	1
7.25	38	6.16441	3.85008	0.000354518	6.78742e-021	3.84973	1
7.26	44	6.63325	3.44025	0.000452962	1.07992e-020	3.43979	1
7.28	62	7.87401	2.73638	0.000735384	2.7171e-020	2.73564	1
7.29	56	7.48331	2.43585	0.000934421	4.2967e-020	2.43492	1
7.31	44	6.63325	1.92307	0.00150039	1.06792e-019	1.92157	1
7.33	44	6.63325	1.51106	0.00239152	2.63269e-019	1.50866	1
7.34	59	7.68115	1.33722	0.003011	4.121e-019	1.3342	1
7.36	63	7.93725	1.0442	0.00474668	1.00358e-018	1.03945	1
7.37	40	6.32456	0.921651	0.00594336	1.56134e-018	0.915708	1
7.39	36	6	0.717188	0.0092666	3.75608e-018	0.707921	1
7.41	46	6.78233	0.558815	0.0143422	8.96251e-018	0.544473	1
7.42	63	7.93725	0.494371	0.0177937	1.38022e-017	0.476578	1
7.44	54	7.34847	0.390961	0.0272377	3.25336e-017	0.363723	1
7.45	44	6.63325	0.350747	0.0336067	4.97961e-017	0.31714	1
7.47	55	7.4162	0.291058	0.0508793	1.15949e-016	0.240179	1
7.48	45	6.7082	0.271042	0.0624311	1.7639e-016	0.208611	1
7.5	34	5.83095	0.250253	0.0934816	4.05725e-016	0.156771	1
7.52	44	6.63325	0.256158	0.13895	9.25654e-016	0.117209	1
7.53	55	7.4162	0.270088	0.168937	1.39389e-015	0.10115	1
7.55	52	7.2111	0.323394	0.248352	3.14148e-015	0.0750422	1
7.56	42	6.48074	0.364801	0.30029	4.70173e-015	0.0645113	1
7.58	49	7	0.4841	0.436608	1.04677e-014	0.047492	1
7.6	31	5.56776	0.664941	0.630158	2.31154e-014	0.0347831	1
7.61	58	7.61577	0.784682	0.754972	3.42451e-014	0.0297101	1
7.63	63	7.93725	1.09929	1.0777	7.47028e-014	0.0215922	1
7.64	66	8.12404	1.30243	1.28406	1.09996e-013	0.018372	1
7.66	64	8	1.8261	1.81285	2.37031e-013	0.0132494	1
7.67	69	8.30662	2.15933	2.1481	3.46888e-013	0.0112299	1
7.69	57	7.54983	3.00748	2.99945	7.3842e-013	0.00803641	1
7.71	51	7.14143	4.16325	4.15753	1.55911e-012	0.00572152	1
7.72	88	9.38083	4.88611	4.88129	2.25857e-012	0.00481834	1
7.74	51	7.14143	6.69514	6.69173	4.71079e-012	0.00340402	1
7.75	59	7.68115	7.81631	7.81345	6.7826e-012	0.00285562	1
7.77	76	8.7178	10.5959	10.5939	1.39747e-011	0.0020019	1
7.79	54	7.34847	14.26	14.2586	2.85595e-011	0.00139619	1
7.8	87	9.32738	16.4976	16.4964	4.07029e-011	0.00116375	1
7.82	81	9	21.9602	21.9594	8.21712e-011	0.000805396	1
7.83	103	10.1489	25.2667	25.2661	1.16396e-010	0.000668723	1
7.85	101	10.0499	33.2647	33.2643	2.32124e-010	0.000459242	1
7.86	114	10.6771	38.0632	38.0628	3.26801e-010	0.000379841	1
7.88	111	10.5357	49.5624	49.5622	6.43802e-010	0.000258847	1
7.9	119	10.9087	64.0632	64.063	1.258e-009	0.000175488	1
7.91	106	10.2956	72.6338	72.6337	1.75314e-009	0.000144216	1
7.93	147	12.1244	92.8549	92.8548	3.38401e-009	9.70206e-005	1
7.94	191	13.8203	104.698	104.698	4.68718e-009	7.94238e-005	1
7.96	171	13.0767	132.378	132.378	8.93748e-009	5.3021e-005	1
7.97	203	14.2478	148.442	148.442	1.23038e-008	4.32372e-005	1
7.99	211	14.5258	185.628	185.628	2.31755e-008	2.86418e-005	1
8.01	242	15.5563	230.429	230.429	4.32991e-008	1.88759e-005	1
8.02	317	17.8045	256.027	256.027	5.90033e-008	1.5294e-005	1
8.04	312	17.6635	314.331	314.331	1.08896e-007	1.00017e-005	1
8.05	381	19.5192	347.33	347.33	1.47487e-007	8.07256e-006	1
8.07	467	21.6102	421.749	421.749	2.68893e-007	5.23853e-006	1
8.09	544	23.3238	508.362	508.362	4.86253e-007	3.38198e-006	1
8.1	511	22.6053	556.59	556.59	6.51893e-007	2.71215e-006	1
8.12	772	27.7849	663.536	663.536	1.16452e-006	1.73749e-006	1
8.13	672	25.923	722.49	722.49	1.55169e-006	1.38799e-006	1
8.15	787	28.0535	851.865	851.865	2.73819e-006	8.82348e-007	1
8.16	902	30.0333	922.449	922.449	3.62631e-006	7.02147e-007	1
8.18	1088	32.9848	1075.7	1075.7	6.32138e-006	4.42922e-007	1
8.2	1149	33.8969	1245.22	1245.22	1.09299e-005	2.77965e-007	1
8.21	1246	35.2987	1336.06	1336.06	1.43282e-005	2.19777e-007	1
8.23	1519	38.9744	1529.65	1529.65	2.44728e-005	1.36865e-007	1
8.24	1619	40.2368	1632.21	1632.21	3.18862e-005	1.07797e-007	1
8.26	1710	41.3521	1848.21	1848.21	5.38001e-005	6.66134e-008	1
8.28	1976	44.4522	2077.47	2077.47	9.00372e-005	4.09524e-008	1
8.29	2069	45.4863	2196.48	2196.48	0.000116122	3.2048e-008	1
8.31	2425	49.2443	2441.85	2441.85	0.000191973	1.95508e-008	1
8.32	2436	49.3559	2567.54	2567.54	0.00024608	1.52408e-008	1
8.34	2664	51.614	2823.05	2823.05	0.000401874	9.22608e-009	1
8.35	2920	54.037	2952.04	2952.04	0.000511999	7.16446e-009	1
8.37	3337	57.7668	3210.21	3210.21	0.000825983	4.30367e-009	1
8.39	3058	55.2992	3465.39	3465.38	0.0013217	2.57193e-009	1
8.4	3427	58.5406	3590.57	3590.57	0.0016668	1.9844e-009	1
8.42	3684	60.696	3833.46	3833.46	0.00263471	1.17678e-009	1
8.43	3949	62.8411	3950.09	3950.09	0.00330239	9.04458e-010	1
8.45	4262	65.284	4171.05	4171.05	0.00515662	5.3223e-010	1
8.47	4108	64.0937	4372.1	4372.09	0.00798655	3.11583e-010	1
8.48	4571	67.6092	4463.9	4463.89	0.00990897	2.37943e-010	1
8.5	4788	69.1954	4627.74	4627.73	0.0151604	1.38227e-010	1
8.51	4449	66.7008	4698.93	4698.91	0.0186949	1.05151e-010	1
8.53	4963	70.4486	4817.97	4817.94	0.0282549	6.06151e-011	1
8.54	4739	68.8404	4865.18	4865.15	0.0346299	4.5933e-011	1
8.56	4831	69.5054	4933.72	4933.67	0.0517021	2.62746e-011	1
8.58	5148	71.7496	4966.58	4966.5	0.076564	1.49525e-011	1
8.59	5089	71.3372	4969.37	4969.28	0.092887	1.1258e-011	1
8.61	4997	70.6895	4947.61	4947.48	0.135881	6.35745e-012	1
8.62	5575	74.6659	4923.18	4923.02	0.163845	4.76821e-012	1
8.64	4577	67.6535	4847.89	4847.65	0.236769	2.67191e-012	1
8.66	4864	69.7424	4738.81	4738.47	0.339371	1.48954e-012	1
8.67	4908	70.0571	4672.31	4671.91	0.405062	1.11002e-012	1
8.69	4818	69.4118	4517.17	4516.6	0.573534	6.14054e-013	1
8.7	4607	67.8749	4429.34	4428.66	0.680377	4.55834e-013	1
8.72	4141	64.3506	4235.42	4234.47	0.951646	2.50224e-013	1
8.73	4424	66.5132	4130.31	4129.19	1.12204	1.85034e-013	1
8.75	4087	63.9296	3906.37	3904.82	1.55033	1.00791e-013	1
8.77	3638	60.3158	3667.72	3665.59	2.12469	5.462e-014	1
8.78	3870	62.2093	3544.23	3541.75	2.47972	4.01309e-014	1
8.8	3240	56.921	3291.65	3288.3	3.35708	2.15803e-014	1
8.81	3256	57.0614	3163.62	3159.73	3.89416	1.57946e-014	1
8.83	2990	54.6809	2906.64	2901.43	5.20788	8.42812e-015	1
8.85	2811	53.0189	2651.64	2644.74	6.90823	4.47423e-015	1
8.86	2632	51.303	2526.01	2518.08	7.93216	3.25367e-015	1
8.88	2783	52.7541	2280.51	2270.12	10.394	1.71398e-015	1
8.89	1624	40.2989	2161.38	2149.52	11.8619	1.24161e-015	1
8.91	2018	44.9222	1931.95	1916.59	15.3545	6.49028e-016	1
8.92	1747	41.7971	1822.21	1804.79	17.4159	4.68343e-016	1
8.94	1622	40.2741	1613.84	1591.57	22.2698	2.42934e-016	1
8.96	1366	36.9594	1421.5	1393.26	28.2451	1.25365e-016	1
8.97	1251	35.3695	1331.69	1299.98	31.7124	8.9884e-017	1
8.99	1211	34.7994	1165.25	1125.52	39.7323	4.60274e-017	1
9	1017	31.8904	1088.73	1044.39	44.3377	3.28734e-017	1
9.02	802	28.3196	949.186	894.31	54.8751	1.67042e-017	1
9.03	861	29.3428	886.146	825.284	60.8624	1.18844e-017	1
9.05	676	26	773.35	698.938	74.4114	5.99242e-018	1
9.07	662	25.7294	677.836	587.598	90.2377	3.00602e-018	1
9.08	521	22.8254	636.352	537.284	99.0682	2.12494e-018	1
9.1	555	23.5584	565.419	446.741	118.678	1.05775e-018	1
9.11	466	21.587	535.739	406.241	129.497	7.44838e-019	1
9.13	495	22.2486	487.321	334.076	153.245	3.67911e-019	1
9.15	405	20.1246	452.592	272.718	179.874	1.80795e-019	1
9.16	422	20.5426	440.007	245.726	194.282	1.26494e-019	1
9.18	428	20.6882	423.663	198.394	225.269	6.16825e-020	1
9.19	460	21.4476	419.604	177.775	241.83	4.29901e-020	1
9.21	386	19.6469	418.95	141.957	276.992	2.0802e-020	1
9.22	410	20.2485	422.046	126.504	295.542	1.44422e-020	1
9.24	498	22.3159	434.307	99.9085	334.399	6.93452e-021	1
9.26	473	21.7486	453.618	78.3262	375.292	3.31255e-021	1
9.27	497	22.2935	465.524	69.161	396.363	2.28505e-021	1
9.29	534	23.1084	493.052	53.6261	439.426	1.08315e-021	1
9.3	473	21.7486	508.359	47.0907	461.268	7.44295e-022	1
9.32	595	24.3926	541.277	36.1127	505.165	3.50092e-022	1
9.34	587	24.2281	576.237	27.491	548.746	1.63826e-022	1
9.35	637	25.2389	594.101	23.9198	570.181	1.11852e-022	1
9.37	615	24.7992	629.85	18.0094	611.841	5.19388e-023	1
9.38	757	27.5136	647.448	15.5837	631.864	3.53246e-023	1
9.4	564	23.7487	681.392	11.6044	669.788	1.62768e-023	1
9.41	725	26.9258	697.476	9.98619	687.489	1.10275e-023	1
9.43	749	27.3679	727.247	7.35462	719.892	5.04215e-024	1
9.45	815	28.5482	753.077	5.37684	747.7	2.2936e-024	1
9.46	815	28.5482	764.262	4.58473	759.678	1.54394e-024	1
9.48	689	26.2488	782.745	3.31505	779.43	6.96913e-025	1
9.49	814	28.5307	789.898	2.81113	787.087	4.67319e-025	1
9.51	882	29.6985	799.745	2.01033	797.734	2.09318e-025	1
9.53	747	27.3313	803.386	1.42712	801.959	9.32749e-026	1
9.54	841	29	802.823	1.19911	801.624	6.21448e-026	1
9.56	793	28.1603	796.914	0.841906	796.072	2.74795e-026	1
9.57	773	27.8029	791.592	0.703506	790.888	1.82378e-026	1
9.59	807	28.4077	776.351	0.488518	775.862	8.0024e-027	1
9.6	706	26.5707	766.516	0.405966	766.11	5.29062e-027	1
9.62	715	26.7395	742.696	0.278813	742.417	2.30357e-027	1
9.64	805	28.3725	713.804	0.190083	713.614	9.97837e-028	1
9.65	650	25.4951	697.655	0.156516	697.498	6.55466e-028	1
9.67	619	24.8797	662.393	0.105536	662.287	2.81744e-028	1
9.68	622	24.9399	643.47	0.0864214	643.384	1.84361e-028	1
9.7	640	25.2982	603.535	0.0576329	603.477	7.86354e-029	1
9.72	545	23.3452	561.487	0.0381528	561.449	3.33681e-029	1
9.73	513	22.6495	539.923	0.0309568	539.892	2.16945e-029	1
9.75	557	23.6008	496.206	0.0202685	496.185	9.13503e-030	1
9.76	445	21.095	474.241	0.0163553	474.225	5.91631e-030	1
9.78	382	19.5448	430.546	0.0105909	430.536	2.47205e-030	1
9.79	438	20.9284	408.981	0.00849912	408.972	1.59485e-030	1
9.81	339	18.412	366.786	0.00544326	366.78	6.61259e-031	1
9.83	360	18.9737	326.274	0.0034606	326.27	2.72764e-031	1
9.84	293	17.1172	306.788	0.00275169	306.785	1.74846e-031	1
9.86	276	16.6132	269.585	0.00173022	269.584	7.15676e-032	1
9.87	237	15.3948	251.94	0.00136822	251.939	4.56991e-032	1
9.89	269	16.4012	218.697	0.000850878	218.696	1.85616e-032	1
9.91	179	13.3791	188.299	0.000525274	188.298	7.5004e-033	1
9.92	170	13.0384	174.189	0.000411574	174.189	4.75862e-033	1
9.94	156	12.49	148.154	0.00025129	148.154	1.90808e-033	1
9.95	117	10.8167	136.217	0.000195813	136.217	1.20591e-033	1
9.97	132	11.4891	114.449	0.000118244	114.449	4.7982e-034	1
9.98	109	10.4403	104.586	9.16331e-005	104.586	3.02079e-034	1
10	79	8.88819	86.8045	5.47268e-005	86.8044	1.19269e-034	1
10.02	83	9.11043	71.4609	3.24455e-005	71.4609	4.68489e-035	1
10.03	61	7.81025	64.6404	2.49135e-005	64.6403	2.93053e-035	1
10.05	58	7.61577	52.5676	1.46083e-005	52.5676	1.14226e-035	1
10.06	31	5.56776	47.2604	1.11554e-005	47.2604	7.11759e-036	1
10.08	36	6	37.9664	6.46932e-006	37.9664	2.75294e-036	1
10.1	42	6.48074	30.2524	3.72426e-006	30.2524	1.05931e-036	1
10.11	28	5.2915	26.9223	2.81795e-006	26.9223	6.55839e-037	1
10.13	27	5.19615	21.1914	1.60444e-006	21.1914	2.5042e-037	1
10.14	23	4.79583	18.7437	1.20732e-006	18.7437	1.54443e-037	1
10.16	12	3.4641	14.5744	6.79864e-007	14.5744	5.85174e-038	1
10.17	9	3	12.8124	5.08774e-007	12.8124	3.59506e-038	1
10.19	17	4.12311	9.84136	2.83358e-007	9.84136	1.35167e-038	1
10.21	16	4	7.49786	1.56658e-007	7.49786	5.05589e-039	1
10.22	13	3.60555	6.52455	1.16162e-007	6.52455	3.08619e-039	1
10.24	16	4	4.91044	6.35172e-008	4.91044	1.1455e-039	1
10.25	11	3.31662	4.24695	4.6839e-008	4.24695	6.96537e-040	1
10.27	7	2.64575	3.15744	2.53305e-008	3.15744	2.56545e-040	1
10.28	4	2	2.71416	1.85766e-008	2.71416	1.55394e-040	1
10.3	6	2.44949	1.99334	9.93601e-009	1.99334	5.67936e-041	1
10.32	15	3.87298	1.45206	5.27552e-009	1.45206	2.06504e-041	1
10.33	12	3.4641	1.23554	3.83349e-009	1.23554	1.24281e-041	1
10.35	12	3.4641	0.889097	2.01307e-009	0.889097	4.48413e-042	1
10.36	11	3.31662	0.751912	1.45476e-009	0.751912	2.68829e-042	1
10.38	6	2.44949	0.534498	7.55554e-010	0.534498	9.62491e-043	1
10.4	11	3.31662	0.376863	3.89534e-010	0.376863	3.42832e-043	1
10.41	9	3	0.315482	2.78925e-010	0.315482	2.04213e-043	1
10.43	14	3.74166	0.219735	1.42225e-010	0.219735	7.21795e-044	1
10.44	14	3.74166	0.182825	1.0128e-010	0.182825	4.28292e-044	1
10.46	18	4.24264	0.12579	5.10768e-011	0.12579	1.50216e-044	1
10.47	10	3.16228	0.104022	3.61723e-011	0.104022	8.87902e-045	1
10.49	12	3.4641	0.0707012	1.8042e-011	0.0707012	3.0902e-045	1
10.51	9	3	0.0476635	8.93309e-012	0.0476635	1.06997e-045	1
10.52	18	4.24264	0.0390155	6.26848e-012	0.0390155	6.28384e-046	1
10.54	12	3.4641	0.0259827	3.06964e-012	0.0259827	2.15902e-046	1
10.55	14	3.74166	0.0211388	2.14217e-012	0.0211388	1.26309e-046	1
10.57	14	3.74166	0.0139064	1.0375e-012	0.0139064	4.30635e-047	1
10.59	13	3.60555	0.00907419	4.98806e-013	0.00907419	1.46066e-047	1
10.6	16	4	0.00730762	3.4491e-013	0.00730762	8.49047e-048	1
10.62	13	3.60555	0.00471039	1.64005e-013	0.00471039	2.85771e-048	1
10.63	12	3.4641	0.00377024	1.12781e-013	0.00377024	1.65471e-048	1
10.65	22	4.69042	0.0024007	5.30394e-014	0.0024007	5.52655e-049	1
10.66	8	2.82843	0.00190983	3.62729e-014	0.00190983	3.18773e-049	1
10.68	5	2.23607	0.0012013	1.68715e-014	0.0012013	1.05647e-049	1
10.7	13	3.60555	0.000749489	7.78991e-015	0.000749489	3.48338e-050	1
10.71	12	3.4641	0.000590194	5.27867e-015	0.000590194	1.99633e-050	1
10.73	10	3.16228	0.000363745	2.41053e-015	0.000363745	6.53161e-051	1
10.74	8	2.82843	0.000284689	1.62446e-015	0.000284689	3.72885e-051	1
10.76	5	2.23607	0.000173325	7.33682e-016	0.000173325	1.21062e-051	1
10.78	11	3.31662	0.000104667	3.28937e-016	0.000104667	3.91025e-052	1
10.79	8	2.82843	8.10878e-005	2.19643e-016	8.10878e-005	2.21801e-052	1
10.81	5	2.23607	4.83718e-005	9.7394e-017	4.83718e-005	7.10897e-053	1
10.82	7	2.64575	3.72462e-005	6.46759e-017	3.72462e-005	4.01689e-053	1
10.84	5	2.23607	2.19486e-005	2.8364e-017	2.19486e-005	1.27755e-053	1
10.85	3	1.73205	1.67973e-005	1.87319e-017	1.67973e-005	7.1909e-054	1
10.87	3	1.73205	9.77805e-006	8.12487e-018	9.77805e-006	2.26943e-054	1
10.89	6	2.44949	5.64576e-006	3.4983e-018	5.64576e-006	7.1255e-055	1
10.9	12	3.4641	4.2769e-006	2.28918e-018	4.2769e-006	3.98497e-055	1
10.92	3	1.73205	2.43943e-006	9.74836e-019	2.43943e-006	1.24156e-055	1
10.93	2	1.41421	1.8367e-006	6.34395e-019	1.8367e-006	6.91675e-056	1
10.95	5	2.23607	1.03487e-006	2.6719e-019	1.03487e-006	2.13841e-056	1
10.97	7	2.64575	5.78347e-007	1.11709e-019	5.78347e-007	6.57726e-057	1
10.98	4	2	4.31035e-007	7.20318e-020	4.31035e-007	3.64068e-057	1
11	3	1.73205	2.3796e-007	2.97853e-020	2.3796e-007	1.11117e-057	1
11.01	4	2	1.76268e-007	1.91004e-020	1.76268e-007	6.12692e-058	1
11.03	4	2	9.61285e-008	7.81142e-021	9.61285e-008	1.85561e-058	1
11.04	4	2	7.07724e-008	4.98168e-021	7.07724e-008	1.01923e-058	1
11.06	4	2	3.81269e-008	2.01499e-021	3.81269e-008	3.0631e-059	1
11.08	4	2	2.03731e-008	8.09053e-022	2.03731e-008	9.15831e-060	1
11.09	3	1.73205	1.48471e-008	5.11247e-022	1.48471e-008	4.99809e-060	1
11.11	2	1.41421	7.8371e-009	2.03023e-022	7.8371e-009	1.48287e-060	1
11.12	1	1	5.67655e-009	1.27586e-022	5.67655e-009	8.06149e-061	1
11.14	1	1	2.95996e-009	5.01103e-023	2.95996e-009	2.37335e-061	1
11.16	6	2.44949	1.53089e-009	1.9537e-023	1.53089e-009	6.95137e-062	1
11.17	4	2	1.09761e-009	1.21654e-023	1.09761e-009	3.7548e-062	1
11.19	4	2	5.60783e-010	4.69099e-024	5.60783e-010	1.09129e-062	1
11.2	3	1.73205	3.99614e-010	2.90494e-024	3.99614e-010	5.87193e-063	1
11.22	6	2.44949	2.01686e-010	1.10787e-024	2.01686e-010	1.69349e-063	1
11.23	6	2.44949	1.42845e-010	6.82283e-025	1.42845e-010	9.07703e-064	1
11.25	3	1.73205	7.12177e-011	2.5735e-025	7.12177e-011	2.59771e-064	1
11.27	5	2.23607	3.52184e-011	9.63586e-026	3.52184e-011	7.39607e-065	1
11.28	3	1.73205	2.46906e-011	5.87998e-026	2.46906e-011	3.93884e-065	1
11.3	1	1	1.20615e-011	2.17747e-026	1.20615e-011	1.11282e-065	1
11.31	4	2	8.40441e-012	1.32143e-026	8.40441e-012	5.90356e-066	1
11.33	2	1.41421	4.05569e-012	4.83981e-027	4.05569e-012	1.65507e-066	1
11.34	3	1.73205	2.80876e-012	2.92095e-027	2.80876e-012	8.74638e-067	1
11.36	1	1	1.33893e-012	1.05808e-027	1.33893e-012	2.43319e-067	1
11.38	6	2.44949	6.33085e-013	3.80472e-028	6.33085e-013	6.73422e-068	1
11.39	1	1	4.33996e-013	2.27524e-028	4.33996e-013	3.53594e-068	1
11.41	5	2.23607	2.02711e-013	8.09168e-029	2.02711e-013	9.71096e-069	1
11.42	4	2	1.38116e-013	4.81224e-029	1.38116e-013	5.07928e-069	1
11.44	3	1.73205	6.37268e-014	1.69266e-029	6.37268e-014	1.38422e-069	1
11.46	1	1	2.91648e-014	5.91015e-030	2.91648e-014	3.75295e-070	1
11.47	6	2.44949	1.96698e-014	3.48269e-030	1.96698e-014	1.95037e-070	1
11.49	3	1.73205	8.8925e-015	1.20269e-030	8.8925e-015	5.24723e-071	1
11.5	2	1.41421	5.96085e-015	7.04816e-031	5.96085e-015	2.71642e-071	1
11.52	4	2	2.66208e-015	2.40727e-031	2.66208e-015	7.25197e-072	1
11.53	6	2.44949	1.77357e-015	1.40298e-031	1.77357e-015	3.73979e-072	1
11.55	1	1	7.82436e-016	4.73925e-032	7.82436e-016	9.9072e-073	1
