# exported by fityk 0.8.7
#6-EdelStahl:x	6-EdelStahl:y	6-EdelStahl:s	6-EdelStahl:F(x)	6-EdelStahl:%_1(x)	6-EdelStahl:%_2(x)	6-EdelStahl:%_4(x)	6-EdelStahl:a
6.25	2505	50.05	2418.58	2418.47	0.113512	9.92118e-014	1
6.27	2390	48.8876	2507.96	2507.79	0.168261	6.18178e-014	1
6.28	2708	52.0384	2547.57	2547.36	0.204115	4.87363e-014	1
6.3	2530	50.2991	2615.69	2615.39	0.298193	3.02173e-014	1
6.31	2694	51.9038	2643.89	2643.53	0.35911	2.37641e-014	1
6.33	2765	52.5833	2687.86	2687.35	0.517045	1.46615e-014	1
6.35	2981	54.5985	2714.64	2713.9	0.73725	9.01585e-015	1
6.36	2539	50.3885	2721.4	2720.52	0.877157	7.06129e-015	1
6.38	2770	52.6308	2721.53	2720.3	1.23266	4.32081e-015	1
6.39	2808	52.9906	2714.91	2713.45	1.45595	3.37574e-015	1
6.41	2771	52.6403	2688.47	2686.46	2.01646	2.05543e-015	1
6.42	2788	52.8015	2668.81	2666.45	2.36445	1.60189e-015	1
6.44	2503	50.03	2617.11	2613.88	3.22741	9.7056e-016	1
6.46	2768	52.6118	2549.83	2545.47	4.36277	5.86111e-016	1
6.47	2689	51.8556	2510.77	2505.72	5.05401	4.54907e-016	1
6.49	2329	48.2597	2422.8	2416.07	6.73323	2.73359e-016	1
6.5	2465	49.6488	2374.32	2366.58	7.74349	2.11642e-016	1
6.52	2156	46.4327	2269.56	2259.39	10.1672	1.26552e-016	1
6.54	2275	47.697	2156.07	2142.85	13.2207	7.54227e-017	1
6.55	2133	46.1844	2096.71	2081.69	15.0211	5.81544e-017	1
6.57	2035	45.111	1974.09	1954.84	19.25	3.44882e-017	1
6.58	1931	43.9431	1911.36	1889.65	21.7128	2.65264e-017	1
6.6	2033	45.0888	1784.42	1756.99	27.4237	1.56538e-017	1
6.61	1513	38.8973	1720.72	1690.01	30.7079	1.20103e-017	1
6.63	1567	39.5854	1594.09	1555.87	38.2242	7.05261e-018	1
6.65	1426	37.7624	1470.05	1422.93	47.1207	4.12776e-018	1
6.66	1361	36.8917	1409.55	1357.42	52.1277	3.15399e-018	1
6.68	1233	35.1141	1292.53	1229.2	63.3317	1.83687e-018	1
6.69	1127	33.5708	1236.36	1166.81	69.5532	1.40008e-018	1
6.71	1102	33.1964	1129.45	1046.17	83.2815	8.11379e-019	1
6.73	1031	32.1092	1030.58	931.819	98.7566	4.68668e-019	1
6.74	934	30.5614	984.395	877.245	107.151	3.55754e-019	1
6.76	940	30.6594	898.878	773.653	125.225	2.04477e-019	1
6.77	800	28.2843	859.623	724.74	134.883	1.5483e-019	1
6.79	791	28.1247	788.209	632.852	155.358	8.85533e-020	1
6.8	709	26.6271	756.036	589.909	166.127	6.68872e-020	1
6.82	691	26.2869	698.613	510.034	188.579	3.80667e-020	1
6.84	636	25.219	650.068	438.069	211.998	2.15932e-020	1
6.85	704	26.533	628.945	404.984	223.961	1.6243e-020	1
6.87	518	22.7596	592.546	344.41	248.136	9.16838e-021	1
6.88	582	24.1247	577.061	316.824	260.237	6.87969e-021	1
6.9	538	23.1948	550.94	266.778	284.162	3.8641e-021	1
6.91	552	23.4947	540.055	244.197	295.858	2.89236e-021	1
6.93	574	23.9583	521.985	203.595	318.39	1.61653e-021	1
6.95	538	23.1948	507.954	168.625	339.329	9.00508e-022	1
6.96	525	22.9129	502.119	153.082	349.037	6.71278e-022	1
6.98	516	22.7156	492.154	125.538	366.616	3.72099e-022	1
6.99	507	22.5167	487.773	113.403	374.37	2.76694e-022	1
7.01	532	23.0651	479.624	92.0805	387.543	1.52619e-022	1
7.03	436	20.8806	471.58	74.2748	397.306	8.39052e-023	1
7.04	482	21.9545	467.361	66.543	400.818	6.21358e-023	1
7.06	440	20.9762	458.123	53.146	404.977	3.39919e-023	1
7.07	474	21.7715	452.972	47.3782	405.594	2.51105e-023	1
7.09	407	20.1742	441.348	37.4663	403.881	1.36691e-023	1
7.1	484	22	434.799	33.235	401.564	1.00728e-023	1
7.12	388	19.6977	420.113	26.0228	394.09	5.45618e-024	1
7.14	395	19.8746	403.262	20.2414	383.021	2.94577e-024	1
7.15	387	19.6723	394.039	17.8077	376.232	2.16181e-024	1
7.17	371	19.2614	374.095	13.7147	360.38	1.1614e-024	1
7.18	374	19.3391	363.432	12.0061	351.426	8.50208e-025	1
7.2	314	17.72	340.911	9.15539	331.755	4.54509e-025	1
7.22	350	18.7083	317.097	6.93556	310.161	2.42175e-025	1
7.23	309	17.5784	304.83	6.02154	298.808	1.76557e-025	1
7.25	268	16.3707	279.839	4.51655	275.322	9.36107e-026	1
7.26	295	17.1756	267.223	3.90193	263.321	6.80783e-026	1
7.28	210	14.4914	242.016	2.89783	239.118	3.59172e-026	1
7.29	220	14.8324	229.528	2.49111	227.037	2.60563e-026	1
7.31	193	13.8924	205.022	1.83181	203.19	1.36792e-026	1
7.33	187	13.6748	181.43	1.33813	180.092	7.15777e-027	1
7.34	193	13.8924	170.072	1.14086	168.932	5.1713e-027	1
7.36	142	11.9164	148.39	0.825167	147.564	2.69259e-027	1
7.37	133	11.5326	138.116	0.700038	137.416	1.94052e-027	1
7.39	123	11.0905	118.802	0.501334	118.301	1.00541e-027	1
7.41	106	10.2956	101.217	0.356667	100.861	5.19202e-028	1
7.42	88	9.38083	93.0919	0.300092	92.7918	3.72646e-028	1
7.44	82	9.05539	78.1807	0.21139	77.9693	1.91489e-028	1
7.45	61	7.81025	71.3885	0.176979	71.2116	1.37098e-028	1
7.47	49	7	59.0951	0.123437	58.9717	7.01023e-029	1
7.48	48	6.9282	53.5728	0.102833	53.4699	5.00664e-029	1
7.5	41	6.40312	43.7107	0.071015	43.6397	2.54742e-029	1
7.52	34	5.83095	35.3214	0.0487189	35.2727	1.29189e-029	1
7.53	40	6.32456	31.6366	0.0402527	31.5964	9.18862e-030	1
7.55	28	5.2915	25.1968	0.0273425	25.1695	4.63691e-030	1
7.56	25	5	22.4051	0.0224793	22.3827	3.28988e-030	1
7.58	28	5.2915	17.5873	0.0151188	17.5722	1.65201e-030	1
7.6	15	3.87298	13.6725	0.0101015	13.6624	8.26823e-031	1
7.61	14	3.74166	12.0115	0.00823647	12.0032	5.8422e-031	1
7.63	8	2.82843	9.20311	0.00544881	9.19766	2.90959e-031	1
7.64	10	3.16228	8.0265	0.00442084	8.02208	2.05079e-031	1
7.66	4	2	6.06112	0.00289574	6.05822	1.01632e-031	1
7.67	6	2.44949	5.24792	0.00233782	5.24559	7.14575e-032	1
7.69	7	2.64575	3.90571	0.00151621	3.90419	3.52379e-032	1
7.71	10	3.16228	2.87873	0.000976873	2.87776	1.73197e-032	1
7.72	4	2	2.46248	0.00078217	2.4617	1.21275e-032	1
7.74	3	1.73205	1.78878	0.000498969	1.78829	5.93137e-033	1
7.75	5	2.23607	1.51905	0.000397543	1.51865	4.14296e-033	1
7.77	3	1.73205	1.08752	0.000251102	1.08727	2.01627e-033	1
7.79	5	2.23607	0.771068	0.000157561	0.770911	9.78042e-034	1
7.8	5	2.23607	0.646905	0.0001245	0.64678	6.80338e-034	1
7.82	4	2	0.452039	7.735e-005	0.451962	3.28387e-034	1
7.83	3	1.73205	0.376499	6.08176e-005	0.376438	2.27867e-034	1
7.85	5	2.23607	0.259287	3.74123e-005	0.259249	1.09445e-034	1
7.86	3	1.73205	0.214392	2.92705e-005	0.214363	7.5756e-035	1
7.88	1	1	0.145514	1.78283e-005	0.145496	3.62065e-035	1
7.9	6	2.44949	0.0978111	1.07875e-005	0.0978003	1.72474e-035	1
7.91	2	1.41421	0.0799005	8.37043e-006	0.0798921	1.18893e-035	1
7.93	5	2.23607	0.0529313	5.01477e-006	0.0529262	5.63572e-036	1
7.94	3	1.73205	0.0429253	3.87192e-006	0.0429214	3.87533e-036	1
7.96	7	2.64575	0.0280256	2.29681e-006	0.0280233	1.82791e-036	1
7.97	5	2.23607	0.022563	1.7646e-006	0.0225612	1.25384e-036	1
7.99	5	2.23607	0.0145184	1.03643e-006	0.0145173	5.88493e-037	1
8.01	6	2.44949	0.00925179	6.04728e-007	0.00925119	2.75302e-037	1
8.02	1	1	0.00735868	4.60781e-007	0.00735821	1.88065e-037	1
8.04	4	2	0.00462154	2.66201e-007	0.00462127	8.75448e-038	1
8.05	4	2	0.00364922	2.01833e-007	0.00364902	5.96562e-038	1
8.07	7	2.64575	0.00225874	1.15452e-007	0.00225862	2.76332e-038	1
8.09	3	1.73205	0.00138458	6.56058e-008	0.00138451	1.27578e-038	1
8.1	2	1.41421	0.0010801	4.93328e-008	0.00108005	8.65792e-039	1
8.12	4	2	0.000652522	2.77568e-008	0.000652494	3.97752e-039	1
8.13	2	1.41421	0.000505336	2.07687e-008	0.000505315	2.69263e-039	1
8.15	5	2.23607	0.000300878	1.15701e-008	0.000300866	1.23092e-039	1
8.16	0	1	0.000231321	8.61442e-009	0.000231312	8.31226e-040	1
8.18	6	2.44949	0.000135739	4.7517e-009	0.000135734	3.78117e-040	1
8.2	5	2.23607	7.88822e-005	2.60376e-009	7.88795e-005	1.71436e-040	1
8.21	3	1.73205	5.99151e-005	1.92265e-009	5.99131e-005	1.15293e-040	1
8.23	7	2.64575	3.43155e-005	1.04315e-009	3.43144e-005	5.20156e-041	1
8.24	4	2	2.58754e-005	7.66468e-010	2.58746e-005	3.48949e-041	1
8.26	3	1.73205	1.46056e-005	4.11751e-010	1.46052e-005	1.56655e-041	1
8.28	2	1.41421	8.16465e-006	2.19738e-010	8.16443e-006	7.00968e-042	1
8.29	4	2	6.08228e-006	1.60127e-010	6.08212e-006	4.68315e-042	1
8.31	6	2.44949	3.35092e-006	8.46114e-011	3.35083e-006	2.08518e-042	1
8.32	3	1.73205	2.47818e-006	6.13528e-011	2.47811e-006	1.38967e-042	1
8.34	5	2.23607	1.34558e-006	3.20992e-011	1.34554e-006	6.15703e-043	1
8.35	3	1.73205	9.87907e-007	2.31604e-011	9.87884e-007	4.09322e-043	1
8.37	2	1.41421	5.28654e-007	1.19978e-011	5.28642e-007	1.80459e-043	1
8.39	1	1	2.80164e-007	6.17423e-012	2.80158e-007	7.9298e-044	1
8.4	1	1	2.03213e-007	4.41823e-012	2.03209e-007	5.2501e-044	1
8.42	2	1.41421	1.06138e-007	2.25126e-012	1.06136e-007	2.29564e-044	1
8.43	9	3	7.64278e-008	1.60301e-012	7.64262e-008	1.51613e-044	1
8.45	2	1.41421	3.93414e-008	8.08739e-013	3.93406e-008	6.5967e-045	1
8.47	1	1	2.00555e-008	4.05331e-013	2.00551e-008	2.8608e-045	1
8.48	6	2.44949	1.42674e-008	2.86242e-013	1.42671e-008	1.88161e-045	1
8.5	5	2.23607	7.16818e-009	1.42046e-013	7.16804e-009	8.11978e-046	1
8.51	2	1.41421	5.06244e-009	9.9816e-014	5.06234e-009	5.32739e-046	1
8.53	5	2.23607	2.5067e-009	4.90444e-014	2.50665e-009	2.28761e-046	1
8.54	5	2.23607	1.75749e-009	3.42932e-014	1.75746e-009	1.4972e-046	1
8.56	4	2	8.57657e-010	1.66837e-014	8.5764e-010	6.39735e-047	1
8.58	2	1.41421	4.14496e-010	8.06317e-015	4.14488e-010	2.72453e-047	1
8.59	7	2.64575	2.87106e-010	5.5916e-015	2.87101e-010	1.77582e-047	1
8.61	4	2	1.3675e-010	2.67574e-015	1.36748e-010	7.52564e-048	1
8.62	6	2.44949	9.40352e-011	1.84638e-015	9.40334e-011	4.89304e-048	1
8.64	5	2.23607	4.41423e-011	8.74829e-016	4.41414e-011	2.06337e-048	1
8.66	2	1.41421	2.05213e-011	4.1177e-016	2.05209e-011	8.6725e-049	1
8.67	2	1.41421	1.39412e-011	2.81802e-016	1.39409e-011	5.61554e-049	1
8.69	3	1.73205	6.38746e-012	1.31332e-016	6.38733e-012	2.34862e-049	1
8.7	1	1	4.30787e-012	8.94349e-017	4.30778e-012	1.517e-049	1
8.72	3	1.73205	1.94522e-012	4.12693e-017	1.94518e-012	6.31336e-050	1
8.73	1	1	1.3024e-012	2.79647e-017	1.30237e-012	4.06782e-050	1
8.75	3	1.73205	5.79601e-013	1.27769e-017	5.79589e-013	1.68457e-050	1
8.77	6	2.44949	2.55448e-013	5.79922e-018	2.55442e-013	6.95325e-051	1
8.78	1	1	1.68969e-013	3.89731e-018	1.68965e-013	4.4617e-051	1
8.8	1	1	7.33936e-014	1.75147e-018	7.33919e-014	1.83253e-051	1
8.81	2	1.41421	4.81952e-014	1.17124e-018	4.8194e-014	1.17298e-051	1
8.83	0	1	2.06316e-014	5.21169e-019	2.06311e-014	4.79397e-052	1
8.85	1	1	8.7468e-015	2.30378e-019	8.74657e-015	1.95285e-052	1
8.86	3	1.73205	5.67449e-015	1.5279e-019	5.67434e-015	1.24486e-052	1
8.88	5	2.23607	2.37094e-015	6.68733e-020	2.37088e-015	5.04602e-053	1
8.89	1	1	1.527e-015	4.41321e-020	1.52695e-015	3.20868e-053	1
8.91	0	1	6.28799e-016	1.91252e-020	6.2878e-016	1.29422e-053	1
8.92	4	2	4.02039e-016	1.2559e-020	4.02026e-016	8.20942e-054	1
8.94	6	2.44949	1.63162e-016	5.38889e-021	1.63157e-016	3.29494e-054	1
8.96	2	1.41421	6.5578e-017	2.29707e-021	6.55757e-017	1.31811e-054	1
8.97	2	1.41421	4.14235e-017	1.49601e-021	4.1422e-017	8.32662e-055	1
8.99	3	1.73205	1.64083e-017	6.31399e-022	1.64077e-017	3.31457e-055	1
9	1	1	1.02895e-017	4.09178e-022	1.02891e-017	2.08867e-055	1
9.02	1	1	4.01688e-018	1.70992e-022	4.01671e-018	8.27337e-056	1
9.03	1	1	2.50067e-018	1.10263e-022	2.50056e-018	5.20058e-056	1
9.05	5	2.23607	9.62124e-019	4.56235e-023	9.62079e-019	2.04983e-056	1
9.07	2	1.41421	3.666e-019	1.87532e-023	3.66581e-019	8.05292e-057	1
9.08	0	1	2.25472e-019	1.19934e-023	2.2546e-019	5.04121e-057	1
9.1	0	1	8.46706e-020	4.88118e-024	8.46657e-020	1.97071e-057	1
9.11	2	1.41421	5.16978e-020	3.10627e-024	5.16947e-020	1.23064e-057	1
9.13	1	1	1.91334e-020	1.25174e-024	1.91321e-020	4.78712e-058	1
9.15	2	1.41421	7.01289e-021	5.01095e-025	7.01238e-021	1.85604e-058	1
9.16	2	1.41421	4.23028e-021	3.16261e-025	4.22996e-021	1.15427e-058	1
9.18	1	1	1.52811e-021	1.25356e-025	1.52798e-021	4.45319e-059	1
9.19	2	1.41421	9.15094e-022	7.87262e-026	9.15016e-022	2.7626e-059	1
9.21	3	1.73205	3.25784e-022	3.08968e-026	3.25753e-022	1.06057e-059	1
9.22	1	1	1.93679e-022	1.93078e-026	1.93659e-022	6.56312e-060	1
9.24	2	1.41421	6.79556e-023	7.50278e-027	6.79481e-023	2.50717e-060	1
9.26	3	1.73205	2.36132e-023	2.89628e-027	2.36103e-023	9.54611e-061	1
9.27	2	1.41421	1.38688e-023	1.79503e-027	1.38671e-023	5.88317e-061	1
9.29	1	1	4.74953e-024	6.86095e-028	4.74884e-024	2.22899e-061	1
9.3	4	2	2.76933e-024	4.23121e-028	2.76891e-024	1.37031e-061	1
9.32	3	1.73205	9.34686e-025	1.60129e-028	9.34526e-025	5.16617e-062	1
9.34	6	2.44949	3.12423e-025	6.02014e-029	3.12363e-025	1.94128e-062	1
9.35	3	1.73205	1.79971e-025	3.68212e-029	1.79934e-025	1.18853e-062	1
9.37	4	2	5.92871e-026	1.37066e-029	5.92734e-026	4.4441e-063	1
9.38	3	1.73205	3.39047e-026	8.34194e-030	3.38964e-026	2.71415e-063	1
9.4	3	1.73205	1.10078e-026	3.07462e-030	1.10047e-026	1.00986e-063	1
9.41	2	1.41421	6.24943e-027	1.86199e-030	6.24757e-027	6.1523e-064	1
9.43	4	2	1.99969e-027	6.79511e-031	1.99901e-027	2.27781e-064	1
9.45	1	1	6.33686e-028	2.46346e-031	6.3344e-028	8.40558e-065	1
9.46	4	2	3.55427e-028	1.4796e-031	3.5528e-028	5.09983e-065	1
9.48	1	1	1.11006e-028	5.31111e-032	1.10953e-028	1.87266e-065	1
9.49	0	1	6.18111e-029	3.17417e-032	6.17793e-029	1.13338e-065	1
9.51	1	1	1.9026e-029	1.12815e-032	1.90148e-029	4.14125e-066	1
9.53	0	1	5.79993e-030	3.98322e-033	5.79594e-030	1.5082e-066	1
9.54	2	1.41421	3.19067e-030	2.36097e-033	3.18831e-030	9.09044e-067	1
9.56	3	1.73205	9.58621e-031	8.25377e-034	9.57795e-031	3.29431e-067	1
9.57	2	1.41421	5.23543e-031	4.86806e-034	5.23056e-031	1.9807e-067	1
9.59	4	2	1.55029e-031	1.68504e-034	1.5486e-031	7.14253e-068	1
9.6	1	1	8.40555e-032	9.88923e-035	8.39566e-032	4.28384e-068	1
9.62	1	1	2.45315e-032	3.38932e-035	2.44976e-032	1.53716e-068	1
9.64	1	1	7.09067e-033	1.15396e-035	7.07913e-033	5.49765e-069	1
9.65	4	2	3.79836e-033	6.71668e-036	3.79164e-033	3.28374e-069	1
9.67	6	2.44949	1.08211e-033	2.26427e-036	1.07985e-033	1.16864e-069	1
9.68	4	2	5.75492e-034	1.31141e-036	5.7418e-034	6.96303e-070	1
9.7	3	1.73205	1.61599e-034	4.3773e-037	1.61161e-034	2.46583e-070	1
9.72	3	1.73205	4.49433e-035	1.45145e-037	4.47982e-035	8.70355e-071	1
9.73	1	1	2.36165e-035	8.3373e-038	2.35331e-035	5.16448e-071	1
9.75	0	1	6.47436e-036	2.73726e-038	6.44699e-036	1.8139e-071	1
9.76	4	2	3.37778e-036	1.56454e-038	3.36214e-036	1.07367e-071	1
9.78	3	1.73205	9.12847e-037	5.08595e-039	9.07761e-037	3.75243e-072	1
9.79	2	1.41421	4.72862e-037	2.8926e-039	4.69969e-037	2.21563e-072	1
9.81	3	1.73205	1.25987e-037	9.31041e-040	1.25056e-037	7.70533e-073	1
9.83	0	1	3.3253e-038	2.977e-040	3.29553e-038	2.67089e-073	1
9.84	2	1.41421	1.7024e-038	1.67922e-040	1.6856e-038	1.57055e-073	1
9.86	2	1.41421	4.43095e-039	5.31632e-041	4.37779e-039	5.41712e-074	1
9.87	2	1.41421	2.25276e-039	2.98392e-041	2.22292e-039	3.17754e-074	1
9.89	2	1.41421	5.78342e-040	9.35373e-042	5.68988e-040	1.09059e-074	1
9.91	3	1.73205	1.47147e-040	2.91281e-042	1.44234e-040	3.73081e-075	1
9.92	2	1.41421	7.39765e-041	1.62144e-042	7.23551e-041	2.1794e-075	1
9.94	2	1.41421	1.85763e-041	4.99945e-043	1.80764e-041	7.41876e-076	1
9.95	2	1.41421	9.27921e-042	2.76922e-043	9.00229e-042	4.32307e-076	1
9.97	2	1.41421	2.30108e-042	8.45422e-044	2.21654e-042	1.46434e-076	1
9.98	2	1.41421	1.14246e-042	4.65967e-044	1.09586e-042	8.51193e-077	1
10	2	1.41421	2.80008e-043	1.40853e-044	2.65923e-043	2.869e-077	1
10.02	6	2.44949	6.81357e-044	4.22967e-045	6.39061e-044	9.63832e-078	1
10.03	4	2	3.35265e-044	2.31207e-045	3.12144e-044	5.57957e-078	1
10.05	4	2	8.08043e-045	6.8744e-046	7.39299e-045	1.8652e-078	1
10.06	3	1.73205	3.95878e-045	3.73918e-046	3.58486e-045	1.07709e-078	1
10.08	5	2.23607	9.46868e-046	1.10079e-046	8.36789e-046	3.58286e-079	1
10.1	5	2.23607	2.25633e-046	3.21931e-047	1.9344e-046	1.1879e-079	1
10.11	5	2.23607	1.10035e-046	1.73667e-047	9.2668e-047	6.83149e-080	1
10.13	1	1	2.61413e-047	5.02885e-048	2.11124e-047	2.25381e-080	1
10.14	2	1.41421	1.27401e-047	2.69941e-048	1.00407e-047	1.29295e-080	1
10.16	2	1.41421	3.02845e-048	7.73956e-049	2.25449e-048	4.2446e-081	1
10.17	8	2.82843	1.47781e-048	4.13393e-049	1.06442e-048	2.429e-081	1
10.19	7	2.64575	3.52903e-049	1.17356e-049	2.35547e-049	7.93483e-082	1
10.21	4	2	8.47174e-050	3.3096e-050	5.16214e-050	2.58354e-082	1
10.22	7	2.64575	4.16104e-050	1.75321e-050	2.40783e-050	1.47238e-082	1
10.24	0	1	1.00962e-050	4.89553e-051	5.20063e-051	4.77036e-083	1
10.25	4	2	4.9887e-051	2.58051e-051	2.40819e-051	2.71194e-083	1
10.27	7	2.64575	1.22608e-051	7.13454e-052	5.12625e-052	8.74312e-084	1
10.28	4	2	6.09867e-052	3.74213e-052	2.35654e-052	4.95819e-084	1
10.3	5	2.23607	1.51879e-052	1.02441e-052	4.94381e-053	1.59061e-084	1
10.32	4	2	3.813e-053	2.78584e-053	1.02715e-053	5.08594e-085	1
10.33	3	1.73205	1.91567e-053	1.44918e-053	4.6649e-054	2.87236e-085	1
10.35	4	2	4.85731e-054	3.90211e-054	9.55201e-055	9.13907e-086	1
10.36	5	2.23607	2.45048e-054	2.01982e-054	4.30666e-055	5.14869e-086	1
10.38	5	2.23607	6.25409e-055	5.38498e-055	8.69104e-056	1.6301e-086	1
10.4	4	2	1.59991e-055	1.42622e-055	1.73696e-056	5.14397e-087	1
10.41	2	1.41421	8.09536e-056	7.32167e-056	7.7369e-057	2.88606e-087	1
10.43	4	2	2.07241e-056	1.92002e-056	1.52392e-057	9.06243e-088	1
10.44	3	1.73205	1.04818e-056	9.80794e-057	6.73876e-058	5.07198e-088	1
10.46	6	2.44949	2.67746e-057	2.54664e-057	1.30814e-058	1.58479e-088	1
10.47	4	2	1.35188e-057	1.29445e-057	5.74264e-059	8.84771e-089	1
10.49	2	1.41421	3.43777e-058	3.32791e-058	1.09866e-059	2.75092e-089	1
10.51	3	1.73205	8.7075e-059	8.49934e-059	2.08163e-060	8.52499e-090	1
10.52	4	2	4.37494e-059	4.28466e-059	9.02804e-061	4.73986e-090	1
10.54	3	1.73205	1.10035e-059	1.08349e-059	1.68582e-061	1.46162e-090	1
10.55	3	1.73205	5.50761e-060	5.43503e-060	7.25838e-062	8.1065e-091	1
10.57	1	1	1.37419e-060	1.36083e-060	1.33578e-062	2.48747e-091	1
10.59	3	1.73205	3.40918e-061	3.38483e-061	2.43455e-063	7.60764e-092	1
10.6	4	2	1.6943e-061	1.68394e-061	1.03557e-063	4.20204e-092	1
10.62	2	1.41421	4.16578e-062	4.14718e-062	1.86012e-064	1.27881e-092	1
10.63	2	1.41421	2.06086e-062	2.05301e-062	7.85491e-065	7.04601e-093	1
10.65	3	1.73205	5.02014e-063	5.00623e-063	1.39053e-065	2.13375e-093	1
10.66	2	1.41421	2.47184e-063	2.46601e-063	5.82936e-066	1.17275e-093	1
10.68	3	1.73205	5.96419e-064	5.95402e-064	1.01704e-066	3.53396e-094	1
10.7	2	1.41421	1.42984e-064	1.42809e-064	1.75729e-067	1.06141e-094	1
10.71	2	1.41421	6.98399e-065	6.97671e-065	7.27806e-068	5.80978e-095	1
10.73	1	1	1.65811e-065	1.65688e-065	1.23936e-068	1.73635e-095	1
10.74	3	1.73205	8.05949e-066	8.05439e-066	5.09577e-069	9.48066e-096	1
10.76	0	1	1.8948e-066	1.89394e-066	8.55209e-070	2.81948e-096	1
10.78	3	1.73205	4.42556e-067	4.42414e-067	1.42141e-070	8.35737e-097	1
10.79	3	1.73205	2.13354e-067	2.13297e-067	5.77382e-071	4.54447e-097	1
10.81	2	1.41421	4.93429e-068	4.93334e-068	9.4578e-072	1.34041e-097	1
10.82	2	1.41421	2.36708e-068	2.3667e-068	3.81393e-072	7.27071e-098	1
10.84	4	2	5.42056e-069	5.41995e-069	6.15713e-073	2.13395e-098	1
10.85	1	1	2.58753e-069	2.58728e-069	2.46491e-073	1.15465e-098	1
10.87	7	2.64575	5.86704e-070	5.86665e-070	3.92179e-074	3.3722e-099	1
10.89	2	1.41421	1.32156e-070	1.32149e-070	6.17952e-075	9.8162e-100	1
10.9	4	2	6.25667e-071	6.25643e-071	2.44404e-075	5.28959e-100	1
10.92	0	1	1.39543e-071	1.39539e-071	3.7954e-076	1.53217e-100	1
10.93	4	2	6.57377e-072	6.57362e-072	1.49022e-076	8.23592e-101	1
10.95	3	1.73205	1.4517e-072	1.45167e-072	2.28076e-077	2.37383e-101	1
10.97	2	1.41421	3.18469e-073	3.18465e-073	3.45694e-078	6.81957e-102	1
10.98	1	1	1.48794e-073	1.48793e-073	1.34097e-078	3.65068e-102	1
11	4	2	3.23201e-074	3.23199e-074	2.00314e-079	1.0436e-102	1
11.01	6	2.44949	1.50259e-074	1.50258e-074	7.71394e-080	5.57287e-103	1
11.03	5	2.23607	3.23163e-075	3.23162e-075	1.13566e-080	1.58524e-103	1
11.04	1	1	1.49498e-075	1.49498e-075	4.34162e-081	8.44432e-104	1
11.06	6	2.44949	3.18355e-076	3.18354e-076	6.29943e-082	2.39019e-104	1
11.08	12	3.4641	6.73469e-077	6.73468e-077	9.05183e-083	6.74327e-105	1
11.09	5	2.23607	3.0899e-077	3.08989e-077	3.4188e-083	3.57728e-105	1
11.11	5	2.23607	6.47208e-078	6.47208e-078	4.84159e-084	1.00426e-105	1
11.12	2	1.41421	2.95473e-078	2.95473e-078	1.81537e-084	5.31439e-106	1
11.14	4	2	6.12791e-079	6.12791e-079	2.53371e-085	1.48456e-106	1
11.16	2	1.41421	1.26251e-079	1.26251e-079	3.50216e-086	4.13345e-107	1
11.17	8	2.82843	5.71639e-080	5.71639e-080	1.29731e-086	2.17838e-107	1
11.19	5	2.23607	1.16611e-080	1.16611e-080	1.76727e-087	6.03534e-108	1
11.2	7	2.64575	5.25379e-081	5.25379e-081	6.49906e-088	3.17285e-108	1
11.22	5	2.23607	1.06117e-081	1.06117e-081	8.72542e-089	8.74725e-109	1
11.23	0	1	4.75736e-082	4.75736e-082	3.18547e-089	4.58718e-109	1
11.25	9	3	9.51421e-083	9.51421e-083	4.21492e-090	1.25841e-109	1
11.27	3	1.73205	1.89021e-083	1.89021e-083	5.52318e-091	3.44085e-110	1
11.28	5	2.23607	8.4043e-084	8.4043e-084	1.99209e-091	1.79702e-110	1
11.3	3	1.73205	1.65323e-084	1.65323e-084	2.5727e-092	4.88935e-111	1
11.31	6	2.44949	7.31427e-085	7.31427e-085	9.21188e-093	2.5472e-111	1
11.33	2	1.41421	1.42461e-085	1.42461e-085	1.17248e-093	6.8963e-112	1
11.34	1	1	6.27166e-086	6.27166e-086	4.16778e-094	3.5839e-112	1
11.36	5	2.23607	1.20949e-086	1.20949e-086	5.22808e-095	9.65521e-113	1
11.38	3	1.73205	2.31713e-087	2.31713e-087	6.49478e-096	2.59261e-113	1
11.39	6	2.44949	1.01169e-087	1.01169e-087	2.28084e-096	1.3418e-113	1
11.41	2	1.41421	1.91908e-088	1.91908e-088	2.79253e-097	3.58523e-114	1
11.42	2	1.41421	8.33754e-089	8.33754e-089	9.73571e-098	1.85095e-114	1
11.44	4	2	1.56594e-089	1.56594e-089	1.17476e-098	4.92128e-115	1
11.46	5	2.23607	2.92175e-090	2.92175e-090	1.40383e-099	1.30416e-115	1
11.47	5	2.23607	1.25893e-090	1.25893e-090	4.83522e-100	6.70532e-116	1
11.49	4	2	2.32574e-091	2.32574e-091	5.69457e-101	1.76818e-116	1
11.5	3	1.73205	9.97163e-092	9.97163e-092	1.94717e-101	9.06863e-117	1
11.52	1	1	1.82399e-092	1.82399e-092	2.2601e-102	2.37959e-117	1
11.53	0	1	7.78168e-093	7.78168e-093	7.67199e-103	1.21743e-117	1
11.55	5	2.23607	1.40937e-093	1.40937e-093	8.77628e-104	3.17876e-118	1
11.57	1	1	2.53573e-094	2.53573e-094	9.94257e-105	8.27257e-119	1
11.58	2	1.41421	1.07292e-094	1.07292e-094	3.33436e-105	4.21498e-119	1
