# exported by fityk 0.8.7
#3-Cu:x	3-Cu:y	3-Cu:s	3-Cu:F(x)	3-Cu:%_1(x)	3-Cu:%_2(x)	3-Cu:a
6.73	58	7.61577	0.0017996	0.0017996	1.26438e-020	1
6.74	36	6	0.00226941	0.00226941	2.05947e-020	1
6.76	46	6.78233	0.00358924	0.00358924	5.4268e-020	1
6.77	49	7	0.00450145	0.00450145	8.77917e-020	1
6.79	61	7.81025	0.0070415	0.0070415	2.28194e-019	1
6.8	38	6.16441	0.00878268	0.00878268	3.66644e-019	1
6.82	48	6.9282	0.0135882	0.0135882	9.4006e-019	1
6.84	42	6.48074	0.0208697	0.0208697	2.38841e-018	1
6.85	67	8.18535	0.0257928	0.0257928	3.79402e-018	1
6.87	36	6	0.0391809	0.0391809	9.50855e-018	1
6.88	64	8	0.048158	0.048158	1.50016e-017	1
6.9	40	6.32456	0.0723549	0.0723549	3.70862e-017	1
6.91	48	6.9282	0.0884452	0.0884452	5.81119e-017	1
6.93	52	7.2111	0.131431	0.131431	1.41711e-016	1
6.95	49	7	0.193882	0.193882	3.42437e-016	1
6.96	58	7.61577	0.234836	0.234836	5.305e-016	1
6.98	38	6.16441	0.342632	0.342632	1.26452e-015	1
6.99	48	6.9282	0.412729	0.412729	1.94563e-015	1
7.01	58	7.61577	0.595598	0.595598	4.57469e-015	1
7.03	55	7.4162	0.853211	0.853211	1.06587e-014	1
7.04	57	7.54983	1.01839	1.01839	1.6214e-014	1
7.06	42	6.48074	1.44292	1.44292	3.72643e-014	1
7.07	58	7.61577	1.71282	1.71282	5.63003e-014	1
7.09	50	7.07107	2.40029	2.40029	1.27637e-013	1
7.1	63	7.93725	2.83364	2.83364	1.91524e-013	1
7.12	52	7.2111	3.92753	3.92753	4.28302e-013	1
7.14	48	6.9282	5.40395	5.40395	9.49114e-013	1
7.15	59	7.68115	6.32139	6.32139	1.40805e-012	1
7.17	70	8.3666	8.60256	8.60256	3.07784e-012	1
7.18	68	8.24621	10.0079	10.0079	4.53499e-012	1
7.2	61	7.81025	13.4704	13.4704	9.77839e-012	1
7.22	75	8.66025	17.9984	17.9984	2.08929e-011	1
7.23	63	7.93725	20.7476	20.7476	3.04355e-011	1
7.25	81	9	27.4187	27.4187	6.41466e-011	1
7.26	88	9.38083	31.4335	31.4335	9.2808e-011	1
7.28	102	10.0995	41.0861	41.0861	1.92948e-010	1
7.29	108	10.3923	46.8438	46.8438	2.77257e-010	1
7.31	107	10.3441	60.559	60.559	5.6859e-010	1
7.33	131	11.4455	77.718	77.718	1.15546e-009	1
7.34	132	11.4891	87.8008	87.8008	1.64154e-009	1
7.36	164	12.8062	111.446	111.446	3.29056e-009	1
7.37	159	12.6095	125.214	125.214	4.64295e-009	1
7.39	184	13.5647	157.197	157.197	9.18067e-009	1
7.41	240	15.4919	195.907	195.907	1.79885e-008	1
7.42	234	15.2971	218.102	218.102	2.50941e-008	1
7.44	299	17.2916	268.837	268.837	4.85014e-008	1
7.45	322	17.9444	297.653	297.653	6.71987e-008	1
7.47	376	19.3907	362.881	362.881	1.28117e-007	1
7.48	451	21.2368	399.574	399.574	1.76296e-007	1
7.5	423	20.567	481.81	481.81	3.3155e-007	1
7.52	588	24.2487	576.726	576.726	6.17867e-007	1
7.53	598	24.454	629.248	629.248	8.4059e-007	1
7.55	737	27.1477	744.972	744.972	1.54523e-006	1
7.56	832	28.8444	808.36	808.36	2.08791e-006	1
7.58	877	29.6142	946.556	946.556	3.78601e-006	1
7.6	978	31.273	1100.28	1100.28	6.80287e-006	1
7.61	1242	35.242	1183.01	1183.01	9.08789e-006	1
7.63	1237	35.171	1360.1	1360.1	1.61078e-005	1
7.64	1368	36.9865	1454.34	1454.34	2.13716e-005	1
7.66	1516	38.9358	1653.76	1653.76	3.73655e-005	1
7.67	1771	42.0833	1758.65	1758.65	4.92383e-005	1
7.69	1857	43.0929	1977.92	1977.92	8.49177e-005	1
7.71	2076	45.5631	2208.28	2208.28	0.000145122	1
7.72	2436	49.3559	2326.93	2326.93	0.000189068	1
7.74	2508	50.0799	2569.52	2569.52	0.000318725	1
7.75	2436	49.3559	2692.73	2692.73	0.000412411	1
7.77	3043	55.1634	2940.94	2940.93	0.000685788	1
7.79	2956	54.3691	3188.56	3188.56	0.00113003	1
7.8	3350	57.8792	3310.97	3310.96	0.00144562	1
7.82	3450	58.7367	3550.48	3550.48	0.00234973	1
7.83	3586	59.8832	3666.57	3666.57	0.00298548	1
7.85	3837	61.9435	3888.81	3888.8	0.00478671	1
7.86	4552	67.4685	3993.94	3993.93	0.00604038	1
7.88	3669	60.5723	4189.69	4189.68	0.0095532	1
7.9	4345	65.9166	4362.93	4362.92	0.0149718	1
7.91	4399	66.325	4440	4439.98	0.018679	1
7.93	4583	67.6979	4573.03	4573.01	0.0288762	1
7.94	4834	69.527	4628.3	4628.26	0.0357808	1
7.96	4593	67.7717	4714.84	4714.79	0.054563	1
7.97	5028	70.9084	4745.66	4745.59	0.0671488	1
7.99	4800	69.282	4781.53	4781.43	0.101006	1
8.01	4648	68.1762	4782.51	4782.36	0.150557	1
8.02	5091	71.3512	4769.87	4769.69	0.183185	1
8.04	4614	67.9264	4718.7	4718.43	0.269342	1
8.05	4643	68.1396	4680.45	4680.13	0.325481	1
8.07	4859	69.7065	4579.67	4579.2	0.472063	1
8.09	4617	67.9485	4448.4	4447.72	0.678446	1
8.1	4520	67.2309	4372.18	4371.37	0.810566	1
8.12	4881	69.8642	4200.56	4199.41	1.14912	1
8.13	3780	61.4817	4106.05	4104.69	1.36354	1
8.15	4029	63.4744	3902.01	3900.1	1.90681	1
8.16	3903	62.474	3793.47	3791.23	2.2472	1
8.18	3872	62.2254	3565.96	3562.86	3.09986	1
8.2	3410	58.3952	3328.03	3323.8	4.23724	1
8.21	3084	55.5338	3206.47	3201.53	4.93707	1
8.23	3154	56.1605	2960.7	2954.05	6.65689	1
8.24	2736	52.3068	2837.48	2829.78	7.7035	1
8.26	2621	51.1957	2592.72	2582.47	10.2459	1
8.28	2470	49.6991	2353.07	2339.56	13.5038	1
8.29	2182	46.7119	2236.15	2220.7	15.4499	1
8.31	2117	46.0109	2009.9	1989.82	20.0859	1
8.32	1817	42.6263	1901.19	1878.37	22.8239	1
8.34	1677	40.9512	1693.94	1664.67	29.2697	1
8.35	1535	39.1791	1595.84	1562.81	33.0329	1
8.37	1368	36.9865	1411.65	1369.86	41.7866	1
8.39	1033	32.1403	1244.35	1191.97	52.3802	1
8.4	1066	32.6497	1167.27	1108.83	58.445	1
8.42	1019	31.9218	1026.54	954.276	72.2669	1
8.43	870	29.4958	962.931	882.846	80.085	1
8.45	867	29.4449	849.163	751.483	97.6797	1
8.47	683	26.1343	753.053	634.994	118.059	1
8.48	681	26.096	711.453	582.104	129.349	1
8.5	615	24.7992	640.703	486.491	154.212	1
8.51	595	24.3926	611.332	443.525	167.807	1
8.53	576	24	563.966	366.62	197.346	1
8.54	475	21.7945	545.689	332.408	213.281	1
8.56	470	21.6795	519.183	271.765	247.418	1
8.58	509	22.561	504.977	220.562	284.414	1
8.59	526	22.9347	502.053	198.155	303.897	1
8.61	536	23.1517	503.657	159.063	344.595	1
8.62	585	24.1868	507.811	142.12	365.691	1
8.64	531	23.0434	521.866	112.834	409.032	1
8.66	569	23.8537	542.287	88.9287	453.358	1
8.67	561	23.6854	554.394	78.7315	475.663	1
8.69	595	24.3926	581.422	61.3726	520.049	1
8.7	648	25.4558	595.954	54.0372	541.917	1
8.72	597	24.4336	626.102	41.6622	584.44	1
8.73	676	26	641.347	36.4815	604.865	1
8.75	735	27.1109	671.287	27.8193	643.468	1
8.77	627	25.04	699.382	21.0589	678.323	1
8.78	766	27.6767	712.348	18.272	694.076	1
8.8	759	27.55	735.415	13.6804	721.735	1
8.81	768	27.7128	745.269	11.8049	733.464	1
8.83	767	27.6948	761.077	8.74176	752.335	1
8.85	756	27.4955	771.115	6.42616	764.689	1
8.86	760	27.5681	773.805	5.49458	768.311	1
8.88	904	30.0666	774.316	3.99495	770.322	1
8.89	613	24.7588	772.094	3.39708	768.697	1
8.91	768	27.7128	762.684	2.4429	760.241	1
8.92	724	26.9072	755.535	2.06591	753.469	1
8.94	760	27.5681	736.53	1.46939	735.061	1
8.96	736	27.1293	711.633	1.03747	710.595	1
8.97	661	25.7099	697.155	0.869368	696.285	1
8.99	677	26.0192	664.576	0.607111	663.969	1
9	642	25.3377	646.671	0.505949	646.165	1
9.02	561	23.6854	608.156	0.349458	607.807	1
9.03	603	24.5561	587.768	0.289631	587.479	1
9.05	533	23.0868	545.297	0.19786	545.099	1
9.07	492	22.1811	501.322	0.134179	501.188	1
9.08	484	22	479.047	0.110193	478.937	1
9.1	414	20.347	434.448	0.0739107	434.374	1
9.11	375	19.3649	412.322	0.0603655	412.261	1
9.13	415	20.3715	368.865	0.0400465	368.825	1
9.15	315	17.7482	326.997	0.0263728	326.971	1
9.16	336	18.3303	306.831	0.0213432	306.809	1
9.18	289	17	268.313	0.0139019	268.299	1
9.19	256	16	250.051	0.0111889	250.04	1
9.21	221	14.8661	215.693	0.00720822	215.685	1
9.22	193	13.8924	199.643	0.00576971	199.637	1
9.24	195	13.9642	169.873	0.00367635	169.869	1
9.26	144	12	143.231	0.00232539	143.228	1
9.27	127	11.2694	131.071	0.00184435	131.069	1
9.29	118	10.8628	109.014	0.00115384	109.013	1
9.3	90	9.48683	99.0796	0.000910129	99.0787	1
9.32	83	9.11043	81.2869	0.000563158	81.2863	1
9.34	79	8.88819	66.0843	0.000345918	66.0839	1
9.35	59	7.68115	59.3816	0.000270365	59.3814	1
9.37	48	6.9282	47.6202	0.000164255	47.6201	1
9.38	59	7.68115	42.4988	0.000127675	42.4986	1
9.4	25	5	33.6184	7.67182e-005	33.6183	1
9.41	20	4.47214	29.7984	5.93062e-005	29.7984	1
9.43	31	5.56776	23.2517	3.52464e-005	23.2517	1
9.45	15	3.87298	17.9787	2.07944e-005	17.9787	1
9.46	15	3.87298	15.7553	1.59282e-005	15.7553	1
9.48	8	2.82843	12.0169	9.2944e-006	12.0169	1
9.49	14	3.74166	10.459	7.08035e-006	10.459	1
9.51	8	2.82843	7.86893	4.08633e-006	7.86893	1
9.53	9	3	5.86656	2.34114e-006	5.86656	1
9.54	7	2.64575	5.04816	1.76718e-006	5.04815	1
9.56	5	2.23607	3.71246	1.00138e-006	3.71246	1
9.57	3	1.73205	3.17279	7.51734e-007	3.17279	1
9.59	4	2	2.30161	4.21315e-007	2.30161	1
9.6	3	1.73205	1.95363	3.14546e-007	1.95363	1
9.62	3	1.73205	1.39796	1.74361e-007	1.39796	1
9.64	3	1.73205	0.991263	9.59471e-008	0.991263	1
9.65	2	1.41421	0.831861	7.09788e-008	0.831861	1
9.67	3	1.73205	0.581843	3.86309e-008	0.581843	1
9.68	1	1	0.484951	2.84213e-008	0.484951	1
9.7	2	1.41421	0.334591	1.52994e-008	0.334591	1
9.72	3	1.73205	0.228756	8.17559e-009	0.228756	1
9.73	0	1	0.188502	5.96002e-009	0.188502	1
9.75	3	1.73205	0.127126	3.15005e-009	0.127126	1
9.76	3	1.73205	0.104042	2.2838e-009	0.104042	1
9.78	4	2	0.0692133	1.19386e-009	0.0692133	1
9.79	0	1	0.0562594	8.60805e-010	0.0562594	1
9.81	1	1	0.0369179	4.45064e-010	0.0369179	1
9.83	2	1.41421	0.024006	2.28431e-010	0.024006	1
9.84	1	1	0.019292	1.63203e-010	0.019292	1
9.86	3	1.73205	0.0123743	8.28486e-011	0.0123743	1
9.87	2	1.41421	0.00987661	5.88667e-011	0.00987661	1
9.89	6	2.44949	0.00624905	2.95564e-011	0.00624905	1
9.91	3	1.73205	0.00391797	1.47315e-011	0.00391797	1
9.92	0	1	0.00309171	1.03718e-011	0.00309171	1
9.94	4	2	0.00191209	5.11297e-012	0.00191209	1
9.95	2	1.41421	0.00149857	3.58006e-012	0.00149857	1
9.97	3	1.73205	0.000914212	1.74556e-012	0.000914212	1
9.98	3	1.73205	0.000711619	1.21552e-012	0.000711619	1
10	1	1	0.000428231	5.86181e-013	0.000428231	1
10.02	1	1	0.000255359	2.80619e-013	0.000255359	1
10.03	2	1.41421	0.000196518	1.93627e-013	0.000196518	1
10.05	4	2	0.000115594	9.16797e-014	0.000115594	1
10.06	1	1	8.83524e-005	6.2912e-014	8.83524e-005	1
10.08	4	2	5.12642e-005	2.94623e-014	5.12642e-005	1
10.1	2	1.41421	2.94748e-005	1.36967e-014	2.94748e-005	1
10.11	4	2	2.22733e-005	9.31311e-015	2.22733e-005	1
10.13	4	2	1.26323e-005	4.2822e-015	1.26323e-005	1
10.14	3	1.73205	9.48082e-006	2.89574e-015	9.48082e-006	1
10.16	5	2.23607	5.30402e-006	1.31691e-015	5.30402e-006	1
10.17	6	2.44949	3.95367e-006	8.85644e-016	3.95367e-006	1
10.19	3	1.73205	2.18183e-006	3.98363e-016	2.18183e-006	1
10.21	5	2.23607	1.19312e-006	1.77875e-016	1.19312e-006	1
10.22	5	2.23607	8.79284e-007	1.18533e-016	8.79284e-007	1
10.24	3	1.73205	4.74299e-007	5.23478e-017	4.74299e-007	1
10.25	2	1.41421	3.4716e-007	3.46924e-017	3.4716e-007	1
10.27	5	2.23607	1.8472e-007	1.51537e-017	1.8472e-007	1
10.28	4	2	1.34283e-007	9.98772e-018	1.34283e-007	1
10.3	3	1.73205	7.04804e-008	4.31493e-018	7.04804e-008	1
10.32	5	2.23607	3.66569e-008	1.85054e-018	3.66569e-008	1
10.33	5	2.23607	2.6346e-008	1.20855e-018	2.6346e-008	1
10.35	1	1	1.35165e-008	5.1264e-019	1.35165e-008	1
10.36	4	2	9.64837e-009	3.3296e-019	9.64837e-009	1
10.38	8	2.82843	4.88275e-009	1.39689e-019	4.88275e-009	1
10.4	4	2	2.44859e-009	5.8177e-020	2.44859e-009	1
10.41	9	3	1.72805e-009	3.74413e-020	1.72805e-009	1
10.43	3	1.73205	8.5481e-010	1.54227e-020	8.5481e-010	1
10.44	2	1.41421	5.99158e-010	9.87128e-021	5.99158e-010	1
10.46	3	1.73205	2.92359e-010	4.02169e-021	2.92359e-010	1
10.47	1	1	2.03525e-010	2.55995e-021	2.03525e-010	1
10.49	3	1.73205	9.79612e-011	1.03155e-021	9.79612e-011	1
10.51	4	2	4.6723e-011	4.12635e-022	4.6723e-011	1
10.52	9	3	3.21577e-011	2.60261e-022	3.21577e-011	1
10.54	3	1.73205	1.51295e-011	1.02969e-022	1.51295e-011	1
10.55	3	1.73205	1.03421e-011	6.45897e-023	1.03421e-011	1
10.57	2	1.41421	4.79963e-012	2.52747e-023	4.79963e-012	1
10.59	8	2.82843	2.20724e-012	9.81803e-024	2.20724e-012	1
10.6	4	2	1.49171e-012	6.10238e-024	1.49171e-012	1
10.62	4	2	6.76686e-013	2.34456e-024	6.76686e-013	1
10.63	6	2.44949	4.54207e-013	1.44927e-024	4.54207e-013	1
10.65	2	1.41421	2.03244e-013	5.50726e-025	2.03244e-013	1
10.66	3	1.73205	1.35492e-013	3.38559e-025	1.35492e-013	1
10.68	3	1.73205	5.98054e-014	1.27246e-025	5.98054e-014	1
10.7	2	1.41421	2.61581e-014	4.74757e-026	2.61581e-014	1
10.71	4	2	1.72407e-014	2.89195e-026	1.72407e-014	1
10.73	3	1.73205	7.43847e-015	1.06719e-026	7.43847e-015	1
10.74	4	2	4.86926e-015	6.46504e-027	4.86926e-015	1
10.76	6	2.44949	2.0723e-015	2.35964e-027	2.0723e-015	1
10.78	6	2.44949	8.73942e-016	8.54939e-028	8.73942e-016	1
10.79	5	2.23607	5.65605e-016	5.13199e-028	5.65605e-016	1
10.81	5	2.23607	2.35291e-016	1.83908e-028	2.35291e-016	1
10.82	3	1.73205	1.5124e-016	1.0979e-028	1.5124e-016	1
10.84	2	1.41421	6.20612e-017	3.89135e-029	6.20612e-017	1
10.85	2	1.41421	3.96198e-017	2.31034e-029	3.96198e-017	1
10.87	1	1	1.60372e-017	8.0991e-030	1.60372e-017	1
10.89	4	2	6.43255e-018	2.81847e-030	6.43255e-018	1
10.9	3	1.73205	4.06001e-018	1.65809e-030	4.06001e-018	1
10.92	2	1.41421	1.60636e-018	5.70703e-031	1.60636e-018	1
10.93	1	1	1.00697e-018	3.339e-031	1.00697e-018	1
10.95	6	2.44949	3.93004e-019	1.13669e-031	3.93004e-019	1
10.97	2	1.41421	1.51991e-019	3.84134e-032	1.51991e-019	1
10.98	5	2.23607	9.41982e-020	2.22695e-032	9.41982e-020	1
11	2	1.41421	3.59355e-020	7.44346e-033	3.59355e-020	1
11.01	1	1	2.21198e-020	4.29154e-033	2.21198e-020	1
11.03	1	1	8.32383e-021	1.41874e-033	8.32383e-021	1
11.04	1	1	5.08874e-021	8.13491e-034	5.08874e-021	1
11.06	4	2	1.88893e-021	2.6599e-034	1.88893e-021	1
11.08	4	2	6.94801e-022	8.63365e-035	6.94801e-022	1
11.09	0	1	4.19951e-022	4.90529e-035	4.19951e-022	1
11.11	4	2	1.52372e-022	1.57477e-035	1.52372e-022	1
11.12	2	1.41421	9.14691e-023	8.89815e-036	9.14691e-023	1
11.14	1	1	3.27373e-023	2.82538e-036	3.27373e-023	1
11.16	4	2	1.16105e-023	8.90571e-037	1.16105e-023	1
11.17	2	1.41421	6.89085e-024	4.98621e-037	6.89085e-024	1
11.19	3	1.73205	2.4107e-024	1.55449e-037	2.4107e-024	1
11.2	6	2.44949	1.421e-024	8.65569e-038	1.421e-024	1
11.22	1	1	4.90374e-025	2.66896e-038	4.90374e-025	1
11.23	0	1	2.87084e-025	1.47798e-038	2.87084e-025	1
11.25	1	1	9.77244e-026	4.50746e-039	9.77244e-026	1
11.27	5	2.23607	3.29639e-026	1.36462e-039	3.29639e-026	1
11.28	2	1.41421	1.90797e-026	7.48787e-040	1.90797e-026	1
11.3	3	1.73205	6.34845e-027	2.24214e-040	6.34845e-027	1
11.31	3	1.73205	3.64948e-027	1.22355e-040	3.64948e-027	1
11.33	3	1.73205	1.19781e-027	3.62366e-041	1.19781e-027	1
11.34	2	1.41421	6.83886e-028	1.96661e-041	6.83886e-028	1
11.36	1	1	2.21413e-028	5.76062e-042	2.21413e-028	1
11.38	3	1.73205	7.10336e-029	1.67509e-042	7.10336e-029	1
11.39	3	1.73205	4.00968e-029	9.00797e-043	4.00968e-029	1
11.41	5	2.23607	1.26891e-029	2.59071e-043	1.26891e-029	1
11.42	4	2	7.11391e-030	1.38554e-043	7.11391e-030	1
11.44	2	1.41421	2.22071e-030	3.94127e-044	2.22071e-030	1
11.46	4	2	6.86936e-031	1.11293e-044	6.86936e-031	1
11.47	5	2.23607	3.80754e-031	5.89778e-045	3.80754e-031	1
11.49	4	2	1.1618e-031	1.64719e-045	1.1618e-031	1
11.5	0	1	6.39571e-032	8.68116e-046	6.39571e-032	1
11.52	4	2	1.92502e-032	2.39804e-046	1.92502e-032	1
11.53	2	1.41421	1.05251e-032	1.25691e-046	1.05251e-032	1
11.55	8	2.82843	3.12489e-033	3.43404e-047	3.12489e-033	1
11.57	1	1	9.19358e-034	9.31375e-048	9.19358e-034	1
11.58	2	1.41421	4.96964e-034	4.83716e-048	4.96964e-034	1
11.6	5	2.23607	1.44224e-034	1.29758e-048	1.44224e-034	1
11.61	4	2	7.74298e-035	6.70209e-049	7.74298e-035	1
11.63	2	1.41421	2.21657e-035	1.77819e-049	2.21657e-035	1
11.65	1	1	6.28775e-036	4.68338e-050	6.28775e-036	1
11.66	3	1.73205	3.33747e-036	2.39694e-050	3.33747e-036	1
11.68	2	1.41421	9.33885e-037	6.24401e-051	9.33885e-037	1
11.69	3	1.73205	4.92319e-037	3.17814e-051	4.92319e-037	1
11.71	5	2.23607	1.35889e-037	8.18848e-052	1.35889e-037	1
11.72	3	1.73205	7.11488e-038	4.145e-052	7.11488e-038	1
11.74	1	1	1.93716e-038	1.05628e-052	1.93716e-038	1
11.76	5	2.23607	5.22644e-039	2.67208e-053	5.22644e-039	1
11.77	1	1	2.70546e-039	1.34026e-053	2.70546e-039	1
11.79	3	1.73205	7.20017e-040	3.35339e-054	7.20017e-040	1
11.8	4	2	3.70176e-040	1.67278e-054	3.70176e-040	1
11.82	2	1.41421	9.71787e-041	4.13957e-055	9.71787e-041	1
11.84	4	2	2.52799e-041	1.01693e-055	2.52799e-041	1
11.85	4	2	1.28497e-041	5.02647e-056	1.28497e-041	1
11.87	1	1	3.29729e-042	1.22129e-056	3.29729e-042	1
11.88	3	1.73205	1.66458e-042	6.00351e-057	1.66458e-042	1
11.9	2	1.41421	4.21339e-043	1.44274e-057	4.21339e-043	1
11.91	2	1.41421	2.11257e-043	7.05317e-058	2.11257e-043	1
11.93	4	2	5.27472e-044	1.67645e-058	5.27472e-044	1
11.95	0	1	1.30505e-044	3.95559e-059	1.30505e-044	1
11.96	3	1.73205	6.46931e-045	1.91614e-059	6.46931e-045	1
11.98	3	1.73205	1.57888e-045	4.47171e-060	1.57888e-045	1
11.99	3	1.73205	7.77338e-046	2.15428e-060	7.77338e-046	1
12.01	2	1.41421	1.87138e-046	4.97247e-061	1.87138e-046	1
12.03	2	1.41421	4.46432e-047	1.13935e-061	4.46432e-047	1
12.04	3	1.73205	2.17304e-047	5.43883e-062	2.17304e-047	1
12.06	4	2	5.11354e-048	1.23258e-062	5.11354e-048	1
12.07	3	1.73205	2.47209e-048	5.85161e-063	2.47209e-048	1
12.09	0	1	5.73827e-049	1.31162e-063	5.73827e-049	1
12.1	4	2	2.75521e-049	6.19271e-064	2.75521e-049	1
12.12	4	2	6.30859e-050	1.3729e-064	6.30859e-050	1
12.14	1	1	1.43137e-050	3.02142e-065	1.43137e-050	1
12.15	4	2	6.79478e-051	1.41352e-065	6.79478e-051	1
12.17	2	1.41421	1.52074e-051	3.07681e-066	1.52074e-051	1
12.18	2	1.41421	7.16987e-052	1.43154e-066	7.16987e-052	1
12.2	1	1	1.5829e-052	3.08195e-067	1.5829e-052	1
12.22	3	1.73205	3.46287e-053	6.58661e-068	3.46287e-053	1
12.23	4	2	1.61415e-053	3.03659e-068	1.61415e-053	1
12.25	1	1	3.48327e-054	6.41869e-069	3.48327e-054	1
12.26	4	2	1.61259e-054	2.94295e-069	1.61259e-054	1
12.28	4	2	3.43266e-055	6.15272e-070	3.43266e-055	1
12.29	3	1.73205	1.57833e-055	2.80553e-070	1.57833e-055	1
12.31	5	2.23607	3.3141e-056	5.80128e-071	3.3141e-056	1
12.33	0	1	6.89563e-057	1.19082e-071	6.89563e-057	1
12.34	0	1	3.13468e-057	5.38042e-072	3.13468e-057	1
12.36	3	1.73205	6.43374e-058	1.09236e-072	6.43374e-058	1
12.37	4	2	2.90478e-058	4.90845e-073	2.90478e-058	1
12.39	6	2.44949	5.88092e-059	9.85635e-074	5.88092e-059	1
12.4	1	1	2.6371e-059	4.40462e-074	2.6371e-059	1
12.42	5	2.23607	5.26646e-060	8.7479e-075	5.26646e-060	1
12.44	2	1.41421	1.0422e-060	1.72471e-075	1.0422e-060	1
12.45	1	1	4.62046e-061	7.63708e-076	4.62046e-061	1
12.47	2	1.41421	9.01946e-062	1.48924e-076	9.01946e-062	1
12.48	3	1.73205	3.9714e-062	6.55824e-077	3.9714e-062	1
12.5	3	1.73205	7.64716e-063	1.26487e-077	7.64716e-063	1
12.52	4	2	1.45914e-063	2.42171e-078	1.45914e-063	1
12.53	1	1	6.35203e-064	1.05673e-078	6.35203e-064	1
12.55	2	1.41421	1.19556e-064	2.00108e-079	1.19556e-064	1
12.56	1	1	5.16912e-065	8.68402e-080	5.16912e-065	1
12.58	2	1.41421	9.59705e-066	1.62646e-080	9.59705e-066	1
12.59	4	2	4.1211e-066	7.01959e-081	4.1211e-066	1
12.61	3	1.73205	7.54738e-067	1.30035e-081	7.54738e-067	1
12.63	2	1.41421	1.36968e-067	2.39124e-082	1.36968e-067	1
12.64	3	1.73205	5.81496e-068	1.02261e-082	5.81496e-068	1
12.66	0	1	1.04095e-068	1.85993e-083	1.04095e-068	1
12.67	4	2	4.38924e-069	7.91036e-084	4.38924e-069	1
12.69	5	2.23607	7.7506e-070	1.42301e-084	7.7506e-070	1
12.71	2	1.41421	1.3562e-070	2.54117e-085	1.3562e-070	1
12.72	2	1.41421	5.65369e-071	1.07091e-085	5.65369e-071	1
12.74	0	1	9.75845e-072	1.89149e-086	9.75845e-072	1
12.75	1	1	4.04037e-072	7.92748e-087	4.04037e-072	1
12.77	1	1	6.87909e-073	1.38487e-087	6.87909e-073	1
12.78	5	2.23607	2.8288e-073	5.77236e-088	2.8288e-073	1
12.8	1	1	4.75087e-074	9.9736e-089	4.75087e-074	1
12.82	2	1.41421	7.90654e-075	1.71067e-089	7.90654e-075	1
12.83	3	1.73205	3.21446e-075	7.06528e-090	3.21446e-075	1
12.85	2	1.41421	5.27695e-076	1.19858e-090	5.27695e-076	1
12.86	2	1.41421	2.13076e-076	4.92315e-091	2.13076e-076	1
12.88	3	1.73205	3.45041e-077	8.26048e-092	3.45041e-077	1
12.9	5	2.23607	5.53666e-078	1.37589e-092	5.53666e-078	1
12.91	2	1.41421	2.2103e-078	5.59987e-093	2.2103e-078	1
12.93	8	2.82843	3.49857e-079	9.22529e-094	3.49857e-079	1
12.94	2	1.41421	1.38715e-079	3.73411e-094	1.38715e-079	1
12.96	2	1.41421	2.16583e-080	6.08433e-095	2.16583e-080	1
12.97	1	1	8.52884e-081	2.44924e-095	8.52884e-081	1
12.99	1	1	1.31357e-081	3.94713e-096	1.31357e-081	1
13.01	2	1.41421	2.00472e-082	6.31462e-097	2.00472e-082	1
13.02	2	1.41421	7.80496e-083	2.51876e-097	7.80496e-083	1
13.04	2	1.41421	1.17499e-083	3.98544e-098	1.17499e-083	1
13.05	3	1.73205	4.54341e-084	1.58098e-098	4.54341e-084	1
13.07	5	2.23607	6.74695e-085	2.47423e-099	6.74695e-085	1
13.09	1	1	9.92828e-086	3.84388e-100	9.92828e-086	1
13.1	1	1	3.79553e-086	1.51092e-100	3.79553e-086	1
13.12	7	2.64575	5.50935e-087	2.32163e-101	5.50935e-087	1
13.13	1	1	2.09185e-087	9.07562e-102	2.09185e-087	1
13.15	3	1.73205	2.99516e-088	1.37928e-102	2.99516e-088	1
13.16	1	1	1.12948e-088	5.36226e-103	1.12948e-088	1
13.18	1	1	1.59526e-089	8.06026e-104	1.59526e-089	1
13.2	3	1.73205	2.23266e-090	1.20272e-104	2.23266e-090	1
13.21	6	2.44949	8.32403e-091	4.6332e-105	8.32403e-091	1
13.23	2	1.41421	1.14918e-091	6.83788e-106	1.14918e-091	1
13.24	1	1	4.25529e-092	2.61968e-106	4.25529e-092	1
13.26	2	1.41421	5.79488e-093	3.82396e-107	5.79488e-093	1
13.28	4	2	7.81989e-094	5.54107e-108	7.81989e-094	1
13.29	7	2.64575	2.86282e-094	2.10349e-108	2.86282e-094	1
13.31	5	2.23607	3.81076e-095	3.0147e-109	3.81076e-095	1
13.32	2	1.41421	1.38559e-095	1.13816e-109	1.38559e-095	1
13.34	4	2	1.81934e-096	1.61336e-110	1.81934e-096	1
13.35	1	1	6.57006e-097	6.05762e-111	6.57006e-097	1
13.37	4	2	8.50961e-098	8.49286e-112	8.50961e-098	1
13.39	2	1.41421	1.09217e-098	1.18201e-112	1.09217e-098	1
13.4	2	1.41421	3.8994e-099	4.39757e-113	3.8994e-099	1
13.42	0	1	4.93674e-100	6.05348e-114	4.93674e-100	1
13.43	2	1.41421	1.75056e-100	2.23979e-114	1.75056e-100	1
13.45	1	1	2.18616e-101	3.04946e-115	2.18616e-101	1
13.46	3	1.73205	7.69927e-102	1.12211e-115	7.69927e-102	1
13.48	3	1.73205	9.48453e-103	1.51104e-116	9.48453e-103	1
13.5	5	2.23607	1.15777e-103	2.01991e-117	1.15777e-103	1
