# exported by fityk 0.8.7
#2-Fe:x	2-Fe:y	2-Fe:s	2-Fe:F(x)	2-Fe:%_4(x)	2-Fe:%_5(x)	2-Fe:a
6.91	496	22.2711	505.098	239.793	265.305	1
6.93	486	22.0454	489.352	197.981	291.372	1
6.95	530	23.0217	478.771	162.279	316.492	1
6.96	511	22.6053	475.015	146.522	328.493	1
6.98	528	22.9783	469.767	118.802	350.965	1
6.99	486	22.0454	467.96	106.685	361.274	1
7.01	488	22.0907	465.227	85.5672	379.66	1
7.03	459	21.4243	462.743	68.1341	394.609	1
7.04	424	20.5913	461.277	60.6336	400.643	1
7.06	470	21.6795	457.35	47.7586	409.591	1
7.07	451	21.2368	454.703	42.2708	412.432	1
7.09	457	21.3776	447.666	32.9352	414.731	1
7.1	508	22.5389	443.163	28.9928	414.17	1
7.12	438	20.9284	431.996	22.3455	409.651	1
7.14	398	19.9499	417.838	17.098	400.74	1
7.15	364	19.0788	409.639	14.9157	394.723	1
7.17	386	19.6469	391.096	11.2896	379.807	1
7.18	324	18	380.82	9.79532	371.025	1
7.2	349	18.6815	358.485	7.33392	351.151	1
7.22	405	20.1246	334.151	5.4514	328.699	1
7.23	349	18.6815	321.394	4.68721	316.706	1
7.25	297	17.2337	295.043	3.44642	291.597	1
7.26	242	15.5563	281.592	2.94723	278.645	1
7.28	278	16.6733	254.491	2.14363	252.347	1
7.29	232	15.2315	240.977	1.82321	239.154	1
7.31	192	13.8564	214.344	1.31176	213.032	1
7.33	175	13.2288	188.621	0.936964	187.684	1
7.34	153	12.3693	176.228	0.78973	175.438	1
7.36	171	13.0767	152.587	0.557994	152.029	1
7.37	128	11.3137	141.408	0.467763	140.94	1
7.39	142	11.9164	120.459	0.326933	120.132	1
7.41	114	10.6771	101.501	0.226854	101.274	1
7.42	92	9.59166	92.7906	0.188456	92.6021	1
7.44	89	9.43398	76.915	0.129353	76.7857	1
7.45	78	8.83176	69.7399	0.106877	69.633	1
7.47	66	8.12404	56.8657	0.0725658	56.7931	1
7.48	39	6.245	51.1385	0.0596317	51.0788	1
7.5	40	6.32456	41.0172	0.0400505	40.9772	1
7.52	42	6.48074	32.5397	0.0267051	32.513	1
7.53	29	5.38516	28.8634	0.0217474	28.8417	1
7.55	26	5.09902	22.5234	0.0143441	22.509	1
7.56	22	4.69042	19.8146	0.0116179	19.803	1
7.58	23	4.79583	15.2091	0.0075801	15.2016	1
7.6	19	4.3589	11.5463	0.00490995	11.5414	1
7.61	14	3.74166	10.0189	0.00394093	10.015	1
7.63	7	2.64575	7.48151	0.00252512	7.47899	1
7.64	2	1.41421	6.43844	0.00201578	6.43642	1
7.66	6	2.44949	4.72906	0.00127764	4.72779	1
7.67	2	1.41421	4.03626	0.0010144	4.03524	1
7.69	5	2.23607	2.91608	0.000636001	2.91544	1
7.71	7	2.64575	2.0837	0.000395875	2.08331	1
7.72	4	2	1.75412	0.000311479	1.75381	1
7.74	4	2	1.23288	0.000191783	1.23269	1
7.75	3	1.73205	1.02933	0.000150079	1.02918	1
7.77	4	2	0.711604	9.1408e-005	0.711513	1
7.79	2	1.41421	0.48656	5.52715e-005	0.486505	1
7.8	4	2	0.400674	4.28628e-005	0.400631	1
7.82	3	1.73205	0.269471	2.56377e-005	0.269445	1
7.83	5	2.23607	0.220079	1.97742e-005	0.220059	1
7.85	4	2	0.145586	1.16998e-005	0.145575	1
7.86	7	2.64575	0.117923	8.97509e-006	0.117914	1
7.88	2	1.41421	0.0767294	5.25291e-006	0.0767241	1
7.9	1	1	0.0493788	3.05222e-006	0.0493757	1
7.91	5	2.23607	0.0394489	2.3203e-006	0.0394466	1
7.93	2	1.41421	0.024971	1.33365e-006	0.0249697	1
7.94	2	1.41421	0.0197852	1.00835e-006	0.0197842	1
7.96	3	1.73205	0.0123187	5.73307e-007	0.0123181	1
7.97	4	2	0.00968009	4.31119e-007	0.00967966	1
7.99	1	1	0.0059282	2.42469e-007	0.00592796	1
8.01	3	1.73205	0.00359071	1.35385e-007	0.00359057	1
8.02	2	1.41421	0.00278301	1.0089e-007	0.00278291	1
8.04	2	1.41421	0.00165803	5.5724e-008	0.00165798	1
8.05	3	1.73205	0.00127449	4.13009e-008	0.00127445	1
8.07	3	1.73205	0.000746858	2.25651e-008	0.000746835	1
8.09	5	2.23607	0.000432864	1.22396e-008	0.000432852	1
8.1	2	1.41421	0.000328182	8.98985e-009	0.000328173	1
8.12	3	1.73205	0.00018709	4.82352e-009	0.000187085	1
8.13	1	1	0.000140677	3.52363e-009	0.000140673	1
8.15	1	1	7.88822e-005	1.87018e-009	7.88803e-005	1
8.16	2	1.41421	5.88251e-005	1.35879e-009	5.88237e-005	1
8.18	5	2.23607	3.24444e-005	7.13388e-010	3.24437e-005	1
8.2	3	1.73205	1.76983e-005	3.71839e-010	1.76979e-005	1
8.21	4	2	1.30177e-005	2.67725e-010	1.30174e-005	1
8.23	1	1	6.98466e-006	1.38038e-010	6.98452e-006	1
8.24	3	1.73205	5.09515e-006	9.88495e-011	5.09505e-006	1
8.26	3	1.73205	2.689e-006	5.04157e-011	2.68895e-006	1
8.28	1	1	1.40359e-006	2.55277e-011	1.40356e-006	1
8.29	6	2.44949	1.00988e-006	1.81157e-011	1.00986e-006	1
8.31	0	1	5.18486e-007	9.07365e-012	5.18477e-007	1
8.32	1	1	3.69979e-007	6.40422e-012	3.69972e-007	1
8.34	4	2	1.86839e-007	3.17303e-012	1.86835e-007	1
8.35	4	2	1.32226e-007	2.2274e-012	1.32224e-007	1
8.37	2	1.41421	6.56792e-008	1.09166e-012	6.56782e-008	1
8.39	2	1.41421	3.22666e-008	5.31169e-013	3.22661e-008	1
8.4	1	1	2.25227e-008	3.69509e-013	2.25224e-008	1
8.42	0	1	1.08835e-008	1.77848e-013	1.08833e-008	1
8.43	0	1	7.53435e-009	1.2305e-013	7.53423e-009	1
8.45	1	1	3.58107e-009	5.85854e-014	3.58101e-009	1
8.47	0	1	1.68343e-009	2.76917e-014	1.6834e-009	1
8.48	4	2	1.14945e-009	1.89868e-014	1.14943e-009	1
8.5	3	1.73205	5.31487e-010	8.87755e-015	5.31478e-010	1
8.51	4	2	3.59915e-010	6.05389e-015	3.59908e-010	1
8.53	1	1	1.6369e-010	2.8e-015	1.63687e-010	1
8.54	2	1.41421	1.09936e-010	1.89907e-015	1.09934e-010	1
8.56	0	1	4.91795e-011	8.6885e-016	4.91787e-011	1
8.58	0	1	2.17592e-011	3.94643e-016	2.17588e-011	1
8.59	2	1.41421	1.44138e-011	2.65249e-016	1.44135e-011	1
8.61	3	1.73205	6.27274e-012	1.19177e-016	6.27262e-012	1
8.62	2	1.41421	4.121e-012	7.96681e-017	4.12092e-012	1
8.64	1	1	1.76402e-012	3.54084e-017	1.76398e-012	1
8.66	2	1.41421	7.46824e-013	1.56236e-017	7.46808e-013	1
8.67	4	2	4.83928e-013	1.035e-017	4.83918e-013	1
8.69	1	1	2.01519e-013	4.5175e-018	2.01515e-013	1
8.7	1	1	1.29506e-013	2.97644e-018	1.29503e-013	1
8.72	1	1	5.30454e-014	1.2851e-018	5.30441e-014	1
8.73	1	1	3.38089e-014	8.42122e-019	3.38081e-014	1
8.75	2	1.41421	1.3621e-014	3.59662e-019	1.36207e-014	1
8.77	2	1.41421	5.42752e-015	1.525e-019	5.42737e-015	1
8.78	1	1	3.41195e-015	9.90322e-020	3.41186e-015	1
8.8	1	1	1.33726e-015	4.15367e-020	1.33722e-015	1
8.81	0	1	8.33737e-016	2.68275e-020	8.3371e-016	1
8.83	1	1	3.21413e-016	1.11306e-020	3.21402e-016	1
8.85	1	1	1.2255e-016	4.58467e-021	1.22545e-016	1
8.86	2	1.41421	7.53602e-017	2.93443e-021	7.53573e-017	1
8.88	3	1.73205	2.82626e-017	1.19563e-021	2.82614e-017	1
8.89	2	1.41421	1.72367e-017	7.61119e-022	1.72359e-017	1
8.91	1	1	6.35835e-018	3.06765e-022	6.35804e-018	1
8.92	4	2	3.84588e-018	1.94224e-022	3.84568e-018	1
8.94	5	2.23607	1.39543e-018	7.74352e-023	1.39535e-018	1
8.96	2	1.41421	5.00767e-019	3.06498e-023	5.00736e-019	1
8.97	2	1.41421	2.98748e-019	1.92306e-023	2.98729e-019	1
8.99	2	1.41421	1.05452e-019	7.52945e-024	1.05444e-019	1
9	0	1	6.23927e-020	4.69861e-024	6.2388e-020	1
9.02	2	1.41421	2.16623e-020	1.81979e-024	2.16605e-020	1
9.03	3	1.73205	1.27114e-020	1.12945e-024	1.27103e-020	1
9.05	4	2	4.34098e-021	4.32714e-025	4.34055e-021	1
9.07	3	1.73205	1.46621e-021	1.64584e-025	1.46604e-021	1
9.08	2	1.41421	8.48602e-022	1.01228e-025	8.48501e-022	1
9.1	1	1	2.81925e-022	3.80865e-026	2.81887e-022	1
9.11	2	1.41421	1.61828e-022	2.32984e-026	1.61805e-022	1
9.13	3	1.73205	5.28819e-023	8.67113e-027	5.28733e-023	1
9.15	1	1	1.70913e-023	3.20391e-027	1.70881e-023	1
9.16	4	2	9.67644e-024	1.94224e-027	9.6745e-024	1
9.18	1	1	3.07615e-024	7.09886e-028	3.07544e-024	1
9.19	0	1	1.72727e-024	4.28008e-028	1.72684e-024	1
9.21	1	1	5.40103e-025	1.54746e-028	5.39948e-025	1
9.22	0	1	3.00775e-025	9.27945e-029	3.00682e-025	1
9.24	4	2	9.25091e-026	3.31872e-029	9.24759e-026	1
9.26	2	1.41421	2.81414e-026	1.17835e-029	2.81296e-026	1
9.27	6	2.44949	1.54573e-026	7.00237e-030	1.54503e-026	1
9.29	3	1.73205	4.62513e-027	2.4594e-030	4.62267e-027	1
9.3	4	2	2.51957e-027	1.45359e-030	2.51812e-027	1
9.32	1	1	7.41565e-028	5.05018e-031	7.4106e-028	1
9.34	4	2	2.15871e-028	1.74191e-031	2.15697e-028	1
9.35	3	1.73205	1.15992e-028	1.02025e-031	1.1589e-028	1
9.37	3	1.73205	3.32134e-029	3.48102e-032	3.31785e-029	1
9.38	5	2.23607	1.76997e-029	2.02781e-032	1.76795e-029	1
9.4	2	1.41421	4.98538e-030	6.844e-033	4.97854e-030	1
9.41	7	2.64575	2.63498e-030	3.96525e-033	2.63102e-030	1
9.43	4	2	7.30073e-031	1.32384e-033	7.28749e-031	1
9.45	1	1	2.00078e-031	4.38786e-034	1.99639e-031	1
9.46	4	2	1.04312e-031	2.51931e-034	1.0406e-031	1
9.48	2	1.41421	2.81224e-032	8.26001e-035	2.80398e-032	1
9.49	3	1.73205	1.45424e-032	4.71683e-035	1.44952e-032	1
9.51	1	1	3.8571e-033	1.52979e-035	3.84181e-033	1
9.53	1	1	1.012e-033	4.92567e-036	1.00707e-033	1
9.54	2	1.41421	5.16272e-034	2.78742e-036	5.13484e-034	1
9.56	1	1	1.33283e-034	8.87808e-037	1.32395e-034	1
9.57	3	1.73205	6.74497e-035	4.99686e-037	6.695e-035	1
9.59	0	1	1.71366e-035	1.57433e-037	1.69792e-035	1
9.6	2	1.41421	8.60354e-036	8.81279e-038	8.51541e-036	1
9.62	4	2	2.15165e-036	2.74658e-038	2.12419e-036	1
9.64	6	2.44949	5.32574e-037	8.49816e-039	5.24076e-037	1
9.65	0	1	2.63953e-037	4.71424e-039	2.59239e-037	1
9.67	1	1	6.43533e-038	1.44286e-039	6.29105e-038	1
9.68	5	2.23607	3.16592e-038	7.96073e-040	3.08631e-038	1
9.7	1	1	7.60789e-039	2.41018e-040	7.36687e-039	1
9.72	1	1	1.81161e-039	7.24433e-041	1.73916e-039	1
9.73	1	1	8.81149e-040	3.9609e-041	8.4154e-040	1
9.75	1	1	2.0719e-040	1.17767e-041	1.95413e-040	1
9.76	2	1.41421	1.00181e-040	6.40413e-042	9.37773e-041	1
9.78	0	1	2.33024e-041	1.88353e-042	2.14189e-041	1
9.79	1	1	1.12129e-041	1.01871e-042	1.01942e-041	1
9.81	1	1	2.58657e-042	2.96376e-043	2.2902e-042	1
9.83	2	1.41421	5.94474e-043	8.56034e-044	5.08871e-043	1
9.84	2	1.41421	2.84762e-043	4.58812e-044	2.3888e-043	1
9.86	2	1.41421	6.53167e-044	1.31088e-044	5.22079e-044	1
9.87	0	1	3.12943e-044	6.98794e-045	2.43063e-044	1
9.89	0	1	7.20008e-045	1.97497e-045	5.22512e-045	1
9.91	3	1.73205	1.66508e-045	5.54147e-046	1.11093e-045	1
9.92	1	1	8.02875e-046	2.92737e-046	5.10138e-046	1
9.94	1	1	1.87934e-046	8.12501e-047	1.06684e-046	1
9.95	5	2.23607	9.1275e-047	4.26891e-047	4.85859e-047	1
9.97	1	1	2.17145e-047	1.17205e-047	9.99408e-048	1
9.98	3	1.73205	1.06386e-047	6.12461e-048	4.51403e-048	1
10	4	2	2.57668e-048	1.66336e-048	9.13311e-049	1
10.02	2	1.41421	6.3125e-049	4.48488e-049	1.82762e-049	1
10.03	2	1.41421	3.13667e-049	2.32248e-049	8.1419e-050	1
10.05	2	1.41421	7.79692e-050	6.19436e-050	1.60256e-050	1
10.06	4	2	3.89841e-050	3.19036e-050	7.0805e-051	1
10.08	2	1.41421	9.78795e-051	8.41715e-051	1.3708e-051	1
10.1	0	1	2.46716e-051	2.20468e-051	2.62481e-052	1
10.11	3	1.73205	1.23965e-051	1.12527e-051	1.14384e-052	1
10.13	0	1	3.13095e-052	2.91552e-052	2.15432e-053	1
10.14	9	3	1.57313e-052	1.48002e-052	9.31082e-054	1
10.16	5	2.23607	3.96572e-053	3.79324e-053	1.72486e-054	1
10.17	3	1.73205	1.98908e-053	1.91514e-053	7.39337e-055	1
10.19	3	1.73205	4.99013e-054	4.85541e-054	1.34719e-055	1
10.21	8	2.82843	1.24637e-054	1.22209e-054	2.4279e-056	1
10.22	1	1	6.21718e-055	6.11453e-055	1.02645e-056	1
10.24	4	2	1.54057e-055	1.52238e-055	1.81953e-057	1
10.25	3	1.73205	7.65199e-056	7.5757e-056	7.62912e-058	1
10.27	2	1.41421	1.8791e-056	1.86579e-056	1.3302e-058	1
10.28	3	1.73205	9.28962e-057	9.23431e-057	5.53152e-059	1
10.3	1	1	2.2592e-057	2.24971e-057	9.48655e-060	1
10.32	0	1	5.45739e-058	5.4413e-058	1.60911e-060	1
10.33	2	1.41421	2.67537e-058	2.66877e-058	6.5998e-061	1
10.35	4	2	6.39613e-059	6.38512e-059	1.10111e-061	1
10.36	2	1.41421	3.11919e-059	3.11471e-059	4.47904e-062	1
10.38	8	2.82843	7.37887e-060	7.37152e-060	7.3503e-063	1
10.4	5	2.23607	1.7332e-060	1.73201e-060	1.193e-063	1
10.41	2	1.41421	8.37752e-061	8.37274e-061	4.78643e-064	1
10.43	2	1.41421	1.94676e-061	1.946e-061	7.6413e-065	1
10.44	6	2.44949	9.35924e-062	9.3562e-062	3.04053e-065	1
10.46	4	2	2.15155e-062	2.15108e-062	4.77448e-066	1
10.47	5	2.23607	1.02881e-062	1.02862e-062	1.88417e-066	1
10.49	5	2.23607	2.33962e-063	2.33933e-063	2.91016e-067	1
10.51	3	1.73205	5.28225e-064	5.28181e-064	4.44558e-068	1
10.52	3	1.73205	2.5031e-064	2.50293e-064	1.73037e-068	1
10.54	3	1.73205	5.59039e-065	5.59013e-065	2.59999e-069	1
10.55	4	2	2.63478e-065	2.63468e-065	1.00368e-069	1
10.57	2	1.41421	5.82094e-066	5.8208e-066	1.48336e-070	1
10.59	3	1.73205	1.27673e-066	1.27671e-066	2.16827e-071	1
10.6	2	1.41421	5.96309e-067	5.96301e-067	8.25568e-072	1
10.62	2	1.41421	1.29378e-067	1.29376e-067	1.18697e-072	1
10.63	2	1.41421	6.00999e-068	6.00994e-068	4.4822e-073	1
10.65	1	1	1.28986e-068	1.28986e-068	6.3387e-074	1
10.66	2	1.41421	5.95935e-069	5.95933e-069	2.37389e-074	1
10.68	1	1	1.26518e-069	1.26517e-069	3.3021e-075	1
10.7	1	1	2.66659e-070	2.66659e-070	4.54292e-076	1
10.71	4	2	1.2209e-070	1.2209e-070	1.67808e-076	1
10.73	0	1	2.54547e-071	2.54547e-071	2.2708e-077	1
10.74	6	2.44949	1.15913e-071	1.15913e-071	8.31891e-078	1
10.76	2	1.41421	2.39057e-072	2.39057e-072	1.10727e-078	1
10.78	2	1.41421	4.89469e-073	4.89468e-073	1.45765e-079	1
10.79	3	1.73205	2.2088e-073	2.2088e-073	5.26695e-080	1
10.81	4	2	4.47365e-074	4.47365e-074	6.81995e-081	1
10.82	4	2	2.00786e-074	2.00786e-074	2.44398e-081	1
10.84	3	1.73205	4.02273e-075	4.02273e-075	3.11272e-082	1
10.85	5	2.23607	1.7957e-075	1.7957e-075	1.10628e-082	1
10.87	3	1.73205	3.55878e-076	3.55878e-076	1.38589e-083	1
10.89	9	3	7.00202e-077	7.00202e-077	1.71715e-084	1
10.9	1	1	3.09745e-077	3.09745e-077	6.01938e-085	1
10.92	1	1	6.02847e-078	6.02847e-078	7.33585e-086	1
10.93	5	2.23607	2.65234e-078	2.65234e-078	2.55038e-086	1
10.95	1	1	5.10638e-079	5.10638e-079	3.05721e-087	1
10.97	4	2	9.76005e-080	9.76005e-080	3.62459e-088	1
10.98	5	2.23607	4.25541e-080	4.25541e-080	1.24288e-088	1
11	2	1.41421	8.04566e-081	8.04566e-081	1.44939e-089	1
11.01	2	1.41421	3.48893e-081	3.48893e-081	4.92911e-090	1
11.03	1	1	6.52519e-082	6.52519e-082	5.65385e-091	1
11.04	3	1.73205	2.81426e-082	2.81426e-082	1.90694e-091	1
11.06	3	1.73205	5.20651e-083	5.20651e-083	2.15147e-092	1
11.08	5	2.23607	9.56277e-084	9.56277e-084	2.40074e-093	1
11.09	2	1.41421	4.08717e-084	4.08717e-084	7.98649e-094	1
11.11	4	2	7.42575e-085	7.42575e-085	8.76573e-095	1
11.12	1	1	3.1566e-085	3.1566e-085	2.89207e-095	1
11.14	5	2.23607	5.67309e-086	5.67309e-086	3.12221e-096	1
11.16	6	2.44949	1.01222e-086	1.01222e-086	3.33372e-097	1
11.17	3	1.73205	4.26403e-087	4.26403e-087	1.08485e-097	1
11.19	6	2.44949	7.52585e-088	7.52585e-088	1.13935e-098	1
11.2	5	2.23607	3.15314e-088	3.15314e-088	3.6771e-099	1
11.22	10	3.16228	5.50503e-089	5.50503e-089	3.79852e-100	1
11.23	0	1	2.29397e-089	2.29397e-089	1.21583e-100	1
11.25	3	1.73205	3.96174e-090	3.96174e-090	1.23539e-101	1
11.27	6	2.44949	6.79263e-091	6.79263e-091	1.2415e-102	1
11.28	7	2.64575	2.80501e-091	2.80501e-091	3.91945e-103	1
11.3	4	2	4.75737e-092	4.75737e-092	3.87428e-104	1
11.31	6	2.44949	1.95391e-092	1.95391e-092	1.21305e-104	1
11.33	3	1.73205	3.27808e-093	3.27808e-093	1.17941e-105	1
11.34	6	2.44949	1.33905e-093	1.33905e-093	3.66238e-106	1
11.36	3	1.73205	2.22225e-094	2.22225e-094	3.50243e-107	1
11.38	1	1	3.66136e-095	3.66136e-095	3.31277e-108	1
11.39	5	2.23607	1.48214e-095	1.48214e-095	1.01463e-108	1
11.41	3	1.73205	2.41557e-096	2.41557e-096	9.43951e-110	1
11.42	5	2.23607	9.72536e-097	9.72536e-097	2.86732e-110	1
11.44	3	1.73205	1.5679e-097	1.5679e-097	2.62385e-111	1
11.46	2	1.41421	2.50949e-098	2.50949e-098	2.37474e-112	1
11.47	4	2	1.00124e-098	1.00124e-098	7.11476e-113	1
11.49	4	2	1.58521e-099	1.58521e-099	6.33371e-114	1
11.5	3	1.73205	6.29046e-100	6.29046e-100	1.88197e-114	1
11.52	1	1	9.85172e-101	9.85172e-101	1.64791e-115	1
11.53	5	2.23607	3.88819e-101	3.88819e-101	4.85621e-116	1
11.55	3	1.73205	6.02363e-102	6.02363e-102	4.18252e-117	1
11.57	2	1.41421	9.26453e-103	9.26453e-103	3.5628e-118	1
11.58	2	1.41421	3.62348e-103	3.62348e-103	1.03556e-118	1
11.6	6	2.44949	5.51281e-104	5.51281e-104	8.67661e-120	1
11.61	6	2.44949	2.14445e-104	2.14445e-104	2.50117e-120	1
11.63	3	1.73205	3.22734e-105	3.22734e-105	2.06129e-121	1
11.65	2	1.41421	4.82199e-106	4.82199e-106	1.68016e-122	1
11.66	2	1.41421	1.85882e-106	1.85882e-106	4.77705e-123	1
11.68	1	1	2.74727e-107	2.74727e-107	3.82994e-124	1
11.69	1	1	1.0533e-107	1.0533e-107	1.07997e-124	1
11.71	2	1.41421	1.53992e-108	1.53992e-108	8.51658e-126	1
11.72	4	2	5.87207e-109	5.87207e-109	2.38175e-126	1
11.74	0	1	8.49215e-110	8.49215e-110	1.84744e-127	1
11.76	2	1.41421	1.21926e-110	1.21926e-110	1.41729e-128	1
11.77	2	1.41421	4.60743e-111	4.60743e-111	3.90937e-129	1
11.79	2	1.41421	6.54365e-112	6.54365e-112	2.94996e-130	1
11.8	4	2	2.45936e-112	2.45936e-112	8.07003e-131	1
11.82	0	1	3.45513e-113	3.45513e-113	5.9897e-132	1
11.84	1	1	4.81905e-114	4.81905e-114	4.39692e-133	1
11.85	2	1.41421	1.79486e-114	1.79486e-114	1.18638e-133	1
11.87	0	1	2.47633e-115	2.47633e-115	8.56624e-135	1
11.88	2	1.41421	9.17316e-116	9.17316e-116	2.29233e-135	1
11.9	2	1.41421	1.25193e-116	1.25193e-116	1.62803e-136	1
11.91	3	1.73205	4.61242e-117	4.61242e-117	4.32078e-137	1
11.93	4	2	6.22688e-118	6.22688e-118	3.01834e-138	1
11.95	1	1	8.34576e-119	8.34576e-119	2.0854e-139	1
11.96	0	1	3.04708e-119	3.04708e-119	5.4589e-140	1
11.98	2	1.41421	4.03981e-120	4.03981e-120	3.70977e-141	1
11.99	4	2	1.46696e-120	1.46696e-120	9.63103e-142	1
12.01	4	2	1.92388e-121	1.92388e-121	6.43777e-143	1
12.03	3	1.73205	2.5049e-122	2.5049e-122	4.25611e-144	1
12.04	3	1.73205	9.01398e-123	9.01398e-123	1.08982e-144	1
12.06	1	1	1.16094e-123	1.16094e-123	7.08686e-146	1
12.07	2	1.41421	4.15506e-124	4.15506e-124	1.79973e-146	1
12.09	1	1	5.29362e-125	5.29362e-125	1.15114e-147	1
12.1	3	1.73205	1.88434e-125	1.88434e-125	2.89929e-148	1
12.12	4	2	2.37474e-126	2.37474e-126	1.82403e-149	1
12.14	1	1	2.97117e-127	2.97117e-127	1.13497e-150	1
12.15	1	1	1.0481e-127	1.0481e-127	2.81947e-151	1
12.17	1	1	1.29716e-128	1.29716e-128	1.72561e-152	1
12.18	4	2	4.55104e-129	4.55104e-129	4.25144e-153	1
12.2	1	1	5.57166e-130	5.57166e-130	2.55936e-154	1
12.22	2	1.41421	6.77192e-131	6.77192e-131	1.52385e-155	1
12.23	3	1.73205	2.35449e-131	2.35449e-131	3.70299e-156	1
12.25	2	1.41421	2.83077e-132	2.83077e-132	2.16862e-157	1
12.26	2	1.41421	9.7888e-133	9.7888e-133	5.22642e-158	1
12.28	2	1.41421	1.16418e-133	1.16418e-133	3.01062e-159	1
12.29	1	1	4.00392e-134	4.00392e-134	7.19594e-160	1
12.31	2	1.41421	4.71039e-135	4.71039e-135	4.07719e-161	1
12.33	1	1	5.50151e-136	5.50151e-136	2.2848e-162	1
12.34	1	1	1.87506e-136	1.87506e-136	5.38637e-163	1
12.36	3	1.73205	2.16632e-137	2.16632e-137	2.96896e-164	1
12.37	1	1	7.34339e-138	7.34339e-138	6.94167e-165	1
12.39	5	2.23607	8.39237e-139	8.39237e-139	3.76351e-166	1
12.4	3	1.73205	2.82943e-139	2.82943e-139	8.72696e-167	1
12.42	4	2	3.19867e-140	3.19867e-140	4.65386e-168	1
12.44	5	2.23607	3.58999e-141	3.58999e-141	2.45458e-169	1
12.45	3	1.73205	1.19943e-141	1.19943e-141	5.6139e-170	1
12.47	2	1.41421	1.33162e-142	1.33162e-142	2.91239e-171	1
12.48	5	2.23607	4.4249e-143	4.4249e-143	6.60614e-172	1
12.5	2	1.41421	4.85948e-144	4.85948e-144	3.37097e-173	1
12.52	4	2	5.29823e-145	5.29823e-145	1.70128e-174	1
12.53	3	1.73205	1.7447e-145	1.7447e-145	3.80619e-175	1
12.55	8	2.82843	1.88167e-146	1.88167e-146	1.88943e-176	1
12.56	2	1.41421	6.16276e-147	6.16276e-147	4.19235e-177	1
12.58	8	2.82843	6.57474e-148	6.57474e-148	2.04701e-178	1
12.59	4	2	2.14166e-148	2.14166e-148	4.5046e-179	1
12.61	1	1	2.26014e-149	2.26014e-149	2.16341e-180	1
12.63	4	2	2.36796e-150	2.36796e-150	1.02763e-181	1
12.64	6	2.44949	7.64389e-151	7.64389e-151	2.23044e-182	1
12.66	5	2.23607	7.922e-152	7.922e-152	1.0421e-183	1
12.67	3	1.73205	2.5434e-152	2.5434e-152	2.24323e-184	1
12.69	2	1.41421	2.60746e-153	2.60746e-153	1.03089e-185	1
12.71	2	1.41421	2.65383e-154	2.65383e-154	4.68562e-187	1
12.72	6	2.44949	8.44348e-155	8.44348e-155	9.94831e-188	1
12.74	4	2	8.50078e-156	8.50078e-156	4.44758e-189	1
12.75	2	1.41421	2.68997e-156	2.68997e-156	9.36518e-190	1
12.77	4	2	2.67896e-157	2.67896e-157	4.11824e-191	1
12.78	4	2	8.43133e-158	8.43133e-158	8.60033e-192	1
12.8	2	1.41421	8.30607e-159	8.30607e-159	3.7199e-193	1
12.82	3	1.73205	8.12363e-160	8.12363e-160	1.59134e-194	1
12.83	4	2	2.53365e-160	2.53365e-160	3.2778e-195	1
12.85	0	1	2.45122e-161	2.45122e-161	1.37922e-196	1
12.86	1	1	7.60363e-162	7.60363e-162	2.81751e-197	1
12.88	1	1	7.27676e-163	7.27676e-163	1.16611e-198	1
12.9	2	1.41421	6.91367e-164	6.91367e-164	4.77337e-200	1
12.91	3	1.73205	2.12527e-164	2.12527e-164	9.61775e-201	1
12.93	5	2.23607	1.99741e-165	1.99741e-165	3.87241e-202	1
12.94	3	1.73205	6.1068e-166	6.1068e-166	7.73821e-203	1
12.96	7	2.64575	5.67737e-167	5.67737e-167	3.06457e-204	1
12.97	1	1	1.72637e-167	1.72637e-167	6.0735e-205	1
12.99	4	2	1.58763e-168	1.58763e-168	2.36586e-206	1
13.01	2	1.41421	1.4495e-169	1.4495e-169	9.11491e-208	1
13.02	2	1.41421	4.36791e-170	4.36791e-170	1.78172e-208	1
13.04	6	2.44949	3.94479e-171	3.94479e-171	6.75188e-210	1
13.05	3	1.73205	1.18228e-171	1.18228e-171	1.30895e-210	1
13.07	3	1.73205	1.05621e-172	1.05621e-172	4.87897e-212	1
13.09	1	1	9.36781e-174	9.36781e-174	1.79866e-213	1
13.1	1	1	2.78228e-174	2.78228e-174	3.43924e-214	1
13.12	3	1.73205	2.44101e-175	2.44101e-175	1.24711e-215	1
13.13	3	1.73205	7.21063e-176	7.21063e-176	2.36499e-216	1
13.15	4	2	6.2578e-177	6.2578e-177	8.43513e-218	1
13.16	2	1.41421	1.83851e-177	1.83851e-177	1.58646e-218	1
13.18	4	2	1.57833e-178	1.57833e-178	5.56559e-220	1
13.2	3	1.73205	1.34518e-179	1.34518e-179	1.93111e-221	1
13.21	2	1.41421	3.91646e-180	3.91646e-180	3.5823e-222	1
13.23	2	1.41421	3.30187e-181	3.30187e-181	1.22259e-223	1
13.24	4	2	9.56121e-182	9.56121e-182	2.24928e-224	1
13.26	0	1	7.9737e-183	7.9737e-183	7.55063e-226	1
13.28	1	1	6.60178e-184	6.60178e-184	2.5069e-227	1
13.29	2	1.41421	1.89445e-184	1.89445e-184	4.54902e-228	1
13.31	1	1	1.55155e-185	1.55155e-185	1.48557e-229	1
13.32	0	1	4.42819e-186	4.42819e-186	2.67353e-230	1
13.34	5	2.23607	3.58749e-187	3.58749e-187	8.58775e-232	1
