# exported by fityk 0.8.7
#2-Fe:x	2-Fe:y	2-Fe:s	2-Fe:F(x)	2-Fe:%_1(x)	2-Fe:%_2(x)	2-Fe:%_3(x)	2-Fe:%_4(x)	2-Fe:a
5.87	244	15.6205	236.909	236.909	5.32916e-007	0	1.94205e-010	1
5.89	266	16.3095	284.874	284.874	1.03699e-006	0	1.25978e-010	1
5.9	308	17.5499	311.539	311.539	1.44059e-006	0	1.01329e-010	1
5.92	358	18.9209	370.578	370.578	2.75733e-006	0	6.53814e-011	1
5.93	399	19.975	403.076	403.076	3.799e-006	0	5.24489e-011	1
5.95	430	20.7364	474.298	474.298	7.15236e-006	0	3.36623e-011	1
5.97	517	22.7376	554.089	554.089	1.33183e-005	0	2.15282e-011	1
5.98	520	22.8035	597.267	597.267	1.80991e-005	0	1.71934e-011	1
6	679	26.0576	690.231	690.231	3.31505e-005	0	1.09373e-011	1
6.01	643	25.3574	739.999	739.999	4.46801e-005	0	8.71182e-012	1
6.03	771	27.7669	845.968	845.968	8.04967e-005	0	5.51246e-012	1
6.04	864	29.3939	902.068	902.068	0.000107601	0	4.37911e-012	1
6.06	945	30.7409	1020.14	1020.14	0.000190684	0	2.75619e-012	1
6.08	1086	32.9545	1145.36	1145.36	0.000334218	0	1.72858e-012	1
6.09	1380	37.1484	1210.35	1210.35	0.000440653	0	1.3671e-012	1
6.11	1193	34.5398	1344.28	1344.28	0.000759705	0	8.5284e-013	1
6.12	1421	37.6962	1412.88	1412.88	0.000993406	0	6.72701e-013	1
6.14	1520	38.9872	1552.33	1552.33	0.00168464	0	4.17422e-013	1
6.16	1638	40.4722	1693.27	1693.27	0.00282558	0	2.58099e-013	1
6.17	1722	41.497	1763.69	1763.69	0.00364432	0	2.02681e-013	1
6.19	1769	42.0595	1903.1	1903.1	0.00601243	0	1.24655e-013	1
6.2	2099	45.8148	1971.54	1971.54	0.00769085	0	9.7629e-014	1
6.22	2191	46.8081	2104.47	2104.46	0.0124807	0	5.97258e-014	1
6.23	2066	45.4533	2168.39	2168.37	0.0158336	0	4.66525e-014	1
6.25	2383	48.816	2289.66	2289.64	0.0252741	0	2.83886e-014	1
6.27	2255	47.4868	2400.34	2400.3	0.0399018	0	1.72135e-014	1
6.28	2635	51.3323	2451.02	2450.97	0.0499298	0	1.33861e-014	1
6.3	2560	50.5964	2541.83	2541.75	0.0775369	0	8.07361e-015	1
6.31	2752	52.4595	2581.49	2581.39	0.0962257	0	6.26175e-015	1
6.33	2642	51.4004	2648.32	2648.17	0.146985	0	3.7566e-015	1
6.35	2929	54.1202	2697.36	2697.13	0.222062	0	2.2457e-015	1
6.36	2554	50.5371	2714.87	2714.59	0.271821	0	1.73401e-015	1
6.38	2814	53.0471	2735.41	2735.01	0.40394	0	1.03108e-015	1
6.39	2762	52.5547	2738.34	2737.85	0.49039	0	7.9403e-016	1
6.41	2796	52.8772	2729.44	2728.72	0.716814	0	4.69641e-016	1
6.42	2825	53.1507	2717.67	2716.81	0.863073	0	3.60705e-016	1
6.44	2607	51.0588	2679.83	2678.59	1.24092	0	2.12211e-016	1
6.46	2915	53.9907	2915	2621.91	1.76467	291.327	1.24405e-016	1
6.47	2641	51.3907	2589.1	2587.01	2.0957	0	9.51256e-017	1
6.49	2477	49.7695	2507.92	2504.99	2.93143	0	5.54698e-017	1
6.5	2582	50.8134	2461.75	2458.3	3.45273	0	4.23016e-017	1
6.52	2347	48.4458	2359.48	2354.73	4.75055	0	2.45359e-017	1
6.54	2384	48.8262	2245.76	2239.29	6.46467	0	1.41809e-017	1
6.55	2294	47.8957	2185.32	2177.81	7.51028	0	1.07666e-017	1
6.57	2089	45.7056	2058.79	2048.74	10.0529	0	6.18965e-018	1
6.58	2001	44.7325	1993.31	1981.73	11.5829	0	4.68686e-018	1
6.6	2060	45.3872	1859.45	1844.2	15.2504	0	2.68014e-018	1
6.61	1661	40.7554	1791.68	1774.25	17.427	0	2.02403e-018	1
6.63	1627	40.3361	1655.91	1633.34	22.5694	0	1.15127e-018	1
6.65	1514	38.9102	1521.71	1492.8	28.9094	0	6.52524e-019	1
6.66	1523	39.0256	1455.86	1423.27	32.5842	0	4.906e-019	1
6.68	1239	35.1994	1327.85	1286.8	41.0542	0	2.76587e-019	1
6.69	1148	33.8821	1266.14	1220.24	45.8924	0	2.07399e-019	1
6.71	1136	33.7046	1148.23	1091.35	56.8752	0	1.16305e-019	1
6.73	1075	32.7872	1038.77	969.058	69.715	0	6.49899e-020	1
6.74	863	29.3769	987.547	910.681	76.8663	0	4.85167e-020	1
6.76	911	30.1828	892.598	799.921	92.6769	0	2.69666e-020	1
6.77	764	27.6405	849.017	747.673	101.344	0	2.00778e-020	1
6.79	789	28.0891	769.854	649.665	120.189	0	1.11003e-020	1
6.8	686	26.1916	734.301	603.952	130.348	0	8.24268e-021	1
6.82	638	25.2587	671.188	519.132	152.056	0	4.5329e-021	1
6.84	607	24.6374	618.451	443.013	175.438	0	2.48394e-021	1
6.85	612	24.7386	595.81	408.141	187.668	0	1.8363e-021	1
6.87	516	22.7156	557.528	344.546	212.982	0	1.00091e-021	1
6.88	571	23.8956	541.668	315.711	225.957	0	7.37976e-022	1
6.9	517	22.7376	515.884	263.647	252.237	0	4.0011e-022	1
6.91	496	22.2711	505.682	240.278	265.405	0	2.94218e-022	1
6.93	486	22.0454	489.915	198.492	291.423	0	1.58669e-022	1
6.95	530	23.0217	479.283	162.794	316.489	0	8.52656e-023	1
6.96	511	22.6053	475.493	147.031	328.462	0	6.24218e-023	1
6.98	528	22.9783	470.164	119.289	350.875	0	3.33659e-023	1
6.99	486	22.0454	468.313	107.157	361.156	0	2.43617e-023	1
7.01	488	22.0907	465.486	86.0023	379.484	0	1.29527e-023	1
7.03	459	21.4243	462.907	68.5272	394.379	0	6.86234e-024	1
7.04	424	20.5913	461.394	61.0048	400.389	0	4.98826e-024	1
7.06	470	21.6795	457.379	48.0855	409.293	0	2.62873e-024	1
7.07	451	21.2368	454.691	42.5759	412.115	0	1.90575e-024	1
7.09	457	21.3776	447.581	33.1979	414.383	0	9.98964e-025	1
7.1	508	22.5389	443.046	29.2353	413.811	0	7.22292e-025	1
7.12	438	20.9284	431.827	22.5503	409.277	0	3.76602e-025	1
7.14	398	19.9499	417.632	17.2687	400.363	0	1.95663e-025	1
7.15	364	19.0788	409.42	15.0709	394.349	0	1.40846e-025	1
7.17	386	19.6469	390.862	11.4168	379.445	0	7.27876e-026	1
7.18	324	18	380.583	9.90995	370.673	0	5.22559e-026	1
7.2	349	18.6815	358.252	7.42632	350.825	0	2.68618e-026	1
7.22	405	20.1246	333.932	5.52511	328.407	0	1.37592e-026	1
7.23	349	18.6815	321.185	4.75279	316.432	0	9.83426e-027	1
7.25	297	17.2337	294.86	3.49794	291.362	0	5.01054e-027	1
7.26	242	15.5563	281.424	2.99274	278.431	0	3.57173e-027	1
7.28	278	16.6733	254.354	2.17886	252.175	0	1.81012e-027	1
7.29	232	15.2315	240.857	1.8541	239.003	0	1.2869e-027	1
7.31	192	13.8564	214.257	1.33534	212.921	0	6.48723e-028	1
7.33	175	13.2288	188.565	0.954804	187.61	0	3.25861e-028	1
7.34	153	12.3693	176.186	0.805192	175.381	0	2.30643e-028	1
7.36	171	13.0767	152.572	0.569533	152.003	0	1.15239e-028	1
7.37	128	11.3137	141.405	0.477697	140.927	0	8.13487e-029	1
7.39	142	11.9164	120.476	0.334248	120.142	0	4.04293e-029	1
7.41	114	10.6771	101.534	0.232193	101.302	0	2.00216e-029	1
7.42	92	9.59166	92.8303	0.193003	92.6373	0	1.40709e-029	1
7.44	89	9.43398	76.9642	0.13263	76.8315	0	6.93124e-030	1
7.45	78	8.83176	69.7922	0.109649	69.6826	0	4.85822e-030	1
7.47	66	8.12404	56.9218	0.0745383	56.8473	0	2.38041e-030	1
7.48	39	6.245	51.1953	0.0612902	51.134	0	1.66403e-030	1
7.5	40	6.32456	41.0736	0.0412157	41.0324	0	8.11005e-031	1
7.52	42	6.48074	32.5936	0.0275169	32.5661	0	3.93861e-031	1
7.53	29	5.38516	28.9154	0.0224229	28.893	0	2.74109e-031	1
7.55	26	5.09902	22.5708	0.0148089	22.556	0	1.32412e-031	1
7.56	22	4.69042	19.8595	0.0120023	19.8475	0	9.19079e-032	1
7.58	23	4.79583	15.2486	0.00784142	15.2408	0	4.41616e-032	1
7.6	19	4.3589	11.5803	0.00508615	11.5752	0	2.11443e-032	1
7.61	14	3.74166	10.0502	0.00408518	10.0461	0	1.46113e-032	1
7.63	7	2.64575	7.50766	0.00262121	7.50504	0	6.95865e-033	1
7.64	2	1.41421	6.46217	0.00209398	6.46008	0	4.79583e-033	1
7.66	6	2.44949	4.74838	0.00132911	4.74705	0	2.27188e-033	1
7.67	2	1.41421	4.05357	0.00105604	4.05252	0	1.56159e-033	1
7.69	5	2.23607	2.92982	0.000663078	2.92916	0	7.35826e-034	1
7.71	7	2.64575	2.09444	0.000413347	2.09402	0	3.45494e-034	1
7.72	4	2	1.76355	0.000325472	1.76323	0	2.36426e-034	1
7.74	4	2	1.24008	0.000200706	1.23988	0	1.1042e-034	1
7.75	3	1.73205	1.03559	0.000157184	1.03543	0	7.53604e-035	1
7.77	4	2	0.71628	9.58853e-005	0.716184	0	3.50091e-035	1
7.79	2	1.41421	0.490004	5.80712e-005	0.489946	0	1.6206e-035	1
7.8	4	2	0.403614	4.50702e-005	0.403569	0	1.10115e-035	1
7.82	3	1.73205	0.271591	2.70019e-005	0.271564	0	5.07021e-036	1
7.83	5	2.23607	0.22187	2.08435e-005	0.221849	0	3.43588e-036	1
7.85	4	2	0.146853	1.2353e-005	0.14684	0	1.57364e-036	1
7.86	7	2.64575	0.118982	9.48416e-006	0.118972	0	1.06356e-036	1
7.88	2	1.41421	0.0774633	5.5603e-006	0.0774578	0	4.84524e-037	1
7.9	1	1	0.0498807	3.2364e-006	0.0498775	0	2.19951e-037	1
7.91	5	2.23607	0.039862	2.46245e-006	0.0398595	0	1.47997e-037	1
7.93	2	1.41421	0.0252481	1.41784e-006	0.0252466	0	6.68268e-038	1
7.94	2	1.41421	0.0200111	1.07296e-006	0.02001	0	4.48457e-038	1
7.96	3	1.73205	0.0124673	6.1114e-007	0.0124667	0	2.01421e-038	1
7.97	4	2	0.00980009	4.59985e-007	0.00979963	0	1.34809e-038	1
7.99	1	1	0.00600569	2.59178e-007	0.00600543	0	6.02265e-039	1
8.01	3	1.73205	0.00364014	1.44983e-007	0.00363999	0	2.68111e-039	1
8.02	2	1.41421	0.0028223	1.08144e-007	0.00282219	0	1.78649e-039	1
8.04	2	1.41421	0.00168263	5.98435e-008	0.00168257	0	7.91068e-040	1
8.05	3	1.73205	0.00129387	4.43966e-008	0.00129382	0	5.25705e-040	1
8.07	3	1.73205	0.000758767	2.43031e-008	0.000758743	0	2.31548e-040	1
8.09	5	2.23607	0.000440096	1.32081e-008	0.000440083	0	1.01625e-040	1
8.1	2	1.41421	0.000333792	9.71075e-009	0.000333782	0	6.72356e-041	1
8.12	3	1.73205	0.000190435	5.22068e-009	0.00019043	0	2.93523e-041	1
8.13	1	1	0.000143249	3.81759e-009	0.000143245	0	1.93681e-041	1
8.15	1	1	8.03885e-005	2.0303e-009	8.03864e-005	0	8.41038e-042	1
8.16	2	1.41421	5.99726e-005	1.47663e-009	5.99712e-005	0	5.5348e-042	1
8.18	5	2.23607	3.31046e-005	7.76853e-010	3.31038e-005	0	2.39066e-042	1
8.2	3	1.73205	1.80736e-005	4.05762e-010	1.80732e-005	0	1.02894e-042	1
8.21	4	2	1.32993e-005	2.92457e-010	1.32991e-005	0	6.7414e-043	1
8.23	1	1	7.14197e-006	1.5111e-010	7.14182e-006	0	2.88609e-043	1
8.24	3	1.73205	5.21219e-006	1.08326e-010	5.21208e-006	0	1.88587e-043	1
8.26	3	1.73205	2.75321e-006	5.53679e-011	2.75316e-006	0	8.03076e-044	1
8.28	1	1	1.4384e-006	2.80963e-011	1.43838e-006	0	3.40769e-044	1
8.29	6	2.44949	1.0354e-006	1.99604e-011	1.03538e-006	0	2.21683e-044	1
8.31	0	1	5.32086e-007	1.00198e-011	5.32076e-007	0	9.3567e-045	1
8.32	1	1	3.79862e-007	7.07988e-012	3.79855e-007	0	6.0707e-045	1
8.34	4	2	1.92013e-007	3.5157e-012	1.92009e-007	0	2.54868e-045	1
8.35	4	2	1.35953e-007	2.47075e-012	1.35951e-007	0	1.6492e-045	1
8.37	2	1.41421	6.75968e-008	1.2137e-012	6.75956e-008	0	6.8871e-046	1
8.39	2	1.41421	3.32417e-008	5.91912e-013	3.32411e-008	0	2.86586e-046	1
8.4	1	1	2.32151e-008	4.12244e-013	2.32147e-008	0	1.84623e-046	1
8.42	0	1	1.12295e-008	1.98883e-013	1.12293e-008	0	7.64175e-047	1
8.43	0	1	7.77789e-009	1.37767e-013	7.77775e-009	0	4.90984e-047	1
8.45	1	1	3.70069e-009	6.57483e-014	3.70062e-009	0	2.02143e-047	1
8.47	0	1	1.7415e-009	3.11523e-014	1.74147e-009	0	8.29294e-048	1
8.48	4	2	1.18974e-009	2.13854e-014	1.18972e-009	0	5.30462e-048	1
8.5	3	1.73205	5.50715e-010	1.00235e-014	5.50705e-010	0	2.16466e-048	1
8.51	4	2	3.7314e-010	6.84375e-015	3.73133e-010	0	1.38095e-048	1
8.53	1	1	1.69894e-010	3.17317e-015	1.6989e-010	0	5.60533e-049	1
8.54	2	1.41421	1.14166e-010	2.15485e-015	1.14164e-010	0	3.56643e-049	1
8.56	0	1	5.11299e-011	9.88355e-016	5.11289e-011	0	1.43993e-049	1
8.58	0	1	2.26482e-011	4.50063e-016	2.26477e-011	0	5.79305e-050	1
8.59	2	1.41421	1.50114e-011	3.02885e-016	1.50111e-011	0	3.66954e-050	1
8.61	3	1.73205	6.54049e-012	1.36438e-016	6.54035e-012	0	1.46846e-050	1
8.62	2	1.41421	4.29945e-012	9.13247e-017	4.29936e-012	0	9.27707e-051	1
8.64	1	1	1.84262e-012	4.06952e-017	1.84258e-012	0	3.69274e-051	1
8.66	2	1.41421	7.81048e-013	1.80037e-017	7.8103e-013	0	1.46469e-051	1
8.67	4	2	5.06416e-013	1.19425e-017	5.06404e-013	0	9.2122e-052	1
8.69	1	1	2.11146e-013	5.22651e-018	2.1114e-013	0	3.6345e-052	1
8.7	1	1	1.35777e-013	3.44821e-018	1.35774e-013	0	2.27986e-052	1
8.72	1	1	5.56845e-014	1.49282e-018	5.5683e-014	0	8.94696e-053	1
8.73	1	1	3.55137e-014	9.79574e-019	3.55127e-014	0	5.59733e-053	1
8.75	2	1.41421	1.43263e-014	4.19514e-019	1.43259e-014	0	2.18492e-053	1
8.77	2	1.41421	5.71602e-015	1.7837e-019	5.71584e-015	0	8.49859e-054	1
8.78	1	1	3.59568e-015	1.15993e-019	3.59557e-015	0	5.29327e-054	1
8.8	1	1	1.41115e-015	4.8787e-020	1.4111e-015	0	2.04796e-054	1
8.81	0	1	8.80393e-016	3.15547e-020	8.80361e-016	0	1.27216e-054	1
8.83	1	1	3.3986e-016	1.3129e-020	3.39847e-016	0	4.89583e-055	1
8.85	1	1	1.29761e-016	5.42331e-021	1.29756e-016	0	1.87745e-055	1
8.86	2	1.41421	7.985e-017	3.47621e-021	7.98465e-017	0	1.16107e-055	1
8.88	3	1.73205	2.99883e-017	1.42048e-021	2.99869e-017	0	4.42882e-056	1
8.89	2	1.41421	1.8302e-017	9.05575e-022	1.83011e-017	0	2.73164e-056	1
8.91	1	1	6.76093e-018	3.66059e-022	6.76057e-018	0	1.03642e-056	1
8.92	4	2	4.09231e-018	2.32107e-022	4.09208e-018	0	6.37552e-057	1
8.94	5	2.23607	1.487e-018	9.28137e-023	1.4869e-018	0	2.40611e-057	1
8.96	2	1.41421	5.34407e-019	3.68468e-023	5.3437e-019	0	9.04844e-058	1
8.97	2	1.41421	3.19052e-019	2.31536e-023	3.19029e-019	0	5.54146e-058	1
8.99	2	1.41421	1.12786e-019	9.09292e-024	1.12777e-019	0	2.07285e-058	1
9	0	1	6.67824e-020	5.6829e-024	6.67767e-020	0	1.26608e-058	1
9.02	2	1.41421	2.32214e-020	2.20776e-024	2.32192e-020	0	4.71076e-059	1
9.03	3	1.73205	1.36367e-020	1.37236e-024	1.36354e-020	0	2.86964e-059	1
9.05	4	2	4.66413e-021	5.27408e-025	4.66361e-021	0	1.06205e-059	1
9.07	3	1.73205	1.5778e-021	2.01229e-025	1.5776e-021	0	3.91668e-060	1
9.08	2	1.41421	9.13908e-022	1.23961e-025	9.13784e-022	0	2.37534e-060	1
9.1	1	1	3.04101e-022	4.67871e-026	3.04054e-022	0	8.71338e-061	1
9.11	2	1.41421	1.74696e-022	2.86663e-026	1.74668e-022	0	5.27033e-061	1
9.13	3	1.73205	5.71785e-023	1.07031e-026	5.71678e-023	0	1.92302e-061	1
9.15	1	1	1.85099e-023	3.96744e-027	1.8506e-023	0	6.99178e-062	1
9.16	4	2	1.04882e-023	2.40899e-027	1.04858e-023	0	4.21028e-062	1
9.18	1	1	3.3397e-024	8.83353e-028	3.33881e-024	0	1.52265e-062	1
9.19	0	1	1.87681e-024	5.33468e-028	1.87627e-024	0	9.14467e-063	1
9.21	1	1	5.87845e-025	1.9351e-028	5.87651e-025	0	3.28961e-063	1
9.22	0	1	3.27637e-025	1.16232e-028	3.27521e-025	0	1.9704e-063	1
9.24	4	2	1.00943e-025	4.17079e-029	1.00901e-025	0	7.05044e-064	1
9.26	2	1.41421	3.07596e-026	1.48585e-029	3.07448e-026	0	2.51383e-064	1
9.27	6	2.44949	1.691e-026	8.84462e-030	1.69012e-026	0	1.49905e-064	1
9.29	3	1.73205	5.06866e-027	3.11697e-030	5.06554e-027	0	5.31647e-065	1
9.3	4	2	2.76362e-027	1.84537e-030	2.76177e-027	0	3.1619e-065	1
9.32	1	1	8.14837e-028	6.43333e-031	8.14193e-028	0	1.11542e-065	1
9.34	4	2	2.37627e-028	2.22665e-031	2.37404e-028	0	3.92094e-066	1
9.35	3	1.73205	1.27797e-028	1.30642e-031	1.27667e-028	0	2.3216e-066	1
9.37	3	1.73205	3.66606e-029	4.47297e-032	3.66159e-029	0	8.1175e-067	1
9.38	5	2.23607	1.95548e-029	2.61022e-032	1.95287e-029	0	4.7936e-067	1
9.4	2	1.41421	5.51817e-030	8.8407e-033	5.50933e-030	0	1.66719e-067	1
9.41	7	2.64575	2.91933e-030	5.13116e-033	2.91419e-030	0	9.81899e-068	1
9.43	4	2	8.10395e-031	1.71918e-033	8.08676e-031	0	3.39684e-068	1
9.45	1	1	2.2252e-031	5.71865e-034	2.21948e-031	0	1.17096e-068	1
9.46	4	2	1.16126e-031	3.2893e-034	1.15797e-031	0	6.86587e-069	1
9.48	2	1.41421	3.13696e-032	1.08236e-034	3.12613e-032	0	2.35422e-069	1
9.49	3	1.73205	1.62379e-032	6.19198e-035	1.6176e-032	0	1.37672e-069	1
9.51	1	1	4.31562e-033	2.01555e-035	4.29547e-033	0	4.69552e-070	1
9.53	1	1	1.13468e-033	6.51364e-036	1.12816e-033	0	1.5958e-070	1
9.54	2	1.41421	5.79479e-034	3.69286e-036	5.75786e-034	0	9.29071e-071	1
9.56	1	1	1.4993e-034	1.18056e-036	1.48749e-034	0	3.14073e-071	1
9.57	3	1.73205	7.59595e-035	6.65698e-037	7.52938e-035	0	1.82366e-071	1
9.59	0	1	1.93436e-035	2.10523e-037	1.91331e-035	0	6.13214e-072	1
9.6	2	1.41421	9.72323e-036	1.18069e-037	9.60517e-036	0	3.55114e-072	1
9.62	4	2	2.43777e-036	3.69366e-038	2.40083e-036	0	1.18774e-072	1
9.64	6	2.44949	6.04998e-037	1.14721e-038	5.93526e-037	0	3.95853e-073	1
9.65	0	1	3.00267e-037	6.37615e-039	2.93891e-037	0	2.28224e-073	1
9.67	1	1	7.34245e-038	1.95903e-039	7.14655e-038	0	7.56589e-074	1
9.68	5	2.23607	3.61791e-038	1.08294e-039	3.50961e-038	0	4.35041e-074	1
9.7	1	1	8.72375e-039	3.29143e-040	8.39461e-039	0	1.43455e-074	1
9.72	1	1	2.08524e-039	9.93179e-041	1.98593e-039	0	4.71365e-075	1
9.73	1	1	1.01636e-039	5.44094e-041	9.61949e-040	0	2.69836e-075	1
9.75	1	1	2.40086e-040	1.6241e-041	2.23844e-040	0	8.81917e-076	1
9.76	2	1.41421	1.16385e-040	8.84929e-042	1.07535e-040	0	5.03516e-076	1
9.78	0	1	2.72268e-041	2.61304e-042	2.46137e-041	0	1.63692e-076	1
9.79	1	1	1.31434e-041	1.41608e-042	1.17273e-041	0	9.32086e-077	1
9.81	1	1	3.05396e-042	4.1364e-043	2.64032e-042	0	3.01409e-077	1
9.83	2	1.41421	7.07898e-043	1.19956e-043	5.87942e-043	0	9.71214e-078	1
9.84	2	1.41421	3.40724e-043	6.44236e-044	2.76301e-043	0	5.50574e-078	1
9.86	2	1.41421	7.90007e-044	1.84816e-044	6.05191e-044	0	1.76465e-078	1
9.87	0	1	3.80791e-044	9.87217e-045	2.82069e-044	0	9.97708e-079	1
9.89	0	1	8.87871e-045	2.80159e-045	6.07712e-045	0	3.18078e-079	1
9.91	3	1.73205	2.08431e-045	7.89337e-046	1.29497e-045	0	1.01047e-079	1
9.92	1	1	1.01316e-045	4.17845e-046	5.9532e-046	0	5.68771e-080	1
9.94	1	1	2.41238e-046	1.16458e-046	1.2478e-046	0	1.79726e-080	1
9.95	5	2.23607	1.18207e-046	6.13156e-047	5.68919e-047	0	1.00895e-080	1
9.97	1	1	2.86347e-047	1.69053e-047	1.17294e-047	0	3.17125e-081	1
9.98	3	1.73205	1.41566e-047	8.85261e-048	5.30394e-048	0	1.77555e-081	1
10	4	2	3.49007e-048	2.41446e-048	1.07562e-048	0	5.5511e-082	1
10.02	2	1.41421	8.69523e-049	6.53781e-049	2.15743e-049	0	1.72935e-082	1
10.03	2	1.41421	4.35507e-049	3.39283e-049	9.62241e-050	0	9.63954e-083	1
10.05	2	1.41421	1.09865e-049	9.08808e-050	1.89843e-050	0	2.98708e-083	1
10.06	4	2	5.53061e-050	4.69084e-050	8.39767e-051	0	1.66059e-083	1
10.08	2	1.41421	1.40593e-050	1.24296e-050	1.62968e-051	0	5.11847e-084	1
10.1	0	1	3.58265e-051	3.26985e-051	3.12799e-052	0	1.57208e-084	1
10.11	3	1.73205	1.80906e-051	1.67258e-051	1.36476e-052	0	8.70087e-085	1
10.13	0	1	4.61034e-052	4.35267e-052	2.57662e-053	0	2.65817e-085	1
10.14	9	3	2.32594e-052	2.21444e-052	1.11495e-053	0	1.46729e-085	1
10.16	5	2.23607	5.90777e-053	5.70071e-053	2.07054e-054	0	4.45883e-086	1
10.17	3	1.73205	2.97346e-053	2.8846e-053	8.88599e-055	0	2.45469e-086	1
10.19	3	1.73205	7.50826e-054	7.34594e-054	1.62317e-055	0	7.41974e-087	1
10.21	8	2.82843	1.88659e-054	1.85727e-054	2.93255e-056	0	2.2348e-087	1
10.22	1	1	9.4376e-055	9.31347e-055	1.24135e-056	0	1.22486e-087	1
10.24	4	2	2.35141e-055	2.32935e-055	2.206e-057	0	3.66963e-088	1
10.25	3	1.73205	1.17103e-055	1.16177e-055	9.26124e-058	0	2.00591e-088	1
10.27	2	1.41421	2.89055e-056	2.87436e-056	1.61887e-058	0	5.9777e-089	1
10.28	3	1.73205	1.43259e-056	1.42585e-056	6.74051e-059	0	3.25887e-089	1
10.3	1	1	3.50132e-057	3.48973e-057	1.15896e-059	0	9.65997e-090	1
10.32	0	1	8.49928e-058	8.47957e-058	1.9709e-060	0	2.85326e-090	1
10.33	2	1.41421	4.17668e-058	4.16859e-058	8.09413e-061	0	1.54863e-090	1
10.35	4	2	1.00335e-058	1.002e-058	1.35394e-061	0	4.54987e-091	1
10.36	2	1.41421	4.90478e-059	4.89927e-059	5.51468e-062	0	2.4629e-091	1
10.38	8	2.82843	1.16586e-059	1.16495e-059	9.07361e-063	0	7.19757e-092	1
10.4	5	2.23607	2.75157e-060	2.75009e-060	1.47659e-063	0	2.09596e-092	1
10.41	2	1.41421	1.33317e-060	1.33257e-060	5.93212e-064	0	1.12954e-092	1
10.43	2	1.41421	3.11287e-061	3.11192e-061	9.4956e-065	0	3.27178e-093	1
10.44	6	2.44949	1.50014e-061	1.49976e-061	3.78344e-065	0	1.75852e-093	1
10.46	4	2	3.46521e-062	3.46462e-062	5.95705e-066	0	5.06659e-094	1
10.47	5	2.23607	1.66096e-062	1.66072e-062	2.35402e-066	0	2.71595e-094	1
10.49	5	2.23607	3.7955e-063	3.79514e-063	3.64575e-067	0	7.78353e-095	1
10.51	3	1.73205	8.61095e-064	8.6104e-064	5.5845e-068	0	2.22274e-095	1
10.52	3	1.73205	4.09042e-064	4.09021e-064	2.17666e-068	0	1.18622e-095	1
10.54	3	1.73205	9.18022e-065	9.17989e-065	3.27959e-069	0	3.3695e-096	1
10.55	4	2	4.33731e-065	4.33719e-065	1.26777e-069	0	1.79344e-096	1
10.57	2	1.41421	9.62955e-066	9.62936e-066	1.8789e-070	0	5.06723e-097	1
10.59	3	1.73205	2.12255e-066	2.12252e-066	2.75413e-071	0	1.42664e-097	1
10.6	2	1.41421	9.93819e-067	9.93808e-067	1.05011e-071	0	7.55972e-098	1
10.62	2	1.41421	2.16699e-067	2.16697e-067	1.51407e-072	0	2.11706e-098	1
10.63	2	1.41421	1.00915e-067	1.00914e-067	5.72547e-073	0	1.11885e-098	1
10.65	1	1	2.17672e-068	2.17671e-068	8.12e-074	0	3.11663e-099	1
10.66	2	1.41421	1.00821e-068	1.00821e-068	3.04535e-074	0	1.64272e-099	1
10.68	1	1	2.15127e-069	2.15127e-069	4.24828e-075	0	4.5516e-100	1
10.7	1	1	4.55726e-070	4.55726e-070	5.86153e-076	0	1.25667e-100	1
10.71	4	2	2.09186e-070	2.09186e-070	2.16829e-076	0	6.59438e-101	1
10.73	0	1	4.38368e-071	4.38368e-071	2.94271e-077	0	1.811e-101	1
10.74	6	2.44949	2.00132e-071	2.00132e-071	1.07962e-077	0	9.4779e-102	1
10.76	2	1.41421	4.14877e-072	4.14877e-072	1.44123e-078	0	2.58907e-102	1
10.78	2	1.41421	8.53861e-073	8.5386e-073	1.90289e-079	0	7.04744e-103	1
10.79	3	1.73205	3.86318e-073	3.86318e-073	6.88594e-080	0	3.67195e-103	1
10.81	4	2	7.8652e-074	7.8652e-074	8.94288e-081	0	9.94195e-104	1
10.82	4	2	3.53929e-074	3.53929e-074	3.20954e-081	0	5.16631e-104	1
10.84	3	1.73205	7.12817e-075	7.12817e-075	4.10004e-082	0	1.39137e-104	1
10.85	5	2.23607	3.19031e-075	3.19031e-075	1.45938e-082	0	7.21096e-105	1
10.87	3	1.73205	6.35611e-076	6.35611e-076	1.83378e-083	0	1.9317e-105	1
10.89	9	3	1.25723e-076	1.25723e-076	2.27901e-084	0	5.15638e-106	1
10.9	1	1	5.57636e-077	5.57636e-077	8.00116e-085	0	2.66053e-106	1
10.92	1	1	1.09112e-077	1.09112e-077	9.781e-086	0	7.06414e-107	1
10.93	5	2.23607	4.81343e-078	4.81343e-078	3.4057e-086	0	3.63518e-107	1
10.95	1	1	9.31691e-079	9.31691e-079	4.09514e-087	0	9.60071e-108	1
10.97	4	2	1.79041e-079	1.79041e-079	4.87025e-088	0	2.52661e-108	1
10.98	5	2.23607	7.82742e-080	7.82742e-080	1.67263e-088	0	1.29442e-108	1
11	2	1.41421	1.48798e-080	1.48798e-080	1.95666e-089	0	3.38842e-109	1
11.01	2	1.41421	6.47009e-081	6.47009e-081	6.66471e-090	0	1.73133e-109	1
11.03	1	1	1.21671e-081	1.21671e-081	7.66881e-091	0	4.50802e-110	1
11.04	3	1.73205	5.26197e-082	5.26197e-082	2.59065e-091	0	2.29726e-110	1
