# exported by fityk 0.8.7
#3-Cu:x	3-Cu:y	3-Cu:s	3-Cu:F(x)	3-Cu:%_1(x)	3-Cu:%_2(x)	3-Cu:a
6.68	55	7.4162	0.000549263	0.000549263	1.06364e-021	1
6.69	49	7	0.000699029	0.000699029	1.75239e-021	1
6.71	46	6.78233	0.001126	0.001126	4.72422e-021	1
6.73	58	7.61577	0.00180051	0.00180051	1.26203e-020	1
6.74	36	6	0.00227054	0.00227054	2.05569e-020	1
6.76	46	6.78233	0.00359096	0.00359096	5.41701e-020	1
6.77	49	7	0.00450358	0.00450358	8.76347e-020	1
6.79	61	7.81025	0.00704472	0.00704472	2.27793e-019	1
6.8	38	6.16441	0.00878663	0.00878663	3.66005e-019	1
6.82	48	6.9282	0.0135942	0.0135942	9.38452e-019	1
6.84	42	6.48074	0.0208784	0.0208784	2.3844e-018	1
6.85	67	8.18535	0.0258034	0.0258034	3.78771e-018	1
6.87	36	6	0.0391965	0.0391965	9.49301e-018	1
6.88	64	8	0.0481768	0.0481768	1.49773e-017	1
6.9	40	6.32456	0.0723822	0.0723822	3.70273e-017	1
6.91	48	6.9282	0.0884779	0.0884779	5.80205e-017	1
6.93	52	7.2111	0.131478	0.131478	1.41492e-016	1
6.95	49	7	0.193949	0.193949	3.41918e-016	1
6.96	58	7.61577	0.234915	0.234915	5.29704e-016	1
6.98	38	6.16441	0.342743	0.342743	1.26266e-015	1
6.99	48	6.9282	0.41286	0.41286	1.94279e-015	1
7.01	58	7.61577	0.595779	0.595779	4.56815e-015	1
7.03	55	7.4162	0.85346	0.85346	1.06437e-014	1
7.04	57	7.54983	1.01868	1.01868	1.61915e-014	1
7.06	42	6.48074	1.44331	1.44331	3.72137e-014	1
7.07	58	7.61577	1.71328	1.71328	5.62245e-014	1
7.09	50	7.07107	2.4009	2.4009	1.27469e-013	1
7.1	63	7.93725	2.83435	2.83435	1.91274e-013	1
7.12	52	7.2111	3.92847	3.92847	4.27755e-013	1
7.14	48	6.9282	5.40518	5.40518	9.47926e-013	1
7.15	59	7.68115	6.32279	6.32279	1.4063e-012	1
7.17	70	8.3666	8.60438	8.60438	3.07411e-012	1
7.18	68	8.24621	10.0099	10.0099	4.52956e-012	1
7.2	61	7.81025	13.473	13.473	9.76692e-012	1
7.22	75	8.66025	18.0018	18.0018	2.08689e-011	1
7.23	63	7.93725	20.7514	20.7514	3.04009e-011	1
7.25	81	9	27.4234	27.4234	6.40754e-011	1
7.26	88	9.38083	31.4387	31.4387	9.27062e-011	1
7.28	102	10.0995	41.0926	41.0926	1.92741e-010	1
7.29	108	10.3923	46.851	46.851	2.76963e-010	1
7.31	107	10.3441	60.5677	60.5677	5.68001e-010	1
7.33	131	11.4455	77.7284	77.7284	1.15429e-009	1
7.34	132	11.4891	87.8123	87.8123	1.63989e-009	1
7.36	164	12.8062	111.46	111.46	3.28734e-009	1
7.37	159	12.6095	125.229	125.229	4.63847e-009	1
7.39	184	13.5647	157.214	157.214	9.17202e-009	1
7.41	240	15.4919	195.927	195.927	1.7972e-008	1
7.42	234	15.2971	218.124	218.124	2.50713e-008	1
7.44	299	17.2916	268.862	268.862	4.84584e-008	1
7.45	322	17.9444	297.679	297.679	6.714e-008	1
7.47	376	19.3907	362.911	362.911	1.28007e-007	1
7.48	451	21.2368	399.605	399.605	1.76148e-007	1
7.5	423	20.567	481.844	481.844	3.31278e-007	1
7.52	588	24.2487	576.763	576.763	6.17374e-007	1
7.53	598	24.454	629.287	629.287	8.39927e-007	1
7.55	737	27.1477	745.013	745.013	1.54404e-006	1
7.56	832	28.8444	808.402	808.402	2.08633e-006	1
7.58	877	29.6142	946.6	946.6	3.78322e-006	1
7.6	978	31.273	1100.33	1100.33	6.798e-006	1
7.61	1242	35.242	1183.06	1183.06	9.08148e-006	1
7.63	1237	35.171	1360.14	1360.14	1.60967e-005	1
7.64	1368	36.9865	1454.39	1454.39	2.13571e-005	1
7.66	1516	38.9358	1653.8	1653.8	3.7341e-005	1
7.67	1771	42.0833	1758.7	1758.7	4.92064e-005	1
7.69	1857	43.0929	1977.96	1977.96	8.48644e-005	1
7.71	2076	45.5631	2208.32	2208.32	0.000145034	1
7.72	2436	49.3559	2326.96	2326.96	0.000188955	1
7.74	2508	50.0799	2569.55	2569.55	0.000318539	1
7.75	2436	49.3559	2692.75	2692.75	0.000412175	1
7.77	3043	55.1634	2940.95	2940.95	0.000685407	1
7.79	2956	54.3691	3188.57	3188.56	0.00112942	1
7.8	3350	57.8792	3310.97	3310.97	0.00144486	1
7.82	3450	58.7367	3550.48	3550.47	0.00234852	1
7.83	3586	59.8832	3666.56	3666.55	0.00298397	1
7.85	3837	61.9435	3888.79	3888.78	0.00478438	1
7.86	4552	67.4685	3993.91	3993.9	0.00603749	1
7.88	3669	60.5723	4189.65	4189.64	0.00954879	1
7.9	4345	65.9166	4362.89	4362.88	0.0149652	1
7.91	4399	66.325	4439.95	4439.94	0.0186708	1
7.93	4583	67.6979	4572.98	4572.95	0.028864	1
7.94	4834	69.527	4628.24	4628.2	0.0357659	1
7.96	4593	67.7717	4714.78	4714.72	0.0545412	1
7.97	5028	70.9084	4745.59	4745.52	0.0671225	1
7.99	4800	69.282	4781.46	4781.36	0.100968	1
8.01	4648	68.1762	4782.44	4782.29	0.150502	1
8.02	5091	71.3512	4769.8	4769.62	0.18312	1
8.04	4614	67.9264	4718.63	4718.36	0.26925	1
8.05	4643	68.1396	4680.39	4680.06	0.325372	1
8.07	4859	69.7065	4579.61	4579.13	0.471912	1
8.09	4617	67.9485	4448.34	4447.66	0.678238	1
8.1	4520	67.2309	4372.12	4371.31	0.810323	1
8.12	4881	69.8642	4200.51	4199.36	1.14879	1
8.13	3780	61.4817	4106.01	4104.64	1.36316	1
8.15	4029	63.4744	3901.97	3900.06	1.9063	1
8.16	3903	62.474	3793.44	3791.19	2.24661	1
8.18	3872	62.2254	3565.93	3562.84	3.09909	1
8.2	3410	58.3952	3328.01	3323.78	4.23623	1
8.21	3084	55.5338	3206.45	3201.52	4.93592	1
8.23	3154	56.1605	2960.69	2954.04	6.65542	1
8.24	2736	52.3068	2837.48	2829.78	7.70184	1
8.26	2621	51.1957	2592.72	2582.48	10.2439	1
8.28	2470	49.6991	2353.08	2339.58	13.5012	1
8.29	2182	46.7119	2236.16	2220.72	15.447	1
8.31	2117	46.0109	2009.92	1989.84	20.0823	1
8.32	1817	42.6263	1901.21	1878.39	22.82	1
8.34	1677	40.9512	1693.96	1664.69	29.2649	1
8.35	1535	39.1791	1595.87	1562.84	33.0277	1
8.37	1368	36.9865	1411.67	1369.89	41.7804	1
8.39	1033	32.1403	1244.37	1192	52.3729	1
8.4	1066	32.6497	1167.29	1108.86	58.4372	1
8.42	1019	31.9218	1026.56	954.307	72.2579	1
8.43	870	29.4958	962.953	882.878	80.0753	1
8.45	867	29.4449	849.183	751.514	97.6687	1
8.47	683	26.1343	753.07	635.023	118.047	1
8.48	681	26.096	711.468	582.133	129.336	1
8.5	615	24.7992	640.715	486.518	154.197	1
8.51	595	24.3926	611.343	443.551	167.792	1
8.53	576	24	563.973	366.643	197.33	1
8.54	475	21.7945	545.694	332.43	213.264	1
8.56	470	21.6795	519.185	271.785	247.4	1
8.58	509	22.561	504.976	220.58	284.396	1
8.59	526	22.9347	502.051	198.172	303.879	1
8.61	536	23.1517	503.652	159.077	344.575	1
8.62	585	24.1868	507.805	142.133	365.672	1
8.64	531	23.0434	521.859	112.846	409.013	1
8.66	569	23.8537	542.278	88.9384	453.34	1
8.67	561	23.6854	554.385	78.7405	475.644	1
8.69	595	24.3926	581.412	61.38	520.032	1
8.7	648	25.4558	595.944	54.044	541.9	1
8.72	597	24.4336	626.092	41.6678	584.424	1
8.73	676	26	641.337	36.4866	604.851	1
8.75	735	27.1109	671.279	27.8234	643.455	1
8.77	627	25.04	699.375	21.0622	678.312	1
8.78	766	27.6767	712.341	18.2749	694.066	1
8.8	759	27.55	735.41	13.6827	721.728	1
8.81	768	27.7128	745.264	11.807	733.457	1
8.83	767	27.6948	761.074	8.74338	752.331	1
8.85	756	27.4955	771.114	6.42742	764.687	1
8.86	760	27.5681	773.805	5.49568	768.31	1
8.88	904	30.0666	774.318	3.99579	770.322	1
8.89	613	24.7588	772.096	3.39781	768.698	1
8.91	768	27.7128	762.688	2.44346	760.245	1
8.92	724	26.9072	755.539	2.06639	753.472	1
8.94	760	27.5681	736.535	1.46975	735.066	1
8.96	736	27.1293	711.639	1.03774	710.601	1
8.97	661	25.7099	697.161	0.869595	696.291	1
8.99	677	26.0192	664.583	0.607277	663.975	1
9	642	25.3377	646.678	0.506089	646.172	1
9.02	561	23.6854	608.163	0.349559	607.813	1
9.03	603	24.5561	587.774	0.289717	587.485	1
9.05	533	23.0868	545.303	0.197921	545.105	1
9.07	492	22.1811	501.327	0.134222	501.193	1
9.08	484	22	479.052	0.110229	478.941	1
9.1	414	20.347	434.452	0.0739359	434.378	1
9.11	375	19.3649	412.325	0.0603866	412.265	1
9.13	415	20.3715	368.868	0.040061	368.828	1
9.15	315	17.7482	326.999	0.0263827	326.973	1
9.16	336	18.3303	306.832	0.0213513	306.811	1
9.18	289	17	268.314	0.0139074	268.3	1
9.19	256	16	250.052	0.0111934	250.041	1
9.21	221	14.8661	215.693	0.00721124	215.686	1
9.22	193	13.8924	199.643	0.00577216	199.637	1
9.24	195	13.9642	169.873	0.00367797	169.869	1
9.26	144	12	143.23	0.00232645	143.228	1
9.27	127	11.2694	131.07	0.0018452	131.069	1
9.29	118	10.8628	109.013	0.00115439	109.012	1
9.3	90	9.48683	99.0785	0.000910573	99.0775	1
9.32	83	9.11043	81.2856	0.000563441	81.2851	1
9.34	79	8.88819	66.083	0.000346098	66.0826	1
9.35	59	7.68115	59.3804	0.000270508	59.3801	1
9.37	48	6.9282	47.619	0.000164344	47.6188	1
9.38	59	7.68115	42.4976	0.000127746	42.4974	1
9.4	25	5	33.6173	7.67619e-005	33.6172	1
9.41	20	4.47214	29.7974	5.93404e-005	29.7973	1
9.43	31	5.56776	23.2508	3.52674e-005	23.2508	1
9.45	15	3.87298	17.9779	2.08071e-005	17.9779	1
9.46	15	3.87298	15.7545	1.59381e-005	15.7545	1
9.48	8	2.82843	12.0162	9.30034e-006	12.0162	1
9.49	14	3.74166	10.4584	7.08494e-006	10.4584	1
9.51	8	2.82843	7.86843	4.08905e-006	7.86842	1
9.53	9	3	5.86614	2.34274e-006	5.86614	1
9.54	7	2.64575	5.04778	1.76841e-006	5.04778	1
9.56	5	2.23607	3.71216	1.00209e-006	3.71216	1
9.57	3	1.73205	3.17252	7.52277e-007	3.17252	1
9.59	4	2	2.3014	4.21627e-007	2.3014	1
9.6	3	1.73205	1.95345	3.14782e-007	1.95345	1
9.62	3	1.73205	1.39782	1.74496e-007	1.39782	1
9.64	3	1.73205	0.991151	9.6023e-008	0.991151	1
9.65	2	1.41421	0.831764	7.10357e-008	0.831764	1
9.67	3	1.73205	0.58177	3.86626e-008	0.58177	1
9.68	1	1	0.484889	2.84449e-008	0.484889	1
9.7	2	1.41421	0.334545	1.53124e-008	0.334545	1
9.72	3	1.73205	0.228722	8.18273e-009	0.228722	1
9.73	0	1	0.188473	5.96529e-009	0.188473	1
9.75	3	1.73205	0.127105	3.1529e-009	0.127105	1
9.76	3	1.73205	0.104025	2.28589e-009	0.104025	1
9.78	4	2	0.069201	1.19497e-009	0.069201	1
9.79	0	1	0.0562491	8.61621e-010	0.0562491	1
9.81	1	1	0.0369108	4.45495e-010	0.0369108	1
9.83	2	1.41421	0.0240011	2.28658e-010	0.0240011	1
9.84	1	1	0.0192879	1.63367e-010	0.0192879	1
9.86	3	1.73205	0.0123716	8.29336e-011	0.0123716	1
9.87	2	1.41421	0.00987438	5.89278e-011	0.00987438	1
9.89	6	2.44949	0.00624756	2.95877e-011	0.00624756	1
9.91	3	1.73205	0.00391699	1.47475e-011	0.00391699	1
9.92	0	1	0.00309093	1.03831e-011	0.00309093	1
9.94	4	2	0.00191158	5.11869e-012	0.00191158	1
9.95	2	1.41421	0.00149816	3.58411e-012	0.00149816	1
9.97	3	1.73205	0.00091395	1.74758e-012	0.00091395	1
9.98	3	1.73205	0.00071141	1.21694e-012	0.00071141	1
10	1	1	0.0004281	5.86879e-013	0.0004281	1
10.02	1	1	0.000255277	2.8096e-013	0.000255277	1
10.03	2	1.41421	0.000196454	1.93864e-013	0.000196454	1
10.05	4	2	0.000115555	9.17946e-014	0.000115555	1
10.06	1	1	8.83218e-005	6.29916e-014	8.83218e-005	1
10.08	4	2	5.12456e-005	2.95003e-014	5.12456e-005	1
10.1	2	1.41421	2.94637e-005	1.37147e-014	2.94637e-005	1
10.11	4	2	2.22647e-005	9.32549e-015	2.22647e-005	1
10.13	4	2	1.26272e-005	4.288e-015	1.26272e-005	1
10.14	3	1.73205	9.47697e-006	2.8997e-015	9.47697e-006	1
10.16	5	2.23607	5.30179e-006	1.31874e-015	5.30179e-006	1
10.17	6	2.44949	3.95197e-006	8.86891e-016	3.95197e-006	1
10.19	3	1.73205	2.18086e-006	3.98935e-016	2.18086e-006	1
10.21	5	2.23607	1.19257e-006	1.78135e-016	1.19257e-006	1
10.22	5	2.23607	8.78872e-007	1.18708e-016	8.78872e-007	1
10.24	3	1.73205	4.74069e-007	5.24265e-017	4.74069e-007	1
10.25	2	1.41421	3.46989e-007	3.4745e-017	3.46989e-007	1
10.27	5	2.23607	1.84626e-007	1.51771e-017	1.84626e-007	1
10.28	4	2	1.34214e-007	1.00033e-017	1.34214e-007	1
10.3	3	1.73205	7.04426e-008	4.32177e-018	7.04426e-008	1
10.32	5	2.23607	3.66366e-008	1.85352e-018	3.66366e-008	1
10.33	5	2.23607	2.63312e-008	1.21052e-018	2.63312e-008	1
10.35	1	1	1.35086e-008	5.1349e-019	1.35086e-008	1
10.36	4	2	9.64267e-009	3.33517e-019	9.64267e-009	1
10.38	8	2.82843	4.87978e-009	1.39927e-019	4.87978e-009	1
10.4	4	2	2.44705e-009	5.82776e-020	2.44705e-009	1
10.41	9	3	1.72695e-009	3.75066e-020	1.72695e-009	1
10.43	3	1.73205	8.5425e-010	1.54501e-020	8.5425e-010	1
10.44	2	1.41421	5.98759e-010	9.88894e-021	5.98759e-010	1
10.46	3	1.73205	2.92158e-010	4.029e-021	2.92158e-010	1
10.47	1	1	2.03384e-010	2.56465e-021	2.03384e-010	1
10.49	3	1.73205	9.78912e-011	1.03347e-021	9.78912e-011	1
10.51	4	2	4.66887e-011	4.13417e-022	4.66887e-011	1
10.52	9	3	3.21337e-011	2.60758e-022	3.21337e-011	1
10.54	3	1.73205	1.51179e-011	1.03169e-022	1.51179e-011	1
10.55	3	1.73205	1.03341e-011	6.47161e-023	1.03341e-011	1
10.57	2	1.41421	4.79581e-012	2.5325e-023	4.79581e-012	1
10.59	8	2.82843	2.20543e-012	9.83787e-024	2.20543e-012	1
10.6	4	2	1.49047e-012	6.11481e-024	1.49047e-012	1
10.62	4	2	6.7611e-013	2.34941e-024	6.7611e-013	1
10.63	6	2.44949	4.53815e-013	1.45229e-024	4.53815e-013	1
10.65	2	1.41421	2.03064e-013	5.51892e-025	2.03064e-013	1
10.66	3	1.73205	1.35371e-013	3.39282e-025	1.35371e-013	1
10.68	3	1.73205	5.97505e-014	1.27522e-025	5.97505e-014	1
10.7	2	1.41421	2.61335e-014	4.75801e-026	2.61335e-014	1
10.71	4	2	1.72243e-014	2.89835e-026	1.72243e-014	1
10.73	3	1.73205	7.43121e-015	1.06959e-026	7.43121e-015	1
10.74	4	2	4.86445e-015	6.47969e-027	4.86445e-015	1
10.76	6	2.44949	2.0702e-015	2.36506e-027	2.0702e-015	1
10.78	6	2.44949	8.73038e-016	8.56934e-028	8.73038e-016	1
10.79	5	2.23607	5.65013e-016	5.14406e-028	5.65013e-016	1
10.81	5	2.23607	2.35039e-016	1.84346e-028	2.35039e-016	1
10.82	3	1.73205	1.51076e-016	1.10054e-028	1.51076e-016	1
10.84	2	1.41421	6.19924e-017	3.90083e-029	6.19924e-017	1
10.85	2	1.41421	3.95754e-017	2.31601e-029	3.95754e-017	1
10.87	1	1	1.60188e-017	8.11926e-030	1.60188e-017	1
10.89	4	2	6.42502e-018	2.82559e-030	6.42502e-018	1
10.9	3	1.73205	4.0552e-018	1.66231e-030	4.0552e-018	1
10.92	2	1.41421	1.60442e-018	5.72175e-031	1.60442e-018	1
10.93	1	1	1.00574e-018	3.34767e-031	1.00574e-018	1
10.95	6	2.44949	3.92513e-019	1.13968e-031	3.92513e-019	1
10.97	2	1.41421	1.51797e-019	3.8516e-032	1.51797e-019	1
10.98	5	2.23607	9.40768e-020	2.23293e-032	9.40768e-020	1
11	2	1.41421	3.58882e-020	7.46374e-033	3.58882e-020	1
11.01	1	1	2.20903e-020	4.30331e-033	2.20903e-020	1
11.03	1	1	8.31253e-021	1.42268e-033	8.31253e-021	1
11.04	1	1	5.08176e-021	8.15768e-034	5.08176e-021	1
11.06	4	2	1.88628e-021	2.66745e-034	1.88628e-021	1
11.08	4	2	6.93809e-022	8.65846e-035	6.93809e-022	1
11.09	0	1	4.19346e-022	4.91948e-035	4.19346e-022	1
11.11	4	2	1.52148e-022	1.57939e-035	1.52148e-022	1
11.12	2	1.41421	9.13333e-023	8.9244e-036	9.13333e-023	1
11.14	1	1	3.26878e-023	2.83382e-036	3.26878e-023	1
11.16	4	2	1.15926e-023	8.93268e-037	1.15926e-023	1
11.17	2	1.41421	6.88012e-024	5.00141e-037	6.88012e-024	1
11.19	3	1.73205	2.40688e-024	1.55929e-037	2.40688e-024	1
11.2	6	2.44949	1.41873e-024	8.68257e-038	1.41873e-024	1
11.22	1	1	4.89574e-025	2.67735e-038	4.89574e-025	1
11.23	0	1	2.86611e-025	1.48266e-038	2.86611e-025	1
11.25	1	1	9.75605e-026	4.52191e-039	9.75605e-026	1
11.27	5	2.23607	3.29075e-026	1.36905e-039	3.29075e-026	1
11.28	2	1.41421	1.90468e-026	7.51232e-040	1.90468e-026	1
11.3	3	1.73205	6.33731e-027	2.24955e-040	6.33731e-027	1
11.31	3	1.73205	3.64302e-027	1.22762e-040	3.64302e-027	1
11.33	3	1.73205	1.19566e-027	3.63587e-041	1.19566e-027	1
11.34	2	1.41421	6.82643e-028	1.97327e-041	6.82643e-028	1
11.36	1	1	2.21003e-028	5.78038e-042	2.21003e-028	1
11.38	3	1.73205	7.08999e-029	1.6809e-042	7.08999e-029	1
11.39	3	1.73205	4.00207e-029	9.03942e-043	4.00207e-029	1
11.41	5	2.23607	1.26646e-029	2.59986e-043	1.26646e-029	1
11.42	4	2	7.10005e-030	1.39047e-043	7.10005e-030	1
11.44	2	1.41421	2.21631e-030	3.95544e-044	2.21631e-030	1
11.46	4	2	6.85553e-031	1.11698e-044	6.85553e-031	1
11.47	5	2.23607	3.7998e-031	5.91937e-045	3.7998e-031	1
11.49	4	2	1.1594e-031	1.65329e-045	1.1594e-031	1
11.5	0	1	6.38239e-032	8.7135e-046	6.38239e-032	1
11.52	4	2	1.92095e-032	2.40708e-046	1.92095e-032	1
11.53	2	1.41421	1.05026e-032	1.26167e-046	1.05026e-032	1
11.55	8	2.82843	3.11811e-033	3.44721e-047	3.11811e-033	1
11.57	1	1	9.17333e-034	9.34986e-048	9.17333e-034	1
11.58	2	1.41421	4.95861e-034	4.85602e-048	4.95861e-034	1
11.6	5	2.23607	1.43898e-034	1.30269e-048	1.43898e-034	1
11.61	4	2	7.72538e-035	6.72867e-049	7.72538e-035	1
11.63	2	1.41421	2.21145e-035	1.78532e-049	2.21145e-035	1
11.65	1	1	6.27301e-036	4.70238e-050	6.27301e-036	1
11.66	3	1.73205	3.32959e-036	2.40671e-050	3.32959e-036	1
11.68	2	1.41421	9.31644e-037	6.26976e-051	9.31644e-037	1
11.69	3	1.73205	4.91129e-037	3.19132e-051	4.91129e-037	1
11.71	5	2.23607	1.35555e-037	8.22281e-052	1.35555e-037	1
11.72	3	1.73205	7.09729e-038	4.16247e-052	7.09729e-038	1
11.74	1	1	1.9323e-038	1.06078e-052	1.9323e-038	1
11.76	5	2.23607	5.21313e-039	2.68359e-053	5.21313e-039	1
11.77	1	1	2.69852e-039	1.34607e-053	2.69852e-039	1
11.79	3	1.73205	7.18141e-040	3.36807e-054	7.18141e-040	1
11.8	4	2	3.69205e-040	1.68014e-054	3.69205e-040	1
11.82	2	1.41421	9.692e-041	4.15799e-055	9.692e-041	1
11.84	4	2	2.52116e-041	1.0215e-055	2.52116e-041	1
11.85	4	2	1.28147e-041	5.04918e-056	1.28147e-041	1
11.87	1	1	3.28819e-042	1.22687e-056	3.28819e-042	1
11.88	3	1.73205	1.65996e-042	6.03107e-057	1.65996e-042	1
11.9	2	1.41421	4.20152e-043	1.44943e-057	4.20152e-043	1
11.91	2	1.41421	2.10657e-043	7.08605e-058	2.10657e-043	1
11.93	4	2	5.25953e-044	1.68434e-058	5.25953e-044	1
11.95	0	1	1.30124e-044	3.97442e-059	1.30124e-044	1
11.96	3	1.73205	6.4503e-045	1.92531e-059	6.4503e-045	1
11.98	3	1.73205	1.57418e-045	4.49332e-060	1.57418e-045	1
11.99	3	1.73205	7.75006e-046	2.16475e-060	7.75006e-046	1
12.01	2	1.41421	1.86569e-046	4.99686e-061	1.86569e-046	1
12.03	2	1.41421	4.45056e-047	1.145e-061	4.45056e-047	1
12.04	3	1.73205	2.1663e-047	5.46592e-062	2.1663e-047	1
12.06	4	2	5.09747e-048	1.23878e-062	5.09747e-048	1
12.07	3	1.73205	2.46427e-048	5.8812e-063	2.46427e-048	1
12.09	0	1	5.71987e-049	1.31832e-063	5.71987e-049	1
12.1	4	2	2.74631e-049	6.2245e-064	2.74631e-049	1
12.12	4	2	6.28796e-050	1.38001e-064	6.28796e-050	1
12.14	1	1	1.42662e-050	3.03723e-065	1.42662e-050	1
12.15	4	2	6.77213e-051	1.42096e-065	6.77213e-051	1
12.17	2	1.41421	1.51561e-051	3.09315e-066	1.51561e-051	1
12.18	2	1.41421	7.1455e-052	1.43918e-066	7.1455e-052	1
12.2	1	1	1.57745e-052	3.09855e-067	1.57745e-052	1
12.22	3	1.73205	3.45079e-053	6.62244e-068	3.45079e-053	1
12.23	4	2	1.60848e-053	3.05319e-068	1.60848e-053	1
12.25	1	1	3.47089e-054	6.45412e-069	3.47089e-054	1
12.26	4	2	1.60683e-054	2.95927e-069	1.60683e-054	1
12.28	4	2	3.42023e-055	6.18717e-070	3.42023e-055	1
12.29	3	1.73205	1.57258e-055	2.82131e-070	1.57258e-055	1
12.31	5	2.23607	3.30188e-056	5.83422e-071	3.30188e-056	1
12.33	0	1	6.86989e-057	1.19765e-071	6.86989e-057	1
12.34	0	1	3.12291e-057	5.4114e-072	3.12291e-057	1
12.36	3	1.73205	6.40928e-058	1.0987e-072	6.40928e-058	1
12.37	4	2	2.89367e-058	4.93711e-073	2.89367e-058	1
12.39	6	2.44949	5.85815e-059	9.91443e-074	5.85815e-059	1
12.4	1	1	2.62683e-059	4.43069e-074	2.62683e-059	1
12.42	5	2.23607	5.24571e-060	8.80017e-075	5.24571e-060	1
12.44	2	1.41421	1.03805e-060	1.73511e-075	1.03805e-060	1
12.45	1	1	4.60193e-061	7.68334e-076	4.60193e-061	1
12.47	2	1.41421	8.98285e-062	1.49834e-076	8.98285e-062	1
12.48	3	1.73205	3.95519e-062	6.59851e-077	3.95519e-062	1
12.5	3	1.73205	7.61558e-063	1.27271e-077	7.61558e-063	1
12.52	4	2	1.45305e-063	2.43685e-078	1.45305e-063	1
12.53	1	1	6.32534e-064	1.06337e-078	6.32534e-064	1
12.55	2	1.41421	1.19048e-064	2.01376e-079	1.19048e-064	1
12.56	1	1	5.14703e-065	8.73929e-080	5.14703e-065	1
12.58	2	1.41421	9.55556e-066	1.63691e-080	9.55556e-066	1
12.59	4	2	4.10319e-066	7.06486e-081	4.10319e-066	1
12.61	3	1.73205	7.51419e-067	1.30881e-081	7.51419e-067	1
12.63	2	1.41421	1.36359e-067	2.40693e-082	1.36359e-067	1
12.64	3	1.73205	5.78895e-068	1.02935e-082	5.78895e-068	1
12.66	0	1	1.03625e-068	1.8723e-083	1.03625e-068	1
12.67	4	2	4.36928e-069	7.96319e-084	4.36928e-069	1
12.69	5	2.23607	7.71497e-070	1.43259e-084	7.71497e-070	1
12.71	2	1.41421	1.34989e-070	2.55844e-085	1.34989e-070	1
12.72	2	1.41421	5.62727e-071	1.07822e-085	5.62727e-071	1
12.74	0	1	9.71235e-072	1.90451e-086	9.71235e-072	1
12.75	1	1	4.02118e-072	7.98228e-087	4.02118e-072	1
12.77	1	1	6.84606e-073	1.39453e-087	6.84606e-073	1
12.78	5	2.23607	2.81514e-073	5.81277e-088	2.81514e-073	1
12.8	1	1	4.7277e-074	1.0044e-088	4.7277e-074	1
12.82	2	1.41421	7.86755e-075	1.72285e-089	7.86755e-075	1
12.83	3	1.73205	3.19853e-075	7.11579e-090	3.19853e-075	1
12.85	2	1.41421	5.25051e-076	1.20722e-090	5.25051e-076	1
12.86	2	1.41421	2.12003e-076	4.95879e-091	2.12003e-076	1
12.88	3	1.73205	3.43286e-077	8.32077e-092	3.43286e-077	1
12.9	5	2.23607	5.50819e-078	1.38602e-092	5.50819e-078	1
12.91	2	1.41421	2.19888e-078	5.64126e-093	2.19888e-078	1
12.93	8	2.82843	3.4803e-079	9.29404e-094	3.4803e-079	1
12.94	2	1.41421	1.37987e-079	3.76205e-094	1.37987e-079	1
12.96	2	1.41421	2.15435e-080	6.13023e-095	2.15435e-080	1
12.97	1	1	8.48338e-081	2.4678e-095	8.48338e-081	1
12.99	1	1	1.30649e-081	3.97727e-096	1.30649e-081	1
13.01	2	1.41421	1.99382e-082	6.36324e-097	1.99382e-082	1
13.02	2	1.41421	7.76229e-083	2.53823e-097	7.76229e-083	1
13.04	2	1.41421	1.1685e-083	4.01649e-098	1.1685e-083	1
13.05	3	1.73205	4.5182e-084	1.59335e-098	4.5182e-084	1
13.07	5	2.23607	6.70913e-085	2.49374e-099	6.70913e-085	1
13.09	1	1	9.87208e-086	3.87443e-100	9.87208e-086	1
13.1	1	1	3.77394e-086	1.52297e-100	3.77394e-086	1
13.12	7	2.64575	5.4777e-087	2.34031e-101	5.4777e-087	1
13.13	1	1	2.07977e-087	9.14891e-102	2.07977e-087	1
13.15	3	1.73205	2.97769e-088	1.39051e-102	2.97769e-088	1
13.16	1	1	1.12287e-088	5.40608e-103	1.12287e-088	1
13.18	1	1	1.58582e-089	8.12664e-104	1.58582e-089	1
13.2	3	1.73205	2.21932e-090	1.21271e-104	2.21932e-090	1
13.21	6	2.44949	8.27408e-091	4.6718e-105	8.27408e-091	1
13.23	2	1.41421	1.14222e-091	6.8953e-106	1.14222e-091	1
13.24	1	1	4.22939e-092	2.64176e-106	4.22939e-092	1
13.26	2	1.41421	5.75926e-093	3.85644e-107	5.75926e-093	1
13.28	4	2	7.77137e-094	5.5885e-108	7.77137e-094	1
13.29	7	2.64575	2.84497e-094	2.12156e-108	2.84497e-094	1
13.31	5	2.23607	3.78678e-095	3.04081e-109	3.78678e-095	1
13.32	2	1.41421	1.37683e-095	1.14805e-109	1.37683e-095	1
13.34	4	2	1.80773e-096	1.62749e-110	1.80773e-096	1
13.35	1	1	6.52794e-097	6.11087e-111	6.52794e-097	1
13.37	4	2	8.45455e-098	8.56809e-112	8.45455e-098	1
13.39	2	1.41421	1.08504e-098	1.19256e-112	1.08504e-098	1
13.4	2	1.41421	3.87382e-099	4.43696e-113	3.87382e-099	1
13.42	0	1	4.90406e-100	6.10811e-114	4.90406e-100	1
13.43	2	1.41421	1.73892e-100	2.26008e-114	1.73892e-100	1
13.45	1	1	2.17149e-101	3.07729e-115	2.17149e-101	1
