# exported by fityk 0.8.7
#16-1-Cent:x	16-1-Cent:y	16-1-Cent:s	16-1-Cent:F(x)	16-1-Cent:%_1(x)	16-1-Cent:%_2(x)	16-1-Cent:a
6.69	45	6.7082	0.00106466	0.00106466	3.77215e-020	1
6.71	46	6.78233	0.00169756	0.00169756	9.65211e-020	1
6.73	56	7.48331	0.00268717	0.00268717	2.44841e-019	1
6.74	41	6.40312	0.00337172	0.00337172	3.88687e-019	1
6.76	41	6.40312	0.00527963	0.00527963	9.73205e-019	1
6.77	39	6.245	0.0065887	0.0065887	1.53494e-018	1
6.79	45	6.7082	0.0102055	0.0102055	3.79349e-018	1
6.8	38	6.16441	0.0126669	0.0126669	5.94426e-018	1
6.82	58	7.61577	0.0194082	0.0194082	1.45006e-017	1
6.84	39	6.245	0.0295225	0.0295225	3.50675e-017	1
6.85	36	6	0.0363126	0.0363126	5.43561e-017	1
6.87	36	6	0.0546397	0.0546397	1.2975e-016	1
6.88	44	6.63325	0.0668426	0.0668426	1.99813e-016	1
6.9	44	6.63325	0.0994912	0.0994912	4.7079e-016	1
6.91	38	6.16441	0.121052	0.121052	7.20301e-016	1
6.93	53	7.28011	0.178231	0.178231	1.67517e-015	1
6.95	59	7.68115	0.260526	0.260526	3.86218e-015	1
6.96	51	7.14143	0.314126	0.314126	5.84528e-015	1
6.98	57	7.54983	0.454206	0.454206	1.33021e-014	1
6.99	45	6.7082	0.544687	0.544687	2.00016e-014	1
7.01	37	6.08276	0.779071	0.779071	4.49287e-014	1
7.03	58	7.61577	1.10627	1.10627	1.00049e-013	1
7.04	54	7.34847	1.31469	1.31469	1.48813e-013	1
7.06	60	7.74597	1.84667	1.84667	3.27092e-013	1
7.07	44	6.63325	2.18269	2.18269	4.8336e-013	1
7.09	41	6.40312	3.03276	3.03276	1.04868e-012	1
7.1	68	8.24621	3.56518	3.56518	1.53962e-012	1
7.12	49	7	4.90015	4.90015	3.29708e-012	1
7.14	56	7.48331	6.68639	6.68639	6.99959e-012	1
7.15	68	8.24621	7.78938	7.78938	1.01655e-011	1
7.17	66	8.12404	10.514	10.514	2.13018e-011	1
7.18	57	7.54983	12.182	12.182	3.07358e-011	1
7.2	56	7.48331	16.2653	16.2653	6.35729e-011	1
7.22	59	7.68115	21.5607	21.5607	1.30355e-010	1
7.23	74	8.60233	24.7561	24.7561	1.86056e-010	1
7.25	75	8.66025	32.461	32.461	3.76567e-010	1
7.26	94	9.69536	37.07	37.07	5.33983e-010	1
7.28	87	9.32738	48.0822	48.0822	1.06677e-009	1
7.29	109	10.4403	54.6117	54.6117	1.50288e-009	1
7.31	115	10.7238	70.0694	70.0694	2.96353e-009	1
7.33	143	11.9583	89.2536	89.2536	5.79325e-009	1
7.34	138	11.7473	100.46	100.46	8.07355e-009	1
7.36	209	14.4568	126.582	126.582	1.55783e-008	1
7.37	139	11.7898	141.704	141.704	2.15692e-008	1
7.39	207	14.3875	176.621	176.621	4.108e-008	1
7.41	232	15.2315	218.553	218.553	7.75635e-008	1
7.42	266	16.3095	242.457	242.457	1.06232e-007	1
7.44	346	18.6011	296.777	296.777	1.97982e-007	1
7.45	340	18.4391	327.452	327.452	2.69398e-007	1
7.47	402	20.0499	396.483	396.483	4.95571e-007	1
7.48	527	22.9565	435.094	435.094	6.69958e-007	1
7.5	467	21.6102	521.125	521.125	1.21647e-006	1
7.52	585	24.1868	619.661	619.661	2.18969e-006	1
7.53	667	25.8263	673.877	673.877	2.92826e-006	1
7.55	732	27.0555	792.636	792.636	5.20277e-006	1
7.56	894	29.8998	857.316	857.316	6.91247e-006	1
7.58	963	31.0322	997.507	997.507	1.21227e-005	1
7.6	1027	32.0468	1152.25	1152.25	2.10764e-005	1
7.61	1291	35.9305	1235.04	1235.04	2.77e-005	1
7.63	1259	35.4824	1411.21	1411.21	4.75355e-005	1
7.64	1516	38.9358	1504.41	1504.41	6.20687e-005	1
7.66	1553	39.4081	1700.43	1700.43	0.000105137	1
7.67	1780	42.19	1802.91	1802.91	0.000136389	1
7.69	1941	44.0568	2015.8	2015.8	0.000228036	1
7.71	2055	45.3321	2237.56	2237.56	0.000377968	1
7.72	2455	49.548	2351.04	2351.04	0.000485028	1
7.74	2528	50.2792	2581.48	2581.48	0.000793525	1
7.75	2465	49.6488	2697.7	2697.7	0.00101168	1
7.77	3032	55.0636	2930.11	2930.1	0.00163373	1
7.79	2828	53.1789	3159.57	3159.56	0.00261545	1
7.8	3302	57.463	3272.05	3272.05	0.00329848	1
7.82	3379	58.1292	3490.17	3490.16	0.00521221	1
7.83	3559	59.6574	3594.84	3594.83	0.00653073	1
7.85	3567	59.7244	3793.03	3793.02	0.0101862	1
7.86	4333	65.8255	3885.62	3885.61	0.0126801	1
7.88	3632	60.2661	4055.55	4055.53	0.0195216	1
7.9	4238	65.0999	4202.36	4202.33	0.0297946	1
7.91	4265	65.307	4266.15	4266.11	0.0366888	1
7.93	4443	66.6558	4372.82	4372.76	0.055271	1
7.94	4549	67.4463	4415.14	4415.08	0.0676184	1
7.96	4309	65.643	4476.65	4476.55	0.100547	1
7.97	4821	69.4334	4495.5	4495.38	0.122211	1
7.99	4633	68.0661	4508.89	4508.72	0.179374	1
8.01	4495	67.0448	4489.72	4489.45	0.260998	1
8.02	4836	69.5414	4468.02	4467.7	0.313806	1
8.04	4428	66.5432	4401	4400.54	0.450693	1
8.05	4464	66.8132	4356.04	4355.5	0.538365	1
8.07	4398	66.3174	4244.43	4243.67	0.763201	1
8.09	4191	64.7379	4105.94	4104.87	1.07258	1
8.1	4146	64.3894	4027.49	4026.23	1.26739	1
8.12	4446	66.6783	3854.21	3852.45	1.7581	1
8.13	3554	59.6154	3760.24	3758.17	2.06394	1
8.15	3722	61.0082	3559.94	3557.11	2.826	1
8.16	3500	59.1608	3454.56	3451.26	3.29607	1
8.18	3411	58.4038	3235.77	3231.32	4.45466	1
8.2	3057	55.2901	3009.52	3003.55	5.96845	1
8.21	2697	51.9326	2894.8	2887.91	6.88606	1
8.23	2828	53.1789	2664.45	2655.34	9.10669	1
8.24	2431	49.3052	2549.71	2539.27	10.4386	1
8.26	2309	48.0521	2323.18	2309.55	13.6261	1
8.28	2246	47.392	2103.09	2085.46	17.6333	1
8.29	1929	43.9204	1996.32	1976.32	19.994	1
8.31	1866	43.1972	1790.81	1765.27	25.5389	1
8.32	1662	40.7676	1692.6	1663.83	28.77	1
8.34	1450	38.0789	1506.37	1470.09	36.2731	1
8.35	1307	36.1525	1418.7	1378.11	40.5969	1
8.37	1244	35.2704	1255	1204.48	50.5221	1
8.39	961	31	1107.46	1045.13	62.3301	1
8.4	962	31.0161	1039.91	970.904	69.0068	1
8.42	953	30.8707	917.385	833.352	84.0332	1
8.43	778	27.8927	862.403	769.972	92.4306	1
8.45	730	27.0185	764.846	653.746	111.101	1
8.47	580	24.0832	683.445	551.057	132.388	1
8.48	605	24.5967	648.603	504.558	144.045	1
8.5	576	24	590.13	420.707	169.422	1
8.51	495	22.2486	566.264	383.12	183.144	1
8.53	573	23.9374	528.621	315.999	212.622	1
8.54	505	22.4722	514.557	286.208	228.35	1
8.56	482	21.9545	495.187	233.514	261.673	1
8.58	534	23.1084	486.412	189.147	297.265	1
8.59	493	22.2036	485.579	169.771	315.808	1
8.61	521	22.8254	490.149	136.029	354.121	1
8.62	591	24.3105	495.2	121.432	373.767	1
8.64	476	21.8174	509.934	96.246	413.688	1
8.66	536	23.1517	529.646	75.7331	453.913	1
8.67	602	24.5357	540.92	66.9974	473.923	1
8.69	649	25.4755	565.423	52.1485	513.274	1
8.7	541	23.2594	578.306	45.8833	532.422	1
8.72	588	24.2487	604.497	35.3281	569.169	1
8.73	648	25.4558	617.484	30.9153	586.569	1
8.75	651	25.5147	642.483	23.5462	618.936	1
8.77	635	25.1992	665.247	17.8042	647.443	1
8.78	750	27.3861	675.472	15.4398	660.032	1
8.8	647	25.4362	693.044	11.5485	681.496	1
8.81	696	26.3818	700.197	9.96063	690.236	1
8.83	678	26.0384	710.828	7.36971	703.459	1
8.85	723	26.8887	716.148	5.41338	710.735	1
8.86	698	26.4197	716.705	4.62698	712.078	1
8.88	865	29.4109	713.495	3.362	710.133	1
8.89	552	23.4947	709.714	2.85803	706.856	1
8.91	754	27.4591	697.855	2.05423	695.801	1
8.92	660	25.6905	689.831	1.73684	688.094	1
8.94	741	27.2213	669.801	1.23487	668.566	1
8.96	632	25.1396	644.848	0.87164	643.976	1
8.97	599	24.4745	630.697	0.730324	629.967	1
8.99	633	25.1595	599.453	0.509933	598.943	1
9	614	24.779	582.535	0.424945	582.11	1
9.02	497	22.2935	546.573	0.293502	546.28	1
9.03	525	22.9129	527.723	0.24326	527.48	1
9.05	484	22	488.772	0.1662	488.606	1
9.07	422	20.5426	448.796	0.112732	448.683	1
9.08	435	20.8567	428.657	0.0925921	428.564	1
9.1	399	19.975	388.516	0.0621255	388.454	1
9.11	390	19.7484	368.678	0.0507502	368.627	1
9.13	389	19.7231	329.836	0.0336834	329.802	1
9.15	280	16.7332	292.537	0.0221946	292.515	1
9.16	277	16.6433	274.606	0.0179673	274.588	1
9.18	264	16.2481	240.403	0.011711	240.391	1
9.19	208	14.4222	224.203	0.00942914	224.193	1
9.21	160	12.6491	193.739	0.00607948	193.732	1
9.22	167	12.9228	179.51	0.00486837	179.506	1
9.24	152	12.3288	153.112	0.00310498	153.109	1
9.26	128	11.3137	129.467	0.00196602	129.465	1
9.27	108	10.3923	118.664	0.00156018	118.662	1
9.29	128	11.3137	99.0397	0.000977204	99.0388	1
9.3	68	8.24621	90.1864	0.000771278	90.1857	1
9.32	83	9.11043	74.2978	0.000477863	74.2973	1
9.34	60	7.74597	60.6792	0.000293934	60.6789	1
9.35	57	7.54983	54.6584	0.000229902	54.6582	1
9.37	47	6.85565	44.0619	0.000139885	44.0618	1
9.38	44	6.63325	39.4323	0.000108819	39.4322	1
9.4	27	5.19615	31.3763	6.5496e-005	31.3762	1
9.41	25	5	27.8972	5.06745e-005	27.8972	1
9.43	23	4.79583	21.9105	3.01703e-005	21.9105	1
9.45	17	4.12311	17.0598	1.7833e-005	17.0598	1
9.46	17	4.12311	15.0044	1.36731e-005	15.0044	1
9.48	18	4.24264	11.5314	7.99454e-006	11.5314	1
9.49	15	3.87298	10.0762	6.09645e-006	10.0762	1
9.51	12	3.4641	7.6437	3.52602e-006	7.6437	1
9.53	9	3	5.74828	2.02463e-006	5.74827	1
9.54	8	2.82843	4.96867	1.53002e-006	4.96867	1
9.56	5	2.23607	3.68822	8.69041e-007	3.68821	1
9.57	8	2.82843	3.16731	6.53179e-007	3.16731	1
9.59	4	2	2.32065	3.66992e-007	2.32065	1
9.6	3	1.73205	1.97995	2.7434e-007	1.97995	1
9.62	4	2	1.43191	1.52474e-007	1.43191	1
9.64	1	1	1.02661	8.41307e-008	1.02661	1
9.65	6	2.44949	0.866434	6.23239e-008	0.866434	1
9.67	2	1.41421	0.613152	3.4017e-008	0.613152	1
9.68	3	1.73205	0.514126	2.50632e-008	0.514126	1
9.7	2	1.41421	0.359124	1.35319e-008	0.359124	1
9.72	4	2	0.248684	7.25331e-009	0.248684	1
9.73	1	1	0.20627	5.29596e-009	0.20627	1
9.75	5	2.23607	0.140988	2.80804e-009	0.140988	1
9.76	4	2	0.116182	2.03917e-009	0.116182	1
9.78	3	1.73205	0.0783841	1.06953e-009	0.0783841	1
9.79	1	1	0.0641738	7.72471e-010	0.0641738	1
9.81	2	1.41421	0.0427355	4.00777e-010	0.0427355	1
9.83	3	1.73205	0.0282129	2.06432e-010	0.0282129	1
9.84	2	1.41421	0.0228488	1.47753e-010	0.0228488	1
9.86	1	1	0.014889	7.52821e-011	0.014889	1
9.87	3	1.73205	0.0119799	5.35908e-011	0.0119799	1
9.89	3	1.73205	0.00770542	2.70102e-011	0.00770542	1
9.91	2	1.41421	0.00491325	1.35151e-011	0.00491325	1
9.92	3	1.73205	0.00391058	9.53424e-012	0.00391058	1
9.94	2	1.41421	0.00246126	4.7191e-012	0.00246126	1
9.95	1	1	0.00194626	3.31105e-012	0.00194626	1
9.97	3	1.73205	0.00120909	1.62114e-012	0.00120909	1
9.98	1	1	0.000949888	1.13128e-012	0.000949888	1
10	3	1.73205	0.000582469	5.47904e-013	0.000582469	1
10.02	4	2	0.00035408	2.63448e-013	0.00035408	1
10.03	3	1.73205	0.000275171	1.82184e-013	0.000275171	1
10.05	3	1.73205	0.00016511	8.66525e-014	0.00016511	1
10.06	2	1.41421	0.000127481	5.95988e-014	0.000127481	1
10.08	2	1.41421	7.55021e-005	2.80408e-014	7.55021e-005	1
10.1	5	2.23607	4.43304e-005	1.30978e-014	4.43304e-005	1
10.11	1	1	3.38577e-005	8.92731e-015	3.38577e-005	1
10.13	0	1	1.9622e-005	4.12486e-015	1.9622e-005	1
10.14	2	1.41421	1.48892e-005	2.79623e-015	1.48892e-005	1
10.16	0	1	8.51723e-006	1.27804e-015	8.51723e-006	1
10.17	0	1	6.42093e-006	8.61685e-016	6.42093e-006	1
10.19	3	1.73205	3.6255e-006	3.89582e-016	3.6255e-006	1
10.21	5	2.23607	2.02939e-006	1.74866e-016	2.02939e-006	1
10.22	7	2.64575	1.51339e-006	1.16836e-016	1.51339e-006	1
10.24	8	2.82843	8.36165e-007	5.18757e-017	8.36165e-007	1
10.25	3	1.73205	6.1951e-007	3.44729e-017	6.1951e-007	1
10.27	5	2.23607	3.37856e-007	1.51407e-017	3.37856e-007	1
10.28	1	1	2.48691e-007	1.00069e-017	2.48691e-007	1
10.3	5	2.23607	1.33871e-007	4.34759e-018	1.33871e-007	1
10.32	8	2.82843	7.14397e-008	1.87522e-018	7.14397e-008	1
10.33	7	2.64575	5.20179e-008	1.22822e-018	5.20179e-008	1
10.35	4	2	2.73999e-008	5.24034e-019	2.73999e-008	1
10.36	2	1.41421	1.98214e-008	3.41367e-019	1.98214e-008	1
10.38	3	1.73205	1.03056e-008	1.44075e-019	1.03056e-008	1
10.4	2	1.41421	5.3118e-009	6.03682e-020	5.3118e-009	1
10.41	5	2.23607	3.80112e-009	3.89708e-020	3.80112e-009	1
10.43	5	2.23607	1.93384e-009	1.61525e-020	1.93384e-009	1
10.44	4	2	1.37487e-009	1.03708e-020	1.37487e-009	1
10.46	5	2.23607	6.90423e-010	4.25201e-021	6.90423e-010	1
10.47	2	1.41421	4.87672e-010	2.71523e-021	4.87672e-010	1
10.49	3	1.73205	2.41726e-010	1.10121e-021	2.41726e-010	1
10.51	1	1	1.18781e-010	4.43393e-022	1.18781e-010	1
10.52	5	2.23607	8.29937e-011	2.80588e-022	8.29937e-011	1
10.54	2	1.41421	4.02542e-011	1.11755e-022	4.02542e-011	1
10.55	2	1.41421	2.79435e-011	7.03378e-023	2.79435e-011	1
10.57	2	1.41421	1.3378e-011	2.77122e-023	1.3378e-011	1
10.59	5	2.23607	6.34932e-012	1.08394e-023	6.34932e-012	1
10.6	4	2	4.35995e-012	6.76073e-024	4.35995e-012	1
10.62	3	1.73205	2.0425e-012	2.61584e-024	2.0425e-012	1
10.63	3	1.73205	1.39344e-012	1.6227e-024	1.39344e-012	1
10.65	5	2.23607	6.44332e-013	6.21065e-025	6.44332e-013	1
10.66	3	1.73205	4.36724e-013	3.83183e-025	4.36724e-013	1
10.68	4	2	1.9933e-013	1.45073e-025	1.9933e-013	1
10.7	1	1	9.01915e-014	5.4528e-026	9.01915e-014	1
10.71	2	1.41421	6.04711e-014	3.33393e-026	6.04711e-014	1
10.73	1	1	2.70075e-014	1.23957e-026	2.70075e-014	1
10.74	3	1.73205	1.79903e-014	7.53789e-027	1.79903e-014	1
10.76	2	1.41421	7.93079e-015	2.77234e-027	7.93079e-015	1
10.78	3	1.73205	3.46596e-015	1.01227e-027	3.46596e-015	1
10.79	2	1.41421	2.28382e-015	6.10017e-028	2.28382e-015	1
10.81	3	1.73205	9.85173e-016	2.2033e-028	9.85173e-016	1
10.82	0	1	6.44945e-016	1.32057e-028	6.44945e-016	1
10.84	2	1.41421	2.74609e-016	4.71817e-029	2.74609e-016	1
10.85	4	2	1.78606e-016	2.81255e-029	1.78606e-016	1
10.87	2	1.41421	7.50639e-017	9.9402e-030	7.50639e-017	1
10.89	2	1.41421	3.12748e-017	3.48774e-030	3.12748e-017	1
10.9	5	2.23607	2.01216e-017	2.06034e-030	2.01216e-017	1
10.92	2	1.41421	8.27499e-018	7.15103e-031	8.27499e-018	1
10.93	3	1.73205	5.28939e-018	4.2015e-031	5.28939e-018	1
10.95	3	1.73205	2.14711e-018	1.4425e-031	2.14711e-018	1
10.97	3	1.73205	8.64034e-019	4.91678e-032	8.64034e-019	1
10.98	1	1	5.46329e-019	2.86275e-032	5.46329e-019	1
11	3	1.73205	2.17007e-019	9.65231e-033	2.17007e-019	1
11.01	2	1.41421	1.36323e-019	5.58953e-033	1.36323e-019	1
11.03	3	1.73205	5.34479e-020	1.86425e-033	5.34479e-020	1
11.04	1	1	3.33578e-020	1.07371e-033	3.33578e-020	1
11.06	0	1	1.29093e-020	3.5424e-034	1.29093e-020	1
11.08	0	1	4.95261e-021	1.16028e-034	4.95261e-021	1
11.09	5	2.23607	3.05764e-021	6.62237e-035	3.05764e-021	1
11.11	2	1.41421	1.15787e-021	2.14565e-035	1.15787e-021	1
11.12	1	1	7.10206e-022	1.21801e-035	7.10206e-022	1
11.14	4	2	2.65462e-022	3.90372e-036	2.65462e-022	1
11.16	4	2	9.83668e-023	1.24211e-036	9.83668e-023	1
11.17	1	1	5.96839e-023	6.98746e-037	5.96839e-023	1
11.19	1	1	2.18296e-023	2.19929e-037	2.18296e-023	1
11.2	1	1	1.31591e-023	1.2305e-037	1.31591e-023	1
11.22	0	1	4.75069e-024	3.83113e-038	4.75069e-024	1
11.23	5	2.23607	2.84517e-024	2.13191e-038	2.84517e-024	1
11.25	0	1	1.01387e-024	6.56589e-039	1.01387e-024	1
11.27	6	2.44949	3.58166e-025	2.00758e-039	3.58166e-025	1
11.28	1	1	2.12188e-025	1.10709e-039	2.12188e-025	1
11.3	1	1	7.39888e-026	3.34844e-040	7.39888e-026	1
11.31	5	2.23607	4.35486e-026	1.83651e-040	4.35486e-026	1
11.33	1	1	1.49886e-026	5.49458e-041	1.49886e-026	1
11.34	3	1.73205	8.76477e-027	2.99727e-041	8.76477e-027	1
11.36	2	1.41421	2.97763e-027	8.87051e-042	2.97763e-027	1
11.38	4	2	1.00283e-027	2.60631e-042	1.00283e-027	1
11.39	2	1.41421	5.80087e-028	1.40892e-042	5.80087e-028	1
11.41	0	1	1.92839e-028	4.0949e-043	1.92839e-028	1
11.42	4	2	1.10823e-028	2.20162e-043	1.10823e-028	1
11.44	1	1	3.63642e-029	6.3297e-044	3.63642e-029	1
11.46	3	1.73205	1.18289e-029	1.80666e-044	1.18289e-029	1
11.47	6	2.44949	6.7246e-030	9.62597e-045	6.7246e-030	1
11.49	3	1.73205	2.15914e-030	2.71781e-045	2.15914e-030	1
11.5	2	1.41421	1.21948e-030	1.44022e-045	1.21948e-030	1
11.52	4	2	3.86483e-031	4.02239e-046	3.86483e-031	1
11.53	3	1.73205	2.16868e-031	2.11999e-046	2.16868e-031	1
11.55	2	1.41421	6.78413e-032	5.85695e-047	6.78413e-032	1
11.57	5	2.23607	2.10388e-032	1.60644e-047	2.10388e-032	1
11.58	4	2	1.16781e-032	8.39035e-048	1.16781e-032	1
11.6	2	1.41421	3.57472e-033	2.27643e-048	3.57472e-033	1
11.61	4	2	1.97134e-033	1.18253e-048	1.97134e-033	1
11.63	7	2.64575	5.95628e-034	3.1737e-049	5.95628e-034	1
11.65	4	2	1.78409e-034	8.4562e-050	1.78409e-034	1
11.66	3	1.73205	9.73247e-035	4.35311e-050	9.73247e-035	1
11.68	2	1.41421	2.87744e-035	1.14734e-050	2.87744e-035	1
11.69	4	2	1.5595e-035	5.8743e-051	1.5595e-035	1
11.71	5	2.23607	4.55104e-036	1.53154e-051	4.55104e-036	1
11.72	0	1	2.45053e-036	7.79892e-052	2.45053e-036	1
11.74	2	1.41421	7.05876e-037	2.01135e-052	7.05876e-037	1
11.76	1	1	2.0157e-037	5.14985e-053	2.0157e-037	1
11.77	2	1.41421	1.07364e-037	2.59878e-053	1.07364e-037	1
11.79	2	1.41421	3.02622e-038	6.582e-054	3.02622e-038	1
11.8	1	1	1.60142e-038	3.30349e-054	1.60142e-038	1
11.82	4	2	4.45541e-039	8.27642e-055	4.45541e-039	1
11.84	1	1	1.22885e-039	2.05858e-055	1.22885e-039	1
11.85	0	1	6.43265e-040	1.02388e-055	6.43265e-040	1
11.87	2	1.41421	1.75123e-040	2.51916e-056	1.75123e-040	1
11.88	3	1.73205	9.10764e-041	1.24617e-056	9.10764e-041	1
11.9	1	1	2.44738e-041	3.03295e-057	2.44738e-041	1
11.91	3	1.73205	1.26455e-041	1.49221e-057	1.26455e-041	1
11.93	1	1	3.35408e-042	3.5925e-058	3.35408e-042	1
11.95	3	1.73205	8.81943e-043	8.58657e-059	8.81943e-043	1
11.96	5	2.23607	4.50775e-043	4.1865e-059	4.50775e-043	1
11.98	4	2	1.16995e-043	9.89818e-060	1.16995e-043	1
11.99	3	1.73205	5.941e-044	4.79985e-060	5.941e-044	1
12.01	3	1.73205	1.52199e-044	1.12257e-060	1.52199e-044	1
12.03	1	1	3.86538e-045	2.60647e-061	3.86538e-045	1
12.04	1	1	1.94164e-045	1.25254e-061	1.94164e-045	1
12.06	2	1.41421	4.86733e-046	2.87682e-062	4.86733e-046	1
12.07	2	1.41421	2.42906e-046	1.37497e-062	2.42906e-046	1
12.09	3	1.73205	6.0104e-047	3.12389e-063	6.0104e-047	1
12.1	4	2	2.98004e-047	1.48497e-063	2.98004e-047	1
12.12	1	1	7.27829e-048	3.33734e-064	7.27829e-048	1
12.14	5	2.23607	1.76224e-048	7.44626e-065	1.76224e-048	1
12.15	3	1.73205	8.64311e-049	3.50774e-065	8.64311e-049	1
12.17	5	2.23607	2.06561e-049	7.74188e-066	2.06561e-049	1
12.18	6	2.44949	1.00652e-049	3.62724e-066	1.00652e-049	1
12.2	3	1.73205	2.37435e-050	7.91911e-067	2.37435e-050	1
12.22	3	1.73205	5.55259e-051	1.71645e-067	5.55259e-051	1
12.23	4	2	2.67643e-051	7.96945e-068	2.67643e-051	1
12.25	3	1.73205	6.17801e-052	1.70869e-068	6.17801e-052	1
12.26	1	1	2.95856e-052	7.89046e-069	2.95856e-052	1
12.28	5	2.23607	6.74086e-053	1.67348e-069	6.74086e-053	1
12.29	4	2	3.20714e-053	7.68597e-070	3.20714e-053	1
12.31	2	1.41421	7.21267e-054	1.61249e-070	7.21267e-054	1
12.33	5	2.23607	1.60806e-054	3.35854e-071	1.60806e-054	1
12.34	5	2.23607	7.56817e-055	1.52861e-071	7.56817e-055	1
12.36	5	2.23607	1.66548e-055	3.14942e-072	1.66548e-055	1
12.37	3	1.73205	7.78752e-056	1.42567e-072	7.78752e-056	1
12.39	2	1.41421	1.69157e-056	2.90558e-073	1.69157e-056	1
12.4	2	1.41421	7.85817e-057	1.30816e-073	7.85817e-057	1
12.42	3	1.73205	1.68483e-057	2.63729e-074	1.68483e-057	1
12.44	1	1	3.5811e-058	5.27848e-075	3.5811e-058	1
12.45	2	1.41421	1.64564e-058	2.35508e-075	1.64564e-058	1
12.47	2	1.41421	3.45254e-059	4.6627e-076	3.45254e-059	1
12.48	2	1.41421	1.57625e-059	2.06906e-076	1.57625e-059	1
12.5	4	2	3.26417e-060	4.05217e-077	3.26417e-060	1
12.52	0	1	6.70114e-061	7.87872e-078	6.70114e-061	1
12.53	2	1.41421	3.02637e-061	3.46465e-078	3.02637e-061	1
12.55	2	1.41421	6.13254e-062	6.6636e-079	6.13254e-062	1
12.56	6	2.44949	2.7516e-062	2.91443e-079	2.7516e-062	1
12.58	1	1	5.50358e-063	5.54478e-080	5.50358e-063	1
12.59	4	2	2.45336e-063	2.41196e-080	2.45336e-063	1
12.61	3	1.73205	4.84356e-064	4.53923e-081	4.84356e-064	1
12.63	2	1.41421	9.47973e-065	8.48102e-082	9.47973e-065	1
12.64	2	1.41421	4.1802e-065	3.65596e-082	4.1802e-065	1
12.66	4	2	8.07554e-066	6.75692e-083	8.07554e-066	1
12.67	0	1	3.53789e-066	2.89696e-083	3.53789e-066	1
12.69	4	2	6.74623e-067	5.29629e-084	6.74623e-067	1
12.71	4	2	1.27528e-067	9.6129e-085	1.27528e-067	1
12.72	4	2	5.52668e-068	4.08429e-085	5.52668e-068	1
12.74	1	1	1.03122e-068	7.33298e-086	1.03122e-068	1
12.75	1	1	4.43998e-069	3.09872e-086	4.43998e-069	1
12.77	3	1.73205	8.17733e-070	5.50337e-087	8.17733e-070	1
12.78	3	1.73205	3.49794e-070	2.31298e-087	3.49794e-070	1
12.8	3	1.73205	6.35894e-071	4.06349e-088	6.35894e-071	1
12.82	0	1	1.146e-071	7.08729e-089	1.146e-071	1
12.83	0	1	4.84922e-072	2.95183e-089	4.84922e-072	1
12.85	1	1	8.62613e-073	5.09276e-090	8.62613e-073	1
12.86	2	1.41421	3.62638e-073	2.10962e-090	3.62638e-073	1
12.88	2	1.41421	6.36736e-074	3.60038e-091	6.36736e-074	1
12.9	3	1.73205	1.10834e-074	6.10024e-092	1.10834e-074	1
12.91	3	1.73205	4.60911e-075	2.50418e-092	4.60911e-075	1
12.93	2	1.41421	7.91907e-076	4.19707e-093	7.91907e-076	1
12.94	0	1	3.27181e-076	1.71359e-093	3.27181e-076	1
12.96	1	1	5.54866e-077	2.84097e-094	5.54866e-077	1
12.97	2	1.41421	2.27758e-077	1.15363e-094	2.27758e-077	1
12.99	1	1	3.81255e-078	1.89195e-095	3.81255e-078	1
13.01	2	1.41421	6.32683e-079	3.08039e-096	6.32683e-079	1
13.02	1	1	2.56896e-079	1.23958e-096	2.56896e-079	1
13.04	4	2	4.20795e-080	1.99642e-097	4.20795e-080	1
13.05	2	1.41421	1.69751e-080	7.99026e-098	1.69751e-080	1
13.07	1	1	2.74453e-081	1.27297e-098	2.74453e-081	1
13.09	1	1	4.39899e-082	2.01341e-099	4.39899e-082	1
13.1	5	2.23607	1.75542e-082	7.98564e-100	1.75542e-082	1
13.12	1	1	2.7772e-083	1.24941e-100	2.7772e-083	1
13.13	2	1.41421	1.10105e-083	4.92858e-101	1.10105e-083	1
13.15	4	2	1.71939e-084	7.62778e-102	1.71939e-084	1
13.16	7	2.64575	6.77245e-085	2.99265e-102	6.77245e-085	1
13.18	1	1	1.0439e-085	4.58156e-103	1.0439e-085	1
13.2	2	1.41421	1.59514e-086	6.96346e-104	1.59514e-086	1
13.21	4	2	6.21517e-087	2.70739e-104	6.21517e-087	1
13.23	1	1	9.37424e-088	4.07046e-105	9.37424e-088	1
13.24	5	2.23607	3.6288e-088	1.57402e-105	3.6288e-088	1
13.26	2	1.41421	5.40242e-089	2.34091e-106	5.40242e-089	1
13.28	3	1.73205	7.97337e-090	3.45631e-107	7.97337e-090	1
13.29	2	1.41421	3.0532e-090	1.32449e-107	3.0532e-090	1
13.31	2	1.41421	4.44786e-091	1.93445e-108	4.44786e-091	1
13.32	5	2.23607	1.69213e-091	7.37279e-109	1.69213e-091	1
13.34	1	1	2.43317e-092	1.06518e-109	2.43317e-092	1
13.35	1	1	9.19662e-093	4.03774e-110	9.19662e-093	1
13.37	1	1	1.3053e-093	5.77047e-111	1.3053e-093	1
13.39	2	1.41421	1.83662e-094	8.18724e-112	1.83662e-094	1
13.4	1	1	6.86689e-095	3.07554e-112	6.86689e-095	1
13.42	0	1	9.53701e-096	4.31647e-113	9.53701e-096	1
13.43	3	1.73205	3.54262e-096	1.6127e-113	3.54262e-096	1
13.45	1	1	4.85645e-097	2.23894e-114	4.85645e-097	1
13.46	2	1.41421	1.79226e-097	8.31969e-115	1.79226e-097	1
