# exported by fityk 0.8.7
#20-Kronkorken:x	20-Kronkorken:y	20-Kronkorken:s	20-Kronkorken:F(x)	20-Kronkorken:%_1(x)	20-Kronkorken:%_2(x)	20-Kronkorken:%_4(x)	20-Kronkorken:a
11.68	2	1.41421	4.81069e-108	4.46714e-120	4.81069e-108	7.22726e-118	1
11.69	1	1	1.61812e-108	1.54415e-120	1.61812e-108	3.35758e-118	1
11.71	3	1.73205	1.81788e-109	1.83404e-121	1.81788e-109	7.2233e-119	1
11.72	4	2	6.07177e-110	6.30187e-122	6.07177e-110	3.34497e-119	1
11.74	1	1	6.72611e-111	7.39591e-123	6.72611e-111	7.15011e-120	1
11.76	4	2	7.38148e-112	8.61092e-124	7.38148e-112	1.52186e-120	1
11.77	1	1	2.43673e-112	2.9294e-124	2.43673e-112	7.00981e-121	1
11.79	5	2.23607	2.63682e-113	3.37008e-125	2.63682e-113	1.48244e-121	1
11.8	4	2	8.64355e-114	1.13965e-125	8.64355e-114	6.80637e-122	1
11.82	4	2	9.22278e-115	1.29549e-126	9.22278e-115	1.4302e-122	1
11.84	2	1.41421	9.74903e-116	1.46094e-127	9.74903e-116	2.9924e-123	1
11.85	4	2	3.15853e-116	4.89141e-128	3.15853e-116	1.36658e-123	1
11.87	1	1	3.29216e-117	5.4505e-129	3.29216e-117	2.84097e-124	1
11.88	5	2.23607	1.05914e-117	1.814e-129	1.05914e-117	1.29326e-124	1
11.9	1	1	1.08853e-118	1.9973e-130	1.08853e-118	2.67134e-125	1
11.91	2	1.41421	3.47745e-119	6.60763e-131	3.47745e-119	1.21214e-125	1
11.93	2	1.41421	3.52409e-120	7.18876e-132	3.52409e-120	2.48775e-126	1
11.95	2	1.41421	3.53804e-121	7.75884e-133	3.53804e-121	5.08396e-127	1
11.96	1	1	1.11711e-121	2.54138e-133	1.11711e-121	2.29457e-127	1
11.98	5	2.23607	1.10588e-122	2.71029e-134	1.10587e-122	4.65916e-128	1
11.99	2	1.41421	3.46727e-123	8.82448e-135	3.46725e-123	2.0961e-128	1
12.01	3	1.73205	3.38451e-124	9.29904e-136	3.38447e-124	4.22891e-129	1
12.03	0	1	3.27294e-125	9.72125e-137	3.27286e-125	8.49541e-130	1
12.04	1	1	1.01423e-125	3.13376e-137	1.01419e-125	3.80159e-130	1
12.06	3	1.73205	9.6713e-127	3.23707e-138	9.67055e-127	7.58809e-131	1
12.07	2	1.41421	2.97605e-127	1.03728e-138	2.97571e-127	3.38469e-131	1
12.09	3	1.73205	2.79848e-128	1.05873e-139	2.79781e-128	6.71268e-132	1
12.1	1	1	8.55178e-129	3.37235e-140	8.54879e-129	2.98461e-132	1
12.12	4	2	7.93139e-130	3.40115e-141	7.92551e-130	5.88133e-133	1
12.14	1	1	7.29067e-131	3.40294e-142	7.27913e-131	1.154e-133	1
12.15	2	1.41421	2.20336e-131	1.07317e-142	2.19826e-131	5.10354e-134	1
12.17	3	1.73205	2.00075e-132	1.06096e-143	1.9908e-132	9.94971e-135	1
12.18	1	1	6.01386e-133	3.32596e-144	5.97e-133	4.38614e-135	1
12.2	2	1.41421	5.41607e-134	3.24901e-145	5.33111e-134	8.49635e-136	1
12.22	0	1	4.88006e-135	3.14862e-146	4.71618e-135	1.63879e-136	1
12.23	4	2	1.46968e-135	9.77252e-147	1.39782e-135	7.18573e-137	1
12.25	0	1	1.35704e-136	9.35791e-148	1.21932e-136	1.37712e-137	1
12.26	0	1	4.19052e-137	2.88713e-148	3.58862e-137	6.01901e-138	1
12.28	1	1	4.23281e-138	2.73175e-149	3.08667e-138	1.14614e-138	1
12.29	3	1.73205	1.40142e-138	8.3778e-150	9.02082e-139	4.99338e-139	1
12.31	4	2	1.70983e-139	7.83264e-151	7.65076e-140	9.44751e-140	1
12.33	2	1.41421	2.42266e-140	7.26477e-152	6.42826e-141	1.77984e-140	1
12.34	5	2.23607	9.56962e-141	2.20587e-152	1.85679e-141	7.71283e-141	1
12.36	2	1.41421	1.59757e-141	2.0216e-153	1.53832e-142	1.44373e-141	1
12.37	1	1	6.67752e-142	6.10176e-154	4.41227e-143	6.23629e-142	1
12.39	4	2	1.19592e-142	5.52554e-155	3.60447e-144	1.15987e-142	1
12.4	2	1.41421	5.09674e-143	1.65781e-155	1.02661e-144	4.99408e-143	1
12.42	4	2	9.31159e-144	1.4834e-156	8.26951e-146	9.22889e-144	1
12.44	3	1.73205	1.70478e-144	1.31679e-157	6.5991e-147	1.69818e-144	1
12.45	1	1	7.29143e-145	3.91152e-158	1.85764e-147	7.27285e-145	1
12.47	4	2	1.33115e-145	3.43088e-159	1.46171e-148	1.32969e-145	1
12.48	5	2.23607	5.68053e-146	1.01306e-159	4.08587e-149	5.67644e-146	1
12.5	2	1.41421	1.03149e-146	8.78012e-161	3.17015e-150	1.03117e-146	1
12.52	4	2	1.86546e-147	7.54918e-162	2.43672e-151	1.86522e-147	1
12.53	2	1.41421	7.92076e-148	2.20699e-162	6.73197e-152	7.92009e-148	1
12.55	6	2.44949	1.42349e-148	1.875e-163	5.10226e-153	1.42343e-148	1
12.56	5	2.23607	6.02496e-149	5.44883e-164	1.39974e-153	6.02482e-149	1
12.58	2	1.41421	1.07589e-149	4.57413e-165	1.04608e-154	1.07587e-149	1
12.59	2	1.41421	4.53917e-150	1.32133e-165	2.84967e-155	4.53914e-150	1
12.61	2	1.41421	8.05384e-151	1.09602e-166	2.09994e-156	8.05382e-151	1
12.63	4	2	1.42289e-151	9.01908e-168	1.53302e-157	1.42289e-151	1
12.64	2	1.41421	5.97116e-152	2.57949e-168	4.12755e-158	5.97115e-152	1
12.66	4	2	1.04819e-152	2.0974e-169	2.97118e-159	1.04819e-152	1
12.67	3	1.73205	4.38461e-153	5.96286e-170	7.94366e-160	4.38461e-153	1
12.69	3	1.73205	7.64753e-154	4.79075e-171	5.63836e-161	7.64753e-154	1
12.71	0	1	1.32816e-154	3.81845e-172	3.96474e-162	1.32816e-154	1
12.72	4	2	5.52611e-155	1.07481e-172	1.04766e-162	5.52611e-155	1
12.74	3	1.73205	9.53589e-156	8.46482e-174	7.26402e-164	9.53589e-156	1
12.75	4	2	3.95489e-156	2.36844e-174	1.90603e-164	3.95489e-156	1
12.77	2	1.41421	6.78089e-157	1.84311e-175	1.30311e-165	6.78089e-157	1
12.78	3	1.73205	2.80327e-157	5.12623e-176	3.39533e-166	2.80327e-157	1
12.8	3	1.73205	4.7756e-158	3.94177e-177	2.28892e-167	4.7756e-158	1
12.82	2	1.41421	8.10086e-159	3.0069e-178	1.52865e-168	8.10086e-159	1
12.83	1	1	3.33108e-159	8.28007e-179	3.9366e-169	3.33108e-159	1
12.85	3	1.73205	5.61434e-160	6.24116e-180	2.59235e-170	5.61434e-160	1
12.86	6	2.44949	2.30122e-160	1.70837e-180	6.6291e-171	2.30122e-160	1
12.88	7	2.64575	3.85375e-161	1.27238e-181	4.3045e-172	3.85375e-161	1
12.9	3	1.73205	6.42611e-162	9.40125e-183	2.76899e-173	6.42611e-162	1
12.91	3	1.73205	2.61989e-162	2.54783e-183	6.99834e-174	2.61989e-162	1
12.93	2	1.41421	4.34069e-163	1.86013e-184	4.43904e-175	4.34069e-163	1
12.94	3	1.73205	1.764e-163	5.01107e-185	1.11406e-175	1.764e-163	1
12.96	3	1.73205	2.90392e-164	3.61498e-186	6.96785e-177	2.90392e-164	1
12.97	0	1	1.17633e-164	9.68042e-187	1.73647e-177	1.17633e-164	1
12.99	0	1	1.9241e-165	6.90037e-188	1.07091e-178	1.9241e-165	1
13.01	4	2	3.13375e-166	4.87962e-189	6.54284e-180	3.13375e-166	1
13.02	2	1.41421	1.26266e-166	1.29373e-189	1.61156e-180	1.26266e-166	1
13.04	0	1	2.04331e-167	9.03983e-191	9.70861e-182	2.04331e-167	1
13.05	0	1	8.20654e-168	2.38243e-191	2.37457e-182	8.20654e-168	1
13.07	2	1.41421	1.31953e-168	1.6449e-192	1.41056e-183	1.31953e-168	1
13.09	2	1.41421	2.1126e-169	1.12666e-193	8.30092e-185	2.1126e-169	1
13.1	2	1.41421	8.43956e-170	2.93983e-194	2.00663e-185	8.43956e-170	1
13.12	1	1	1.34255e-170	1.98966e-195	1.16439e-186	1.34255e-170	1
13.13	4	2	5.34609e-171	5.16071e-196	2.79503e-187	5.34609e-171	1
13.15	4	2	8.45e-172	3.4512e-197	1.59924e-188	8.45e-172	1
13.16	1	1	3.35405e-172	8.89818e-198	3.81197e-189	3.35405e-172	1
13.18	1	1	5.26745e-173	5.87983e-199	2.15065e-190	5.26745e-173	1
13.2	1	1	8.23705e-174	3.85446e-200	1.20205e-191	8.23705e-174	1
13.21	4	2	3.25207e-174	9.83929e-201	2.83185e-192	3.25207e-174	1
13.23	1	1	5.05291e-175	6.37332e-202	1.56069e-193	5.05291e-175	1
13.24	1	1	1.98854e-175	1.61721e-202	3.65102e-194	1.98854e-175	1
13.26	4	2	3.06993e-176	1.03508e-203	1.98407e-195	3.06993e-176	1
13.28	2	1.41421	4.71912e-177	6.57222e-205	1.06814e-196	4.71912e-177	1
13.29	2	1.41421	1.84727e-177	1.65114e-205	2.46966e-197	1.84727e-177	1
13.31	3	1.73205	2.82146e-178	1.03592e-206	1.31101e-198	2.82146e-178	1
13.32	1	1	1.1009e-178	2.58701e-207	3.00997e-199	1.1009e-178	1
13.34	7	2.64575	1.67071e-179	1.60378e-208	1.57552e-200	1.67071e-179	1
13.35	4	2	6.49803e-180	3.98124e-209	3.59194e-201	6.49803e-180	1
13.37	1	1	9.79821e-181	2.43875e-210	1.8539e-202	9.79821e-181	1
13.39	2	1.41421	1.47113e-181	1.48201e-211	9.47926e-204	1.47113e-181	1
13.4	0	1	5.69125e-182	3.64245e-212	2.13596e-204	5.69125e-182	1
13.42	2	1.41421	8.49031e-183	2.18716e-213	1.0769e-205	8.49031e-183	1
13.43	3	1.73205	3.27404e-183	5.34349e-214	2.40958e-206	3.27404e-183	1
13.45	1	1	4.853e-184	3.17041e-215	1.1979e-207	4.853e-184	1
13.46	1	1	1.86542e-184	7.69947e-216	2.66153e-208	1.86542e-184	1
13.48	3	1.73205	2.74735e-185	4.51392e-217	1.30468e-209	2.74735e-185	1
13.5	1	1	4.02894e-186	2.62532e-218	6.33591e-211	4.02894e-186	1
13.51	3	1.73205	1.5404e-186	6.31244e-219	1.39134e-211	1.5404e-186	1
13.53	1	1	2.24451e-187	3.62768e-220	6.66244e-213	2.24451e-187	1
13.54	3	1.73205	8.55397e-188	8.67051e-221	1.4528e-213	8.55397e-188	1
13.56	5	2.23607	1.23842e-188	4.92356e-222	6.85963e-215	1.23842e-188	1
13.58	3	1.73205	1.78528e-189	2.77363e-223	3.20867e-216	1.78528e-189	1
13.59	3	1.73205	6.7675e-190	6.56348e-224	6.9153e-217	6.7675e-190	1
13.61	1	1	9.69345e-191	3.65348e-225	3.18956e-218	9.69345e-191	1
13.62	4	2	3.66274e-191	8.59396e-226	6.82597e-219	3.66274e-191	1
13.64	4	2	5.21275e-192	4.72682e-227	3.10441e-220	5.21275e-192	1
13.65	4	2	1.96336e-192	1.10524e-227	6.59721e-221	1.96336e-192	1
13.67	3	1.73205	2.77633e-193	6.00669e-229	2.95849e-222	2.77633e-193	1
13.69	3	1.73205	3.90915e-194	3.23854e-230	1.31435e-223	3.90915e-194	1
13.7	0	1	1.46451e-194	7.49733e-231	2.76061e-224	1.46451e-194	1
13.72	1	1	2.04887e-195	3.99414e-232	1.20932e-225	2.04887e-195	1
13.73	3	1.73205	7.65116e-196	9.19141e-233	2.52221e-226	7.65116e-196	1
13.75	1	1	1.06356e-196	4.8384e-234	1.08946e-227	1.06356e-196	1
13.77	7	2.64575	1.47209e-197	2.52671e-235	4.66201e-229	1.47209e-197	1
13.78	2	1.41421	5.46793e-198	5.75684e-236	9.61009e-230	5.46793e-198	1
13.8	3	1.73205	7.51981e-199	2.97059e-237	4.05493e-231	7.51981e-199	1
13.81	7	2.64575	2.78421e-199	6.72778e-238	8.30014e-232	2.78421e-199	1
13.83	3	1.73205	3.80449e-200	3.4303e-239	3.45332e-233	3.80449e-200	1
13.84	6	2.44949	1.40409e-200	7.72259e-240	7.01918e-234	1.40409e-200	1
13.86	6	2.44949	1.90635e-201	3.89069e-241	2.87961e-235	1.90635e-201	1
13.88	8	2.82843	2.5772e-202	1.94458e-242	1.17033e-236	2.5772e-202	1
13.89	5	2.23607	9.46069e-203	4.33437e-243	2.3511e-237	9.46069e-203	1
13.91	7	2.64575	1.27081e-203	2.14056e-244	9.42202e-239	1.27081e-203	1
13.92	5	2.23607	4.65008e-204	4.74274e-245	1.87955e-239	4.65008e-204	1
13.94	3	1.73205	6.20622e-205	2.31438e-246	7.42713e-241	6.20622e-205	1
13.96	2	1.41421	8.24773e-206	1.1204e-247	2.90749e-242	8.24773e-206	1
13.97	7	2.64575	3.00186e-206	2.45779e-248	5.73246e-243	3.00186e-206	1
13.99	1	1	3.96378e-207	1.17568e-249	2.21276e-244	3.96378e-207	1
14	3	1.73205	1.43804e-207	2.56366e-250	4.33216e-245	1.43804e-207	1
14.02	3	1.73205	1.88669e-208	1.21173e-251	1.64889e-246	1.88669e-208	1
14.03	2	1.41421	6.82286e-209	2.62651e-252	3.2056e-247	6.82286e-209	1
14.05	6	2.44949	8.89418e-210	1.22667e-253	1.20308e-248	8.89418e-210	1
14.07	2	1.41421	1.15448e-210	5.68346e-255	4.47308e-250	1.15448e-210	1
14.08	3	1.73205	4.15268e-211	1.21971e-255	8.59482e-251	4.15268e-211	1
14.1	6	2.44949	5.35573e-212	5.58396e-257	3.15098e-252	5.35573e-212	1
14.11	4	2	1.92029e-212	1.19121e-257	6.01207e-253	1.92029e-212	1
14.13	8	2.82843	2.46075e-213	5.38861e-259	2.17334e-254	2.46075e-213	1
14.15	4	2	3.13985e-214	2.41825e-260	7.78326e-256	3.13985e-214	1
14.16	1	1	1.11978e-214	5.10758e-261	1.46775e-256	1.11978e-214	1
14.18	4	2	1.41966e-215	2.26487e-262	5.18301e-258	1.41966e-215	1
14.19	3	1.73205	5.04677e-216	4.75509e-263	9.70555e-259	5.04677e-216	1
14.21	7	2.64575	6.35735e-217	2.08348e-264	3.37944e-260	6.35735e-217	1
14.22	1	1	2.25274e-217	4.34817e-265	6.28392e-261	2.25274e-217	1
14.24	3	1.73205	2.81958e-218	1.88252e-266	2.1575e-262	2.81958e-218	1
14.26	4	2	3.51397e-219	8.08555e-268	7.33839e-264	3.51397e-219	1
14.27	4	2	1.23853e-219	1.67069e-268	1.34865e-264	1.23853e-219	1
14.29	1	1	1.53367e-220	7.09035e-270	4.52319e-266	1.53367e-220	1
14.3	3	1.73205	5.38824e-221	1.45631e-270	8.25451e-267	5.38824e-221	1
14.32	3	1.73205	6.62951e-222	6.10702e-272	2.7298e-268	6.62951e-222	1
14.34	5	2.23607	8.12189e-223	2.54062e-273	8.94339e-270	8.12189e-223	1
14.35	6	2.44949	2.83823e-223	5.1665e-274	1.6131e-270	2.83823e-223	1
14.37	2	1.41421	3.45489e-224	2.12378e-275	5.21107e-272	3.45489e-224	1
14.38	7	2.64575	1.20345e-224	4.29306e-276	9.33327e-273	1.20345e-224	1
14.4	3	1.73205	1.45555e-225	1.74375e-277	2.973e-274	1.45555e-225	1
14.41	6	2.44949	5.05391e-226	3.50383e-278	5.28749e-275	5.05391e-226	1
14.43	7	2.64575	6.07344e-227	1.40625e-279	1.66076e-276	6.07344e-227	1
14.45	1	1	7.26746e-228	5.59908e-281	5.16764e-278	7.26746e-228	1
14.46	3	1.73205	2.50992e-228	1.1139e-281	9.08363e-279	2.50992e-228	1
14.48	6	2.44949	2.98413e-229	4.3823e-283	2.78703e-280	2.98413e-229	1
14.49	3	1.73205	1.02731e-229	8.66627e-284	4.8647e-281	1.02731e-229	1
14.51	4	2	1.21358e-230	3.36894e-285	1.47175e-282	1.21358e-230	1
14.53	3	1.73205	1.42751e-231	1.29924e-286	4.41103e-284	1.42751e-231	1
14.54	0	1	4.88806e-232	2.54382e-287	7.6097e-285	4.88806e-232	1
14.56	5	2.23607	5.7129e-233	9.69362e-289	2.2489e-286	5.7129e-233	1
14.57	3	1.73205	1.94993e-233	1.88663e-289	3.85252e-287	1.94993e-233	1
14.59	2	1.41421	2.26438e-234	7.10375e-291	1.12265e-288	2.26438e-234	1
14.6	4	2	7.70404e-235	1.37433e-291	1.9097e-289	7.70404e-235	1
14.62	1	1	8.88914e-236	5.11322e-293	5.4873e-291	8.88914e-236	1
14.64	4	2	1.02127e-236	1.88727e-294	1.562e-292	1.02127e-236	1
14.65	1	1	3.45609e-237	3.61497e-295	2.62613e-293	3.45609e-237	1
14.67	0	1	3.94528e-238	1.3184e-296	7.37115e-295	3.94528e-238	1
14.68	2	1.41421	1.33084e-238	2.51027e-297	1.2306e-295	1.33084e-238	1
14.7	2	1.41421	1.50949e-239	9.04619e-299	3.4059e-297	1.50949e-239	1
14.71	5	2.23607	5.07557e-240	1.71214e-299	5.64628e-298	5.07557e-240	1
14.73	4	2	5.72003e-241	6.09661e-301	1.54089e-299	5.72003e-241	1
14.75	2	1.41421	6.41878e-242	2.15364e-302	4.16592e-301	6.41878e-242	1
14.76	0	1	2.14675e-242	4.03567e-303	6.8258e-302	2.14675e-242	1
14.78	3	1.73205	2.39358e-243	1.40865e-304	1.81965e-303	2.39358e-243	1
14.79	3	1.73205	7.97963e-244	2.6239e-305	2.9606e-304	7.97963e-244	1
14.81	2	1.41421	8.84012e-245	9.04975e-307	7.78231e-306	8.84012e-245	1
14.83	2	1.41421	9.75156e-246	3.09643e-308	2.0266e-307	9.75156e-246	1
14.84	3	1.73205	3.23359e-246	5.71051e-309	3.25891e-308	3.23359e-246	1
14.86	3	1.73205	3.54414e-247	1.93065e-310	8.3681e-310	3.54414e-247	1
14.87	5	2.23607	1.17146e-247	3.53931e-311	1.33622e-310	1.17146e-247	1
14.89	2	1.41421	1.27575e-248	1.18236e-312	3.38321e-312	1.27575e-248	1
14.9	2	1.41421	4.20326e-249	2.15459e-313	5.36448e-313	4.20326e-249	1
14.92	1	1	4.54814e-250	7.11212e-315	1.33928e-314	4.54814e-250	1
14.94	2	1.41421	4.9003e-251	2.32892e-316	3.31243e-316	4.9003e-251	1
14.95	2	1.41421	1.6059e-251	4.20198e-317	5.19108e-317	1.6059e-251	1
14.97	3	1.73205	1.71917e-252	1.35124e-318	1.26458e-318	1.71917e-252	1
14.98	4	2	5.61591e-253	2.34592e-319	1.96515e-319	5.61591e-253	1
15	2	1.41421	5.97352e-254	0	4.50094e-321	5.97352e-254	1
15.02	2	1.41421	6.32674e-255	0	0	6.32674e-255	1
15.03	1	1	2.05569e-255	0	0	2.05569e-255	1
15.05	1	1	2.16331e-256	0	0	2.16331e-256	1
15.06	2	1.41421	7.0065e-257	0	0	7.0065e-257	1
15.08	0	1	7.3261e-258	0	0	7.3261e-258	1
15.09	0	1	2.36516e-258	0	0	2.36516e-258	1
15.11	4	2	2.45721e-259	0	0	2.45721e-259	1
15.13	5	2.23607	2.54194e-260	0	0	2.54194e-260	1
15.14	1	1	8.16262e-261	0	0	8.16262e-261	1
15.16	1	1	8.39001e-262	0	0	8.39001e-262	1
15.17	2	1.41421	2.68554e-262	0	0	2.68554e-262	1
15.19	2	1.41421	2.74268e-263	0	0	2.74268e-263	1
15.21	5	2.23607	2.78907e-264	0	0	2.78907e-264	1
15.22	4	2	8.87982e-265	0	0	8.87982e-265	1
15.24	2	1.41421	8.9722e-266	0	0	8.9722e-266	1
15.25	3	1.73205	2.8474e-266	0	0	2.8474e-266	1
15.27	1	1	2.85861e-267	0	0	2.85861e-267	1
15.28	2	1.41421	9.04294e-268	0	0	9.04294e-268	1
15.3	6	2.44949	9.0204e-269	0	0	9.0204e-269	1
15.32	3	1.73205	8.95947e-270	0	0	8.95947e-270	1
15.33	1	1	2.81912e-270	0	0	2.81912e-270	1
15.35	3	1.73205	2.78215e-271	0	0	2.78215e-271	1
15.36	3	1.73205	8.72602e-272	0	0	8.72602e-272	1
15.38	2	1.41421	8.55646e-273	0	0	8.55646e-273	1
15.4	0	1	8.35434e-274	0	0	8.35434e-274	1
15.41	3	1.73205	2.6063e-274	0	0	2.6063e-274	1
15.43	3	1.73205	2.52844e-275	0	0	2.52844e-275	1
15.44	0	1	7.86267e-276	0	0	7.86267e-276	1
15.46	1	1	7.57896e-277	0	0	7.57896e-277	1
15.47	1	1	2.34926e-277	0	0	2.34926e-277	1
15.49	1	1	2.25e-278	0	0	2.25e-278	1
15.51	3	1.73205	2.14572e-279	0	0	2.14572e-279	1
15.52	0	1	6.61562e-280	0	0	6.61562e-280	1
15.54	4	2	6.26861e-281	0	0	6.26861e-281	1
15.55	4	2	1.92653e-281	0	0	1.92653e-281	1
15.57	1	1	1.81379e-282	0	0	1.81379e-282	1
15.59	2	1.41421	1.70035e-283	0	0	1.70035e-283	1
15.6	3	1.73205	5.19778e-284	0	0	5.19778e-284	1
15.62	4	2	4.8415e-285	0	0	4.8415e-285	1
15.63	1	1	1.47525e-285	0	0	1.47525e-285	1
15.65	3	1.73205	1.36533e-286	0	0	1.36533e-286	1
15.66	2	1.41421	4.14694e-287	0	0	4.14694e-287	1
15.68	1	1	3.81339e-288	0	0	3.81339e-288	1
15.7	3	1.73205	3.49169e-289	0	0	3.49169e-289	1
15.71	1	1	1.05488e-289	0	0	1.05488e-289	1
15.73	2	1.41421	9.59702e-291	0	0	9.59702e-291	1
15.74	2	1.41421	2.89006e-291	0	0	2.89006e-291	1
15.76	4	2	2.61248e-292	0	0	2.61248e-292	1
15.77	0	1	7.84202e-293	0	0	7.84202e-293	1
15.79	5	2.23607	7.04343e-294	0	0	7.04343e-294	1
15.81	0	1	6.29914e-295	0	0	6.29914e-295	1
15.82	1	1	1.88076e-295	0	0	1.88076e-295	1
15.84	1	1	1.67124e-296	0	0	1.67124e-296	1
15.85	2	1.41421	4.97389e-297	0	0	4.97389e-297	1
15.87	5	2.23607	4.39152e-298	0	0	4.39152e-298	1
15.89	1	1	3.86076e-299	0	0	3.86076e-299	1
15.9	3	1.73205	1.14289e-299	0	0	1.14289e-299	1
15.92	1	1	9.98331e-301	0	0	9.98331e-301	1
15.93	1	1	2.94586e-301	0	0	2.94586e-301	1
15.95	4	2	2.55677e-302	0	0	2.55677e-302	1
15.96	1	1	7.52029e-303	0	0	7.52029e-303	1
15.98	0	1	6.48522e-304	0	0	6.48522e-304	1
16	2	1.41421	5.56873e-305	0	0	5.56873e-305	1
16.01	3	1.73205	1.6292e-305	0	0	1.6292e-305	1
16.03	1	1	1.39e-306	0	0	1.39e-306	1
16.04	1	1	4.05358e-307	0	0	4.05358e-307	1
16.06	0	1	3.4363e-308	0	0	3.4363e-308	1
16.08	2	1.41421	2.90057e-309	0	0	2.90057e-309	1
16.09	4	2	8.41362e-310	0	0	8.41362e-310	1
16.11	2	1.41421	7.05645e-311	0	0	7.05645e-311	1
16.12	1	1	2.04028e-311	0	0	2.04028e-311	1
16.14	1	1	1.70022e-312	0	0	1.70022e-312	1
16.15	1	1	4.90021e-313	0	0	4.90021e-313	1
16.17	0	1	4.05732e-314	0	0	4.05732e-314	1
16.19	3	1.73205	3.34506e-315	0	0	3.34506e-315	1
16.2	2	1.41421	9.58934e-316	0	0	9.58934e-316	1
16.22	2	1.41421	7.85532e-317	0	0	7.85532e-317	1
16.23	4	2	2.24468e-317	0	0	2.24468e-317	1
16.25	1	1	1.82692e-318	0	0	1.82692e-318	1
16.27	1	1	1.47711e-319	0	0	1.47711e-319	1
16.28	3	1.73205	4.17337e-320	0	0	4.17337e-320	1
16.3	3	1.73205	3.27566e-321	0	0	3.27566e-321	1
16.31	1	1	8.20149e-322	0	0	8.20149e-322	1
16.33	4	2	0	0	0	0	1
16.34	4	2	0	0	0	0	1
16.36	3	1.73205	0	0	0	0	1
16.38	4	2	0	0	0	0	1
16.39	2	1.41421	0	0	0	0	1
16.41	4	2	0	0	0	0	1
16.42	2	1.41421	0	0	0	0	1
16.44	1	1	0	0	0	0	1
16.46	2	1.41421	0	0	0	0	1
16.47	0	1	0	0	0	0	1
16.49	1	1	0	0	0	0	1
16.5	2	1.41421	0	0	0	0	1
16.52	1	1	0	0	0	0	1
16.53	1	1	0	0	0	0	1
16.55	0	1	0	0	0	0	1
16.57	2	1.41421	0	0	0	0	1
16.58	1	1	0	0	0	0	1
16.6	0	1	0	0	0	0	1
16.61	0	1	0	0	0	0	1
16.63	1	1	0	0	0	0	1
16.65	1	1	0	0	0	0	1
16.66	0	1	0	0	0	0	1
16.68	1	1	0	0	0	0	1
16.69	2	1.41421	0	0	0	0	1
16.71	1	1	0	0	0	0	1
16.72	2	1.41421	0	0	0	0	1
16.74	2	1.41421	0	0	0	0	1
16.76	2	1.41421	0	0	0	0	1
16.77	1	1	0	0	0	0	1
16.79	0	1	0	0	0	0	1
16.8	1	1	0	0	0	0	1
16.82	0	1	0	0	0	0	1
16.83	5	2.23607	0	0	0	0	1
16.85	1	1	0	0	0	0	1
16.87	3	1.73205	0	0	0	0	1
16.88	1	1	0	0	0	0	1
16.9	2	1.41421	0	0	0	0	1
16.91	0	1	0	0	0	0	1
16.93	2	1.41421	0	0	0	0	1
16.95	3	1.73205	0	0	0	0	1
16.96	3	1.73205	0	0	0	0	1
16.98	4	2	0	0	0	0	1
16.99	1	1	0	0	0	0	1
17.01	3	1.73205	0	0	0	0	1
17.02	2	1.41421	0	0	0	0	1
17.04	4	2	0	0	0	0	1
17.06	0	1	0	0	0	0	1
17.07	1	1	0	0	0	0	1
17.09	3	1.73205	0	0	0	0	1
17.1	1	1	0	0	0	0	1
17.12	5	2.23607	0	0	0	0	1
17.14	3	1.73205	0	0	0	0	1
17.15	0	1	0	0	0	0	1
17.17	1	1	0	0	0	0	1
17.18	3	1.73205	0	0	0	0	1
17.2	3	1.73205	0	0	0	0	1
17.21	6	2.44949	0	0	0	0	1
17.23	3	1.73205	0	0	0	0	1
17.25	7	2.64575	0	0	0	0	1
17.26	3	1.73205	0	0	0	0	1
17.28	2	1.41421	0	0	0	0	1
17.29	0	1	0	0	0	0	1
17.31	3	1.73205	0	0	0	0	1
17.33	2	1.41421	0	0	0	0	1
17.34	2	1.41421	0	0	0	0	1
17.36	1	1	0	0	0	0	1
17.37	2	1.41421	0	0	0	0	1
17.39	5	2.23607	0	0	0	0	1
17.4	3	1.73205	0	0	0	0	1
17.42	3	1.73205	0	0	0	0	1
17.44	4	2	0	0	0	0	1
17.45	1	1	0	0	0	0	1
17.47	3	1.73205	0	0	0	0	1
17.48	3	1.73205	0	0	0	0	1
17.5	2	1.41421	0	0	0	0	1
17.52	0	1	0	0	0	0	1
17.53	2	1.41421	0	0	0	0	1
17.55	4	2	0	0	0	0	1
17.56	3	1.73205	0	0	0	0	1
17.58	3	1.73205	0	0	0	0	1
17.59	4	2	0	0	0	0	1
17.61	2	1.41421	0	0	0	0	1
17.63	4	2	0	0	0	0	1
17.64	1	1	0	0	0	0	1
17.66	1	1	0	0	0	0	1
17.67	4	2	0	0	0	0	1
17.69	1	1	0	0	0	0	1
17.71	3	1.73205	0	0	0	0	1
17.72	6	2.44949	0	0	0	0	1
17.74	1	1	0	0	0	0	1
17.75	1	1	0	0	0	0	1
17.77	3	1.73205	0	0	0	0	1
17.78	1	1	0	0	0	0	1
17.8	0	1	0	0	0	0	1
17.82	2	1.41421	0	0	0	0	1
17.83	1	1	0	0	0	0	1
17.85	5	2.23607	0	0	0	0	1
17.86	2	1.41421	0	0	0	0	1
17.88	0	1	0	0	0	0	1
17.89	2	1.41421	0	0	0	0	1
17.91	2	1.41421	0	0	0	0	1
17.93	2	1.41421	0	0	0	0	1
17.94	1	1	0	0	0	0	1
17.96	3	1.73205	0	0	0	0	1
17.97	4	2	0	0	0	0	1
17.99	2	1.41421	0	0	0	0	1
