# exported by fityk 0.8.7
#4-20-Cent:x	4-20-Cent:y	4-20-Cent:s	4-20-Cent:F(x)	4-20-Cent:%_1(x)	4-20-Cent:%_2(x)	4-20-Cent:a
6.55	37	6.08276	5.40801e-006	5.40801e-006	2.56359e-015	1
6.57	57	7.54983	9.53145e-006	9.53145e-006	5.27445e-015	1
6.58	41	6.40312	1.2616e-005	1.2616e-005	7.5471e-015	1
6.6	39	6.245	2.19712e-005	2.19712e-005	1.53767e-014	1
6.61	42	6.48074	2.89083e-005	2.89083e-005	2.18949e-014	1
6.63	33	5.74456	4.97466e-005	4.97466e-005	4.41752e-014	1
6.65	39	6.245	8.49267e-005	8.49267e-005	8.8549e-014	1
6.66	42	6.48074	0.000110634	0.000110634	1.25062e-013	1
6.68	33	5.74456	0.000186629	0.000186629	2.48246e-013	1
6.69	36	6	0.000241672	0.000241672	3.48899e-013	1
6.71	35	5.91608	0.000402835	0.000402835	6.8582e-013	1
6.73	41	6.40312	0.000666143	0.000666143	1.33934e-012	1
6.74	35	5.91608	0.000854064	0.000854064	1.8671e-012	1
6.76	37	6.08276	0.00139554	0.00139554	3.61079e-012	1
6.77	36	6	0.00177856	0.00177856	5.00906e-012	1
6.79	38	6.16441	0.00287164	0.00287164	9.59274e-012	1
6.8	44	6.63325	0.00363799	0.00363799	1.32426e-011	1
6.82	39	6.245	0.00580406	0.00580406	2.51139e-011	1
6.84	38	6.16441	0.00918633	0.00918633	4.73175e-011	1
6.85	48	6.9282	0.0115226	0.0115226	6.4791e-011	1
6.87	24	4.89898	0.0180206	0.0180206	1.20886e-010	1
6.88	49	7	0.0224689	0.0224689	1.6472e-010	1
6.9	40	6.32456	0.0347226	0.0347226	3.04341e-010	1
6.91	38	6.16441	0.0430357	0.0430357	4.12673e-010	1
6.93	38	6.16441	0.0657157	0.0657157	7.55046e-010	1
6.95	38	6.16441	0.0995517	0.0995517	1.37249e-009	1
6.96	32	5.65685	0.122163	0.122163	1.84594e-009	1
6.98	38	6.16441	0.182865	0.182865	3.32282e-009	1
6.99	34	5.83095	0.223063	0.223063	4.44723e-009	1
7.01	49	7	0.329934	0.329934	7.92744e-009	1
7.03	41	6.40312	0.484134	0.484134	1.40393e-008	1
7.04	32	5.65685	0.584706	0.584706	1.86376e-008	1
7.06	41	6.40312	0.847786	0.847786	3.26854e-008	1
7.07	37	6.08276	1.0178	1.0178	4.31793e-008	1
7.09	42	6.48074	1.45822	1.45822	7.49883e-008	1
7.1	48	6.9282	1.74022	1.74022	9.85805e-008	1
7.12	52	7.2111	2.46361	2.46361	1.69536e-007	1
7.14	59	7.68115	3.46004	3.46004	2.89669e-007	1
7.15	47	6.85565	4.08825	4.08825	3.77712e-007	1
7.17	40	6.32456	5.67357	5.67357	6.39079e-007	1
7.18	53	7.28011	6.66374	6.66374	8.29258e-007	1
7.2	47	6.85565	9.13789	9.13789	1.38943e-006	1
7.22	62	7.87401	12.4312	12.4312	2.31287e-006	1
7.23	61	7.81025	14.4561	14.4561	2.97679e-006	1
7.25	67	8.18535	19.4325	19.4325	4.90701e-006	1
7.26	59	7.68115	22.4631	22.4631	6.28477e-006	1
7.28	85	9.21954	29.8372	29.8372	1.02591e-005	1
7.29	73	8.544	34.285	34.285	1.30756e-005	1
7.31	76	8.7178	44.9989	44.9988	2.11366e-005	1
7.33	95	9.74679	58.5921	58.5921	3.39453e-005	1
7.34	88	9.38083	66.6592	66.6592	4.29131e-005	1
7.36	143	11.9583	85.7645	85.7645	6.82475e-005	1
7.37	122	11.0454	96.9915	96.9914	8.58566e-005	1
7.39	166	12.8841	123.308	123.308	0.000135215	1
7.41	163	12.7671	155.521	155.52	0.000211565	1
7.42	216	14.6969	174.136	174.136	0.000263992	1
7.44	228	15.0997	217.018	217.018	0.000409037	1
7.45	243	15.5885	241.547	241.547	0.000507911	1
7.47	338	18.3848	297.454	297.453	0.000779315	1
7.48	349	18.6815	329.102	329.101	0.000962973	1
7.5	384	19.5959	400.458	400.456	0.00146316	1
7.52	463	21.5174	483.419	483.417	0.00220872	1
7.53	498	22.3159	529.553	529.551	0.00270709	1
7.55	590	24.2899	631.665	631.66	0.00404672	1
7.56	676	26	687.824	687.819	0.00493562	1
7.58	735	27.1109	810.708	810.7	0.00730626	1
7.6	857	29.2746	947.963	947.952	0.0107453	1
7.61	1108	33.2866	1022.02	1022	0.0129992	1
7.63	1061	32.573	1180.85	1180.83	0.0189319	1
7.64	1213	34.8281	1265.51	1265.49	0.0227913	1
7.66	1377	37.108	1444.82	1444.79	0.0328699	1
7.67	1577	39.7115	1539.18	1539.14	0.0393778	1
7.69	1663	40.7799	1736.4	1736.34	0.0562385	1
7.71	1746	41.7852	1943.34	1943.26	0.0797967	1
7.72	2068	45.4753	2049.75	2049.65	0.0948198	1
7.74	2295	47.9062	2266.79	2266.65	0.13323	1
7.75	2203	46.9361	2376.67	2376.51	0.157541	1
7.77	2573	50.7247	2597.12	2596.9	0.219205	1
7.79	2581	50.8035	2815.51	2815.21	0.303024	1
7.8	2953	54.3415	2922.76	2922.4	0.355409	1
7.82	2984	54.626	3130.92	3130.44	0.486528	1
7.83	3365	58.0086	3230.85	3230.28	0.567853	1
7.85	3381	58.1464	3419.89	3419.12	0.769784	1
7.86	3962	62.9444	3508.04	3507.15	0.894074	1
7.88	3303	57.4717	3669.28	3668.08	1.20022	1
7.9	3804	61.6766	3807.55	3805.95	1.60071	1
7.91	3939	62.7615	3867.1	3865.25	1.84408	1
7.93	3974	63.0397	3965.33	3962.89	2.4355	1
7.94	4207	64.8614	4003.45	4000.66	2.79209	1
7.96	3952	62.8649	4056.64	4052.99	3.65166	1
7.97	4308	65.6354	4071.41	4067.24	4.16591	1
7.99	4206	64.8537	4076.89	4071.5	5.3954	1
8.01	4091	63.9609	4050.35	4043.41	6.94236	1
8.02	4277	65.3988	4025.27	4017.42	7.85573	1
8.04	3956	62.8967	3952.32	3942.31	10.0097	1
8.05	3896	62.4179	3904.9	3893.63	11.2714	1
8.07	3988	63.1506	3789.67	3775.45	14.2223	1
8.09	3758	61.3025	3649.63	3631.8	17.829	1
8.1	3694	60.7783	3571.32	3551.41	19.9134	1
8.12	3858	62.1128	3400.42	3375.7	24.7204	1
8.13	3042	55.1543	3308.79	3281.32	27.4758	1
8.15	3131	55.9553	3115.69	3081.92	33.7765	1
8.16	3024	54.9909	3015.26	2977.9	37.3581	1
8.18	2923	54.0648	2809.19	2763.71	45.4782	1
8.2	2655	51.5267	2599.58	2544.58	55.0034	1
8.21	2215	47.0638	2494.67	2434.33	60.3422	1
8.23	2352	48.4974	2286.96	2214.69	72.2705	1
8.24	2128	46.1303	2185.01	2106.11	78.8986	1
8.26	1997	44.6878	1986.89	1893.32	93.5756	1
8.28	1846	42.9651	1798.78	1688.52	110.262	1
8.29	1571	39.6358	1709.22	1589.82	119.397	1
8.31	1548	39.3446	1540.33	1401.01	139.318	1
8.32	1395	37.3497	1461.39	1311.26	150.125	1
8.34	1272	35.6651	1315.27	1141.8	173.469	1
8.35	1158	34.0294	1248.31	1062.3	186.014	1
8.37	1195	34.5688	1126.87	914.023	212.846	1
8.39	915	30.249	1022.17	780.205	241.967	1
8.4	969	31.1288	976.042	718.682	257.359	1
8.42	947	30.7734	895.899	606.176	289.723	1
8.43	812	28.4956	861.7	555.05	306.65	1
8.45	769	27.7308	804.451	462.597	341.854	1
8.47	696	26.3818	761.107	382.485	378.622	1
8.48	789	28.0891	744.245	346.755	397.49	1
8.5	736	27.1293	719.257	283.298	435.958	1
8.51	633	25.1595	710.756	255.303	455.452	1
8.53	687	26.2107	700.773	206.105	494.669	1
8.54	714	26.7208	698.898	184.631	514.267	1
8.56	753	27.4408	700.394	147.281	553.113	1
8.58	742	27.2397	707.581	116.554	591.027	1
8.59	719	26.8142	712.833	103.376	609.457	1
8.61	758	27.5318	725.733	80.837	644.896	1
8.62	820	28.6356	733.032	71.2702	661.762	1
8.64	755	27.4773	748.498	55.0691	693.429	1
8.66	734	27.0924	764.103	42.2132	721.89	1
8.67	773	27.8029	771.605	36.8486	734.757	1
8.69	834	28.8791	785.381	27.9107	757.471	1
8.7	812	28.4956	791.43	24.2186	767.212	1
8.72	762	27.6043	801.359	18.1263	783.232	1
8.73	860	29.3258	805.07	15.6348	789.436	1
8.75	795	28.1957	809.641	11.5627	798.078	1
8.77	759	27.55	810.056	8.48341	801.572	1
8.78	862	29.3598	808.609	7.24482	801.364	1
8.8	817	28.5832	802.293	5.25227	797.04	1
8.81	882	29.6985	797.405	4.45871	792.946	1
8.83	754	27.4591	784.188	3.19403	780.994	1
8.85	772	27.7849	766.493	2.26991	764.223	1
8.86	715	26.7395	756.036	1.90785	754.128	1
8.88	879	29.6479	732.093	1.33975	730.753	1
8.89	569	23.8537	718.702	1.11935	717.583	1
8.91	659	25.671	689.351	0.776703	688.574	1
8.92	657	25.632	673.511	0.645062	672.866	1
8.94	646	25.4165	639.825	0.442283	639.383	1
8.96	617	24.8395	603.918	0.300842	603.618	1
8.97	565	23.7697	585.308	0.247378	585.06	1
8.99	629	25.0799	547.125	0.166268	546.959	1
9	539	23.2164	527.694	0.135905	527.558	1
9.02	472	21.7256	488.492	0.0902598	488.402	1
9.03	522	22.8473	468.854	0.0733374	468.781	1
9.05	422	20.5426	429.812	0.0481276	429.764	1
9.07	404	20.0998	391.466	0.031333	391.435	1
9.08	396	19.8997	372.685	0.0252063	372.66	1
9.1	356	18.868	336.137	0.0162153	336.121	1
9.11	275	16.5831	318.451	0.0129669	318.438	1
9.13	299	17.2916	284.429	0.00824262	284.42	1
9.15	218	14.7648	252.391	0.00519796	252.386	1
9.16	239	15.4596	237.172	0.00411547	237.168	1
9.18	212	14.5602	208.41	0.00256446	208.408	1
9.19	165	12.8452	194.888	0.00201831	194.886	1
9.21	145	12.0416	169.588	0.00124272	169.587	1
9.22	147	12.1244	157.811	0.000972234	157.81	1
9.24	124	11.1355	135.988	0.000591518	135.988	1
9.26	112	10.583	116.422	0.00035703	116.421	1
9.27	92	9.59166	107.458	0.000276551	107.458	1
9.29	93	9.64365	91.1013	0.000164939	91.1011	1
9.3	80	8.94427	83.6769	0.000126999	83.6768	1
9.32	63	7.93725	70.2498	7.48437e-005	70.2497	1
9.34	69	8.30662	58.594	4.37574e-005	58.5939	1
9.35	48	6.9282	53.382	3.33582e-005	53.382	1
9.37	40	6.32456	44.0917	1.92712e-005	44.0916	1
9.38	38	6.16441	39.9738	1.46038e-005	39.9738	1
9.4	30	5.47723	32.6956	8.33644e-006	32.6956	1
9.41	33	5.74456	29.4975	6.27974e-006	29.4975	1
9.43	26	5.09902	23.892	3.54215e-006	23.892	1
9.45	36	6	19.226	1.98214e-006	19.226	1
9.46	22	4.69042	17.2047	1.47832e-006	17.2047	1
9.48	26	5.09902	13.71	8.17419e-007	13.71	1
9.49	25	5	12.2087	6.06017e-007	12.2087	1
9.51	18	4.24264	9.63412	3.31109e-007	9.63412	1
9.53	19	4.3589	7.55308	1.79472e-007	7.55308	1
9.54	20	4.47214	6.67142	1.31738e-007	6.67142	1
9.56	14	3.74166	5.17944	7.05581e-008	5.17944	1
9.57	23	4.79583	4.55254	5.14833e-008	4.55254	1
9.59	25	5	3.50003	2.72466e-008	3.50003	1
9.6	16	4	3.0614	1.97623e-008	3.0614	1
9.62	18	4.24264	2.33072	1.03346e-008	2.33072	1
9.64	19	4.3589	1.76291	5.36151e-009	1.76291	1
9.65	13	3.60555	1.52946	3.85023e-009	1.52946	1
9.67	19	4.3589	1.1456	1.97375e-009	1.1456	1
9.68	13	3.60555	0.989049	1.40895e-009	0.989049	1
9.7	10	3.16228	0.733608	7.13692e-010	0.733608	1
9.72	16	4	0.540604	3.58646e-010	0.540604	1
9.73	7	2.64575	0.462941	2.53481e-010	0.462941	1
9.75	13	3.60555	0.337827	1.25866e-010	0.337827	1
9.76	16	4	0.287883	8.84289e-011	0.287883	1
9.78	5	2.23607	0.208036	4.33879e-011	0.208036	1
9.79	7	2.64575	0.176416	3.03011e-011	0.176416	1
9.81	10	3.16228	0.126245	1.46907e-011	0.126245	1
9.83	6	2.44949	0.0897545	7.06587e-012	0.0897545	1
9.84	7	2.64575	0.0754947	4.88574e-012	0.0754947	1
9.86	5	2.23607	0.0531512	2.32201e-012	0.0531512	1
9.87	4	2	0.0444887	1.596e-012	0.0444887	1
9.89	6	2.44949	0.031017	7.49509e-013	0.031017	1
9.91	9	3	0.0214842	3.49189e-013	0.0214842	1
9.92	3	1.73205	0.0178368	2.37632e-013	0.0178368	1
9.94	2	1.41421	0.0122346	1.09395e-013	0.0122346	1
9.95	8	2.82843	0.010108	7.40025e-014	0.010108	1
9.97	4	2	0.00686576	3.36628e-014	0.00686576	1
9.98	2	1.41421	0.00564469	2.26362e-014	0.00564469	1
10	5	2.23607	0.00379681	1.01746e-014	0.00379681	1
10.02	7	2.64575	0.00253726	4.53701e-015	0.00253726	1
10.03	3	1.73205	0.00206908	3.02064e-015	0.00206908	1
10.05	6	2.44949	0.00136924	1.33095e-015	0.00136924	1
10.06	2	1.41421	0.00111113	8.80836e-016	0.00111113	1
10.08	3	1.73205	0.000728149	3.83502e-016	0.000728149	1
10.1	5	2.23607	0.000474071	1.65646e-016	0.000474071	1
10.11	2	1.41421	0.000381586	1.0854e-016	0.000381586	1
10.13	4	2	0.000246019	4.63245e-017	0.000246019	1
10.14	0	1	0.000197058	3.01734e-017	0.000197058	1
10.16	6	2.44949	0.000125812	1.2725e-017	0.000125812	1
10.17	8	2.82843	0.000100283	8.23901e-018	0.000100283	1
10.19	4	2	6.34028e-005	3.43334e-018	6.34028e-005	1
10.21	5	2.23607	3.98253e-005	1.41938e-018	3.98253e-005	1
10.22	5	2.23607	3.14864e-005	9.09896e-019	3.14864e-005	1
10.24	2	1.41421	1.95852e-005	3.71692e-019	1.95852e-005	1
10.25	5	2.23607	1.54088e-005	2.36855e-019	1.54088e-005	1
10.27	3	1.73205	9.49128e-006	9.56056e-020	9.49128e-006	1
10.28	3	1.73205	7.43091e-006	6.05601e-020	7.43091e-006	1
10.3	4	2	4.53265e-006	2.41545e-020	4.53265e-006	1
10.32	1	1	2.74683e-006	9.55761e-021	2.74683e-006	1
10.33	3	1.73205	2.13309e-006	5.99414e-021	2.13309e-006	1
10.35	5	2.23607	1.28009e-006	2.34363e-021	1.28009e-006	1
10.36	2	1.41421	9.89228e-007	1.46107e-021	9.89228e-007	1
10.38	3	1.73205	5.87871e-007	5.64472e-022	5.87871e-007	1
10.4	2	1.41421	3.47086e-007	2.16348e-022	3.47086e-007	1
10.41	4	2	2.66043e-007	1.3354e-022	2.66043e-007	1
10.43	4	2	1.55546e-007	5.05745e-023	1.55546e-007	1
10.44	3	1.73205	1.18646e-007	3.10309e-023	1.18646e-007	1
10.46	6	2.44949	6.86931e-008	1.16125e-023	6.86931e-008	1
10.47	4	2	5.21413e-008	7.08259e-024	5.21413e-008	1
10.49	1	1	2.98948e-008	2.61898e-024	2.98948e-008	1
10.51	8	2.82843	1.70286e-008	9.60755e-025	1.70286e-008	1
10.52	2	1.41421	1.28206e-008	5.8017e-025	1.28206e-008	1
10.54	3	1.73205	7.23177e-009	2.10303e-025	7.23177e-009	1
10.55	5	2.23607	5.41815e-009	1.26239e-025	5.41815e-009	1
10.57	2	1.41421	3.0265e-009	4.52161e-026	3.0265e-009	1
10.59	3	1.73205	1.67957e-009	1.60669e-026	1.67957e-009	1
10.6	5	2.23607	1.24815e-009	9.54893e-027	1.24815e-009	1
10.62	4	2	6.85926e-010	3.35277e-027	6.85926e-010	1
10.63	3	1.73205	5.07249e-010	1.98076e-027	5.07249e-010	1
10.65	3	1.73205	2.76049e-010	6.87212e-028	2.76049e-010	1
10.66	1	1	2.03145e-010	4.03574e-028	2.03145e-010	1
10.68	2	1.41421	1.09477e-010	1.38354e-028	1.09477e-010	1
10.7	3	1.73205	5.86152e-011	4.70545e-029	5.86152e-011	1
10.71	1	1	4.2785e-011	2.73595e-029	4.2785e-011	1
10.73	2	1.41421	2.26846e-011	9.19449e-030	2.26846e-011	1
10.74	1	1	1.64774e-011	5.31422e-030	1.64774e-011	1
10.76	5	2.23607	8.65132e-012	1.76469e-030	8.65132e-012	1
10.78	3	1.73205	4.51278e-012	5.81349e-031	4.51278e-012	1
10.79	0	1	3.25135e-012	3.32678e-031	3.25135e-012	1
10.81	2	1.41421	1.67949e-012	1.08294e-031	1.67949e-012	1
10.82	0	1	1.20413e-012	6.16019e-032	1.20413e-012	1
10.84	0	1	6.15945e-013	1.98145e-032	6.15945e-013	1
10.85	2	1.41421	4.39455e-013	1.12042e-032	4.39455e-013	1
10.87	0	1	2.22605e-013	3.56104e-033	2.22605e-013	1
10.89	3	1.73205	1.12028e-013	1.12283e-033	1.12028e-013	1
10.9	2	1.41421	7.92792e-014	6.28618e-034	7.92792e-014	1
10.92	3	1.73205	3.95096e-014	1.95855e-034	3.95096e-014	1
10.93	1	1	2.78235e-014	1.08996e-034	2.78235e-014	1
10.95	1	1	1.37312e-014	3.35559e-035	1.37312e-014	1
10.97	1	1	6.73247e-015	1.02487e-035	6.73247e-015	1
10.98	5	2.23607	4.70268e-015	5.64701e-036	4.70268e-015	1
11	2	1.41421	2.2833e-015	1.70422e-036	2.2833e-015	1
11.01	3	1.73205	1.58713e-015	9.33431e-037	1.58713e-015	1
11.03	2	1.41421	7.63102e-016	2.78355e-037	7.63102e-016	1
11.04	4	2	5.27846e-016	1.51552e-037	5.27846e-016	1
11.06	3	1.73205	2.51323e-016	4.46568e-038	2.51323e-016	1
11.08	6	2.44949	1.18885e-016	1.30543e-038	1.18885e-016	1
11.09	5	2.23607	8.15663e-017	7.03705e-039	8.15663e-017	1
11.11	2	1.41421	3.82083e-017	2.03267e-039	3.82083e-017	1
11.12	5	2.23607	2.60867e-017	1.0892e-039	2.60867e-017	1
11.14	2	1.41421	1.21009e-017	3.10882e-040	1.21009e-017	1
11.16	0	1	5.57684e-018	8.80282e-041	5.57684e-018	1
11.17	4	2	3.77669e-018	4.67023e-041	3.77669e-018	1
11.19	2	1.41421	1.72359e-018	1.3067e-041	1.72359e-018	1
11.2	5	2.23607	1.16154e-018	6.8912e-042	1.16154e-018	1
11.22	3	1.73205	5.24938e-019	1.9052e-042	5.24938e-019	1
11.23	1	1	3.52033e-019	9.98773e-043	3.52033e-019	1
11.25	2	1.41421	1.57548e-019	2.72849e-043	1.57548e-019	1
11.27	3	1.73205	7.00502e-020	7.39468e-044	7.00502e-020	1
11.28	3	1.73205	4.65957e-020	3.83813e-044	4.65957e-020	1
11.3	3	1.73205	2.05162e-020	1.02784e-044	2.05162e-020	1
11.31	3	1.73205	1.35803e-020	5.30311e-045	1.35803e-020	1
11.33	1	1	5.92126e-021	1.40329e-045	5.92126e-021	1
11.34	4	2	3.90035e-021	7.19709e-046	3.90035e-021	1
11.36	5	2.23607	1.68407e-021	1.88184e-046	1.68407e-021	1
11.38	2	1.41421	7.22415e-022	4.88144e-047	7.22415e-022	1
11.39	2	1.41421	4.71995e-022	2.47875e-047	4.71995e-022	1
11.41	6	2.44949	2.00501e-022	6.35343e-048	2.00501e-022	1
11.42	2	1.41421	1.3036e-022	3.207e-048	1.3036e-022	1
11.44	4	2	5.48373e-023	8.12239e-049	5.48373e-023	1
11.46	2	1.41421	2.2918e-023	2.04084e-049	2.2918e-023	1
11.47	4	2	1.47797e-023	1.01994e-049	1.47797e-023	1
11.49	1	1	6.11674e-024	2.53226e-050	6.11674e-024	1
11.5	1	1	3.92541e-024	1.25799e-050	3.92541e-024	1
11.52	4	2	1.60876e-024	3.08619e-051	1.60876e-024	1
11.53	7	2.64575	1.02739e-024	1.52405e-051	1.02739e-024	1
11.55	3	1.73205	4.1696e-025	3.69447e-052	4.1696e-025	1
11.57	7	2.64575	1.68122e-025	8.88479e-053	1.68122e-025	1
11.58	1	1	1.06494e-025	4.34407e-053	1.06494e-025	1
11.6	1	1	4.25216e-026	1.03229e-053	4.25216e-026	1
11.61	2	1.41421	2.68033e-026	5.01713e-054	2.68033e-026	1
11.63	5	2.23607	1.0598e-026	1.17807e-054	1.0598e-026	1
11.65	6	2.44949	4.16322e-027	2.74425e-055	4.16322e-027	1
11.66	3	1.73205	2.60297e-027	1.32054e-055	2.60297e-027	1
11.68	4	2	1.01257e-027	3.0396e-056	1.01257e-027	1
11.69	1	1	6.30005e-028	1.45396e-056	6.30005e-028	1
11.71	2	1.41421	2.42692e-028	3.30693e-057	2.42692e-028	1
11.72	0	1	1.50262e-028	1.5724e-057	1.50262e-028	1
11.74	3	1.73205	5.73209e-029	3.53385e-058	5.73209e-029	1
11.76	1	1	2.17243e-029	7.879e-059	2.17243e-029	1
11.77	4	2	1.33414e-029	3.70924e-059	1.33414e-029	1
11.79	1	1	5.0071e-030	8.17181e-060	5.0071e-030	1
11.8	2	1.41421	3.05997e-030	3.82417e-060	3.05997e-030	1
11.82	8	2.82843	1.13725e-030	8.32493e-061	1.13725e-030	1
11.84	2	1.41421	4.19919e-031	1.79789e-061	4.19919e-031	1
11.85	1	1	2.54541e-031	8.33024e-062	2.54541e-031	1
11.87	1	1	9.30719e-032	1.77767e-062	9.30719e-032	1
11.88	1	1	5.6142e-032	8.18746e-063	5.6142e-032	1
11.9	2	1.41421	2.03283e-032	1.72644e-063	2.03283e-032	1
11.91	1	1	1.22025e-032	7.90416e-064	1.22025e-032	1
11.93	6	2.44949	4.37537e-033	1.6469e-064	4.37537e-033	1
11.95	2	1.41421	1.55866e-033	3.40424e-065	1.55866e-033	1
11.96	3	1.73205	9.28021e-034	1.54312e-065	9.28021e-034	1
11.98	2	1.41421	3.27377e-034	3.15182e-066	3.27377e-034	1
11.99	4	2	1.93968e-034	1.42018e-066	1.93968e-034	1
12.01	3	1.73205	6.776e-035	2.86627e-067	6.776e-035	1
12.03	3	1.73205	2.35172e-035	5.7389e-068	2.35172e-035	1
12.04	4	2	1.38207e-035	2.56028e-068	1.38207e-035	1
12.06	2	1.41421	4.75001e-036	5.06534e-069	4.75001e-036	1
12.07	1	1	2.77789e-036	2.24632e-069	2.77789e-036	1
12.09	1	1	9.45437e-037	4.39141e-070	9.45437e-037	1
12.1	2	1.41421	5.50212e-037	1.93585e-070	5.50212e-037	1
12.12	3	1.73205	1.85439e-037	3.7395e-071	1.85439e-037	1
12.14	1	1	6.20928e-038	7.1663e-072	6.20928e-038	1
12.15	2	1.41421	3.58426e-038	3.12779e-072	3.58426e-038	1
12.17	2	1.41421	1.18848e-038	5.92283e-073	1.18848e-038	1
12.18	4	2	6.82697e-039	2.56967e-073	6.82697e-039	1
12.2	1	1	2.24168e-039	4.80815e-074	2.24168e-039	1
12.22	1	1	7.3129e-040	8.92522e-075	7.3129e-040	1
12.23	5	2.23607	4.16663e-040	3.83391e-075	4.16663e-040	1
12.25	4	2	1.34603e-040	7.03222e-076	1.34603e-040	1
12.26	3	1.73205	7.63179e-041	3.00276e-076	7.63179e-041	1
12.28	3	1.73205	2.44145e-041	5.44228e-077	2.44145e-041	1
12.29	2	1.41421	1.37752e-041	2.31001e-077	1.37752e-041	1
12.31	2	1.41421	4.36387e-042	4.13699e-078	4.36387e-042	1
12.33	3	1.73205	1.37346e-042	7.35012e-079	1.37346e-042	1
12.34	1	1	7.68644e-043	3.08889e-079	7.68644e-043	1
12.36	1	1	2.39564e-043	5.42278e-080	2.39564e-043	1
12.37	3	1.73205	1.33416e-043	2.26535e-080	1.33416e-043	1
12.39	1	1	4.11774e-044	3.92975e-081	4.11774e-044	1
12.4	3	1.73205	2.28203e-044	1.63186e-081	2.28203e-044	1
12.42	4	2	6.9747e-045	2.79719e-082	6.9747e-045	1
12.44	4	2	2.11786e-045	4.75666e-083	2.11786e-045	1
12.45	1	1	1.16418e-045	1.95566e-083	1.16418e-045	1
12.47	0	1	3.50064e-046	3.28612e-084	3.50064e-046	1
12.48	1	1	1.91491e-046	1.34301e-084	1.91491e-046	1
12.5	1	1	5.70199e-047	2.22987e-085	5.70199e-047	1
12.52	6	2.44949	1.68684e-047	3.67299e-086	1.68684e-047	1
12.53	4	2	9.15241e-048	1.48625e-086	9.15241e-048	1
12.55	2	1.41421	2.68124e-048	2.41903e-087	2.68124e-048	1
12.56	1	1	1.44769e-048	9.73011e-088	1.44769e-048	1
12.58	0	1	4.19979e-049	1.56486e-088	4.19979e-049	1
12.59	3	1.73205	2.25654e-049	6.25689e-089	2.25654e-049	1
12.61	2	1.41421	6.48261e-050	9.94322e-090	6.48261e-050	1
12.63	3	1.73205	1.85023e-050	1.5676e-090	1.85023e-050	1
12.64	5	2.23607	9.86055e-051	6.20573e-091	9.86055e-051	1
12.66	2	1.41421	2.78696e-051	9.66743e-092	2.78696e-051	1
12.67	3	1.73205	1.47803e-051	3.80428e-092	1.47803e-051	1
12.69	1	1	4.1368e-052	5.856e-093	4.1368e-052	1
12.71	3	1.73205	1.15031e-052	8.94272e-094	1.15031e-052	1
12.72	2	1.41421	6.05103e-053	3.48422e-094	6.05103e-053	1
12.74	1	1	1.66622e-053	5.25756e-095	1.66622e-053	1
12.75	4	2	8.72215e-054	2.03622e-095	8.72215e-054	1
12.77	2	1.41421	2.37838e-054	3.03608e-096	2.37838e-054	1
12.78	5	2.23607	1.23893e-054	1.16885e-096	1.23893e-054	1
12.8	2	1.41421	3.34548e-055	1.7221e-097	3.34548e-055	1
12.82	0	1	8.97505e-056	2.51707e-098	8.97505e-056	1
12.83	2	1.41421	4.6373e-056	9.59437e-099	4.6373e-056	1
12.85	2	1.41421	1.23196e-056	1.38568e-099	1.23196e-056	1
12.86	2	1.41421	6.33435e-057	5.25037e-100	6.33435e-057	1
12.88	2	1.41421	1.66643e-057	7.49286e-101	1.66643e-057	1
12.9	2	1.41421	4.35554e-058	1.06083e-101	4.35554e-058	1
12.91	0	1	2.2213e-058	3.97966e-102	2.2213e-058	1
12.93	5	2.23607	5.7493e-059	5.5674e-103	5.7493e-059	1
12.94	1	1	2.91781e-059	2.07615e-103	2.91781e-059	1
12.96	4	2	7.47855e-060	2.86996e-104	7.47855e-060	1
12.97	3	1.73205	3.77691e-060	1.06387e-104	3.77691e-060	1
12.99	2	1.41421	9.58628e-061	1.45316e-105	9.58628e-061	1
13.01	2	1.41421	2.41731e-061	1.96915e-106	2.41731e-061	1
13.02	5	2.23607	1.21091e-061	7.22713e-107	1.21091e-061	1
13.04	1	1	3.02377e-062	9.67703e-108	3.02377e-062	1
13.05	2	1.41421	1.50732e-062	3.53047e-108	1.50732e-062	1
13.07	0	1	3.7273e-063	4.6711e-109	3.7273e-063	1
13.09	2	1.41421	9.15698e-064	6.1312e-110	9.15698e-064	1
13.1	3	1.73205	4.52761e-064	2.21468e-110	4.52761e-064	1
13.12	3	1.73205	1.10149e-064	2.87241e-111	1.10149e-064	1
13.13	2	1.41421	5.41969e-065	1.03138e-111	5.41969e-065	1
13.15	2	1.41421	1.30569e-065	1.32179e-112	1.30569e-065	1
13.16	3	1.73205	6.39307e-066	4.71779e-113	6.39307e-066	1
13.18	4	2	1.5252e-066	5.9744e-114	1.5252e-066	1
13.2	1	1	3.61504e-067	7.50567e-115	3.61504e-067	1
13.21	2	1.41421	1.75568e-067	2.65241e-115	1.75568e-067	1
13.23	3	1.73205	4.12083e-068	3.29265e-116	4.12083e-068	1
13.24	2	1.41421	1.99155e-068	1.15665e-116	1.99155e-068	1
13.26	3	1.73205	4.62898e-069	1.41878e-117	4.62898e-069	1
13.28	1	1	1.06892e-069	1.72652e-118	1.06892e-069	1
13.29	3	1.73205	5.12408e-070	6.00483e-119	5.12408e-070	1
13.31	3	1.73205	1.17174e-070	7.22048e-120	1.17174e-070	1
13.32	3	1.73205	5.58954e-071	2.49632e-120	5.58954e-071	1
13.34	1	1	1.26574e-071	2.96603e-121	1.26574e-071	1
